"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","LLC_BI__Branch_Id__c","LLC_BI__City__c","LLC_BI__County__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Institution__c","LLC_BI__Location__Latitude__s","LLC_BI__Location__Longitude__s","LLC_BI__Location__c","LLC_BI__Mortgage_License_State__c","LLC_BI__Mortgage_License__c","LLC_BI__NMLS__c","LLC_BI__State__c","LLC_BI__Street__c","LLC_BI__Zip_Code__c","LLC_BI__lookupKey__c"
"a1TWD000001oxOw2AI","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42689302530354476"
"a1TWD000001oxMJ2AY","005al00000RVcKvAAL","false","42813201778090118","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42689382690538335"
"a1TWD000001oxPt2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42689639263229300"
"a1TWD000001oxZh2AI","005al00000RVcKvAAL","false","testData001","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42690952456992690"
"a1TWD000001oxPU2AY","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","4269131771599994"
"a1TWD000001oxMK2AY","005al00000RVcKvAAL","false","42816112327745586","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-01","Manchester","","","","","","","","","","","","","42692785666245553"
"a1TWD000001oxTm2AI","005al00000RVcKvAAL","false","\                                 Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42693371590730466"
"a1TWD000001oxIS2AY","005al00000RVcKvAAL","false","42034969807242332","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","1","","","","","","","","","","","","","","42693990708855436"
"a1TWD000001oxIN2AY","005al00000RVcKvAAL","false","42025937990052522","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42694993791570492"
"a1TWD000001oxQF2AY","005al00000RVcKvAAL","false","Liverpool","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-03","","","","","","","","","","","","","","42695083702892976"
"a1TWD000001oxWF2AY","005al00000RVcKvAAL","false","autoTest1","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42695150482446908"
"a1TWD000001ox9V2AQ","005al00000RVcKvAAL","false","nCino HQ","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42695571527410544"
"a1TWD000001oxSx2AI","005al00000RVcKvAAL","false","Toulouse","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","4","","","","","","","","","","","","","","42695771084647052"
"a1TWD000001oxU82AI","005al00000RVcKvAAL","false","\                                Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42696082579196595"
"a1TWD000001oxDH2AY","005al00000RVcKvAAL","false","a0B8c00001M139T","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42696644396824194"
"a1TWD000001ox8I2AQ","005al00000RVcKvAAL","false","Turin","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","Turin","","","","","","","","","","","","","42696661317723472"
"a1TWD000001oxHK2AY","005al00000RVcKvAAL","false","4.25764E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","54","","","","","","","","","","","","","","42696666240693698"
"a1TWD000001oxOA2AY","005al00000RVcKvAAL","false","DT-5180-Record01-DoubleQuote","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","IL","","","42696758862964160"
"a1TWD000001oxHG2AY","005al00000RVcKvAAL","false","4.25422E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Munich","","","","","","","","","","","","","42697795354099305"
"a1TWD000001oxII2AY","005al00000RVcKvAAL","false","42012605231311550","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42698012879280062"
"a1TWD000001oxID2AY","005al00000RVcKvAAL","false","42005533545830061","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42699060280403253"
"a1TWD000001oxQg2AI","005al00000RVcKvAAL","false","Lyon","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","1","","","","","","","","","","","","","","42699283734172611"
"a1TWD000001oxPm2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42700527814756365"
"a1TWD000001oxPQ2AY","005al00000RVcKvAAL","false","Hyd Telangana dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42701042016522617"
"a1TWD000001oxQA2AY","005al00000RVcKvAAL","false","Khmm","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","KHMM","","","","","","","","","","","","","","42701838106272052"
"a1TWD000001oxSV2AY","005al00000RVcKvAAL","false","Seville","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","Seville","","","","","","","","","","","","","42703684171348303"
"a1TWD000001ox9P2AQ","005al00000RVcKvAAL","false","Wrightsville","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","235576","New York","","","","","","","","","","","","","42703771139595463"
"a1TWD000001oxXh2AI","005al00000RVcKvAAL","false","doublequote-DT5180","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42704027331414588"
"a1TWD000001oxPw2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42705228275216093"
"a1TWD000001oxNB2AY","005al00000RVcKvAAL","false","AR-Branch-Test","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42705810447176579"
"a1TWD000001oxTv2AI","005al00000RVcKvAAL","false","\                                 Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42705893185123202"
"a1TWD000001oxVk2AI","005al00000RVcKvAAL","false","\                                                981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42706650877823405"
"a1TWD000001oxLX2AY","005al00000RVcKvAAL","false","42623705816678938","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-02","Bristol","","","","","","","","","","","","","42706849795070543"
"a1TWD000001oxYV2AY","005al00000RVcKvAAL","false","yugandhar","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42707127305884653"
"a1TWD000001oxGG2AY","005al00000RVcKvAAL","false","4.21937E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42708489913854634"
"a1TWD000001oxHo2AI","005al00000RVcKvAAL","false","4.28161E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-01","","","","","","","","","","","","","","42708575508580955"
"a1TWD000001oxWB2AY","005al00000RVcKvAAL","false","a0BHo00000SbBMhMAN","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42708855952267437"
"a1TWD000001oxPb2AI","005al00000RVcKvAAL","false","Hyd dev","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42709206687941019"
"a1TWD000001oxZl2AI","005al00000RVcKvAAL","false","autoTest33","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42710304367837484"
"a1TWD000001oxDr2AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42711491979357287"
"a1TWD000001oxAp2AI","005al00000RVcKvAAL","false","Uppal","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","Hyd","","","","","","","","","","","","","","42712103847925761"
"a1TWD000001oxF92AI","005al00000RVcKvAAL","false","Branch new 2 New Record","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42713039287307906"
"a1TWD000001oxRQ2AY","005al00000RVcKvAAL","false","Munich","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","Munich","","","","","","","","","","","","","42713848960784281"
"a1TWD000001oxXM2AY","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42714444239805502"
"a1TWD000001oxS62AI","005al00000RVcKvAAL","false","QA - Branch 003","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","53","","","","","","","","","","","","","","42714998978608933"
"a1TWD000001oxRL2AY","005al00000RVcKvAAL","false","Mumbai","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","502","Mumbai","","","","","","","","","","MT","Andheri East","","42715132029351667"
"a1TWD000001oxFo2AI","005al00000RVcKvAAL","false","4.20316E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","ap01","","","","","","","","","","","","","42715681525964721"
"a1TWD000001oxKh2AI","005al00000RVcKvAAL","false","42455404617844553","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42716026852637002"
"a1TWD000001oxT32AI","005al00000RVcKvAAL","false","Toulouse01","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","4","Toulouse","","","","","","","","","","","","","42717831967614042"
"a1TWD000001oxIH2AY","005al00000RVcKvAAL","false","42011205188333450","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42718748291609214"
"a1TWD000001oxHD2AY","005al00000RVcKvAAL","false","4.25145E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42718776538709284"
"a1TWD000001oxIl2AI","005al00000RVcKvAAL","false","42071450135742569","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","13647","Wilmington","","","","","","","","","","","","","42719489830302724"
"a1TWD000001oxA22AI","005al00000RVcKvAAL","false","Toulouse","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","4","","","","","","","","","","","","","","42719697186726534"
"a1TWD000001oxI32AI","005al00000RVcKvAAL","false","4.29227E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","4","","","","","","","","","","","","","","42719817618921774"
"a1TWD000001oxMQ2AY","005al00000RVcKvAAL","false","42840003162394867","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42719961483847727"
"a1TWD000001oxHv2AI","005al00000RVcKvAAL","false","4.28639E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42721000917999122"
"a1TWD000001oxSb2AI","005al00000RVcKvAAL","false","Singlequote-DT5180","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42723924239927195"
"a1TWD000001oxXs2AI","005al00000RVcKvAAL","false","nCino HQ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42724444295422953"
"a1TWD000001oxNM2AY","005al00000RVcKvAAL","false","Ap","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","ap01","","","","","","","","","","","","","42724776586076431"
"a1TWD000001oxO22AI","005al00000RVcKvAAL","false","Cologne","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","Cologne","","","","","","","","","","","","","42724853679666038"
"a1TWD000001oxVr2AI","005al00000RVcKvAAL","false","\                                                981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42725418519986315"
"a1TWD000001oxMn2AI","005al00000RVcKvAAL","false","42932332697165865","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42725432595709494"
"a1TWD000001oxSY2AY","005al00000RVcKvAAL","false","Shiva","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42726817421284903"
"a1TWD000001oxVa2AI","005al00000RVcKvAAL","false","\                                                 Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42727197821982415"
"a1TWD000001oxV72AI","005al00000RVcKvAAL","false","\                             981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42730784131425314"
"a1TWD000001oxOW2AY","005al00000RVcKvAAL","false","Elon","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","123456","Salt Lake City","","","","40.769539","-111.882204","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='40.769539'
 longitude='-111.882204'
]
}","","","","UT","303 B Street D","84103","42730896448380545"
"a1TWD000001oxV22AI","005al00000RVcKvAAL","false","\                             981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42732957965619045"
"a1TWD000001oxWe2AI","005al00000RVcKvAAL","false","autoTest28","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42733023303671363"
"a1TWD000001oxHV2AY","005al00000RVcKvAAL","false","4.26956E+16","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42733112649613047"
"a1TWD000001oxWG2AY","005al00000RVcKvAAL","false","autoTest10","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42733500635225378"
"a1TWD000001ox9e2AA","005al00000RVcKvAAL","false","Wilmington","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42733754761864548"
"a1TWD000001oxEr2AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42733944959563303"
"a1TWD000001oxUV2AY","005al00000RVcKvAAL","false","\                               Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42734027404214291"
"a1TWD000001ox9v2AA","005al00000RVcKvAAL","false","Wilmington","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","","","","","","","","","","","","","","42734200522325551"
"a1TWD000001oxM82AI","005al00000RVcKvAAL","false","42775398232830501","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42734493144121158"
"a1TWD000001oxWz2AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42734936866100013"
"a1TWD000001oxXB2AY","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42736048200674708"
"a1TWD000001oxQl2AI","005al00000RVcKvAAL","false","Madrid","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42736274325440685"
"a1TWD000001oxYH2AY","005al00000RVcKvAAL","false","sreekanth","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42737328122691235"
"a1TWD000001oxLV2AY","005al00000RVcKvAAL","false","42606913781424750","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42737392705356592"
"a1TWD000001ox8M2AQ","005al00000RVcKvAAL","false","Cologne","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:47.000Z","005al00000RVvFOAA1","2026-08-26T12:46:47.000Z","","","","Cologne","","","","","","","","","","","","","42737723738240624"
"a1TWD000001oxPK2AY","005al00000RVcKvAAL","false","Hyd Qa","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42738083843755334"
"a1TWD0000021XiM2AU","005al00000RVcKvAAL","false","9969JPD894656593","2026-07-07T07:24:14.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","765","Chicago","","","a31WD000001k07hYAA","41.830047","87.602809","XmlObjectWrapper{name={urn:sobject.partner.soap.sforce.com}LLC_BI__Location__c, xmlizable=[Location  latitude='41.830047'
 longitude='87.602809'
]
}","","","","IL","3155 S Lake Shore Drive","60616","42738426310997125"
"a1TWD000001oxV12AI","005al00000RVcKvAAL","false","\                             981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42738456018737134"
"a1TWD000001oxTr2AI","005al00000RVcKvAAL","false","\                                 Test123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42738756053926074"
"a1TWD000001oxVP2AY","005al00000RVcKvAAL","false","\                                                 981723123\ ","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42739410691521633"
"a1TWD000001oxRx2AI","005al00000RVcKvAAL","false","Porters Neck","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","765","Chicago","","","","","","","","","","","","","42741352470514427"
"a1TWD000001oxIJ2AY","005al00000RVcKvAAL","false","42013493088032710","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42742218164124547"
"a1TWD000001oxR52AI","005al00000RVcKvAAL","false","Marseille","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","3","","","","","","","","","","","","","","42744629951969951"
"a1TWD000001oxQL2AY","005al00000RVcKvAAL","false","Liverpool","2026-04-09T10:14:51.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","00-00-03","","","","","","","","","","","","","","42744661917342557"
"a1TWD000001oxX42AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42744764570981110"
"a1TWD000001oxYK2AY","005al00000RVcKvAAL","false","testbranch","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42745112068844828"
"a1TWD000001oxDx2AI","005al00000RVcKvAAL","false","banguluru","2026-04-09T10:14:50.000Z","005al00000RVcKvAAL","2026-08-26T12:46:48.000Z","005al00000RVvFOAA1","2026-08-26T12:46:48.000Z","","","","","","","","","","","","","","","","","42746213095980590"
"a1TWD000001oxS32AI","005al00000RVcKvAAL","false","QA - Branch 002","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","52","","","","","","","","","","","","","","42746879202135464"
"a1TWD000001oxaj2AA","005al00000RVcKvAAL","false","branch001","2026-04-09T10:14:52.000Z","005al00000RVcKvAAL","2026-08-26T12:46:49.000Z","005al00000RVvFOAA1","2026-08-26T12:46:49.000Z","","","","","","","","","","","","","","","","","42748710864642424"
