"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name"
"a1UWD000005gDMk2AM","false","0.0","a1WWD000002V38r2AC","","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxZQAV","CLA-BD-0002921"
"a1UWD000005gDMl2AM","false","0.0","a1WWD000002V38r2AC","","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxaQAF","CLA-BD-0002922"
"a1UWD000005gDMm2AM","false","0.0","a1WWD000002V38r2AC","","Erosion & Dust Control","","39.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxbQAF","CLA-BD-0002923"
"a1UWD000005gDMn2AM","false","0.0","a1WWD000002V38r2AC","","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxcQAF","CLA-BD-0002924"
"a1UWD000005gDMo2AM","false","0.0","a1WWD000002V38r2AC","","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxdQAF","CLA-BD-0002925"
"a1UWD000005gDMp2AM","false","0.0","a1WWD000002V38r2AC","","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxeQAF","CLA-BD-0002926"
"a1UWD000005gDMq2AM","false","0.0","a1WWD000002V38r2AC","","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxfQAF","CLA-BD-0002927"
"a1UWD000005gDMr2AM","false","0.0","a1WWD000002V38r2AC","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxgQAF","CLA-BD-0002928"
"a1UWD000005gDMs2AM","false","0.0","a1WWD000002V38r2AC","","Barricades/Signs","","45.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxhQAF","CLA-BD-0002929"
"a1UWD000005gDMt2AM","false","0.0","a1WWD000002V38r2AC","","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxiQAF","CLA-BD-0002930"
"a1UWD000005gDMu2AM","false","0.0","a1WWD000002V38r2AC","","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxjQAF","CLA-BD-0002931"
"a1UWD000005gDMv2AM","false","0.0","a1WWD000002V38r2AC","","Building Demolition","","48.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxkQAF","CLA-BD-0002932"
"a1UWD000005gDMw2AM","false","0.0","a1WWD000002V38r2AC","","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxlQAF","CLA-BD-0002933"
"a1UWD000005gDMx2AM","false","0.0","a1WWD000002V38r2AC","","Building Concrete Labor","","50.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxmQAF","CLA-BD-0002934"
"a1UWD000005gDMy2AM","false","0.0","a1WWD000002V38r2AC","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxnQAF","CLA-BD-0002935"
"a1UWD000005gDMz2AM","false","0.0","a1WWD000002V38r2AC","","Masonry/Building","","52.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxoQAF","CLA-BD-0002936"
"a1UWD000005gDN02AM","false","0.0","a1WWD000002V38r2AC","","Structural Steel","","53.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxpQAF","CLA-BD-0002937"
"a1UWD000005gDN12AM","false","0.0","a1WWD000002V38r2AC","","Finish Lumber & Doors","","54.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxqQAF","CLA-BD-0002938"
"a1UWD000005gDN22AM","false","0.0","a1WWD000002V38r2AC","","Metal Doors & Frames","","55.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxrQAF","CLA-BD-0002939"
"a1UWD000005gDN32AM","false","0.0","a1WWD000002V38r2AC","","Wood Doors","","56.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxsQAF","CLA-BD-0002940"
"a1UWD000005gDN42AM","false","0.0","a1WWD000002V38r2AC","","Finish Hardware","","57.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxtQAF","CLA-BD-0002941"
"a1UWD000005gDN52AM","false","0.0","a1WWD000002V38r2AC","","Framing Labor","","58.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxuQAF","CLA-BD-0002942"
"a1UWD000005gDN62AM","false","0.0","a1WWD000002V38r2AC","","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxvQAF","CLA-BD-0002943"
"a1UWD000005gDN72AM","false","0.0","a1WWD000002V38r2AC","","Grade fill / cut","","21.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxwQAF","CLA-BD-0002944"
"a1UWD000005gDN82AM","false","0.0","a1WWD000002V38r2AC","","Site Demolition","","22.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxxQAF","CLA-BD-0002945"
"a1UWD000005gDN92AM","false","0.0","a1WWD000002V38r2AC","","Retaining wall","","23.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxyQAF","CLA-BD-0002946"
"a1UWD000005gDNA2A2","false","0.0","a1WWD000002V38r2AC","","Trash Enclosure","","24.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQxzQAF","CLA-BD-0002947"
"a1UWD000005gDNB2A2","false","0.0","a1WWD000002V38r2AC","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy0QAF","CLA-BD-0002948"
"a1UWD000005gDNC2A2","false","0.0","a1WWD000002V38r2AC","","Storm Drain","","26.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy1QAF","CLA-BD-0002949"
"a1UWD000005gDND2A2","false","0.0","a1WWD000002V38r2AC","","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy2QAF","CLA-BD-0002950"
"a1UWD000005gDNE2A2","false","0.0","a1WWD000002V38r2AC","","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy3QAF","CLA-BD-0002951"
"a1UWD000005gDNF2A2","false","0.0","a1WWD000002V38r2AC","","Electrical site work/labor","","29.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy4QAF","CLA-BD-0002952"
"a1UWD000005gDNG2A2","false","0.0","a1WWD000002V38r2AC","","Site Lighting Material","","30.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy5QAF","CLA-BD-0002953"
"a1UWD000005gDNH2A2","false","0.0","a1WWD000002V38r2AC","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy6QAF","CLA-BD-0002954"
"a1UWD000005gDNI2A2","false","0.0","a1WWD000002V38r2AC","","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy7QAF","CLA-BD-0002955"
"a1UWD000005gDNJ2A2","false","0.0","a1WWD000002V38r2AC","","Telephone Underground","","33.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy8QAF","CLA-BD-0002956"
"a1UWD000005gDNK2A2","false","0.0","a1WWD000002V38r2AC","","Concrete paving","","34.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQy9QAF","CLA-BD-0002957"
"a1UWD000005gDNL2A2","false","0.0","a1WWD000002V38r2AC","","Asphalt paving & striping","","35.0","","","0.0","0.0","0.0","0.0","","","a234W00000RiQyAQAV","CLA-BD-0002958"
"a1UWD000005gDNM2A2","false","0.0","a1WWD000002V3982AC","","Landscaping","","3.0","","","0.0","0.0","","0.0","","","a234W00000RiQyBQAV","CLA-BD-0002959"
"a1UWD000005gDNN2A2","false","0.0","a1WWD000002V3982AC","","Bituminous Damproofing","","11.0","","","0.0","0.0","","0.0","","","a234W00000RiQyCQAV","CLA-BD-0002960"
"a1UWD000005gDNO2A2","false","0.0","a1WWD000002V3982AC","","Linear Metal Ceilings","","19.0","","","0.0","0.0","","0.0","","","a234W00000RiQyDQAV","CLA-BD-0002961"
"a1UWD000005gDNP2A2","false","0.0","a1WWD000002V3982AC","","Hydraulic Elevators","","24.0","","","0.0","0.0","","0.0","","","a234W00000RiQyEQAV","CLA-BD-0002962"
"a1UWD000005gDNQ2A2","false","0.0","a1WWD000002V3982AC","","Glass/Glazing","","15.0","","","0.0","0.0","","0.0","","","a234W00000RiQyFQAV","CLA-BD-0002963"
"a1UWD000005gDNR2A2","false","0.0","a1WWD000002V3982AC","","General Conditions","","29.0","","","0.0","0.0","","0.0","","","a234W00000RiQyGQAV","CLA-BD-0002964"
"a1UWD000005gDNS2A2","false","0.0","a1WWD000002V3982AC","","S & C Bond","","30.0","","","0.0","0.0","","0.0","","","a234W00000RiQyHQAV","CLA-BD-0002965"
"a1UWD000005gDNT2A2","false","0.0","a1WWD000002V3982AC","","Rough Carpentry","","9.0","","","0.0","0.0","","0.0","","","a234W00000RiQyIQAV","CLA-BD-0002966"
"a1UWD000005gDNU2A2","false","0.0","a1WWD000002V3982AC","","Finish Carpentry/Millwork","","10.0","","","0.0","0.0","","0.0","","","a234W00000RiQyJQAV","CLA-BD-0002967"
"a1UWD000005gDNV2A2","false","0.0","a1WWD000002V3982AC","","HVAC","","27.0","","","0.0","0.0","","0.0","","","a234W00000RiQyKQAV","CLA-BD-0002968"
"a1UWD000005gDNW2A2","false","0.0","a1WWD000002V3982AC","","Acoustical Ceilings","","18.0","","","0.0","0.0","","0.0","","","a234W00000RiQyLQAV","CLA-BD-0002969"
"a1UWD000005gDNX2A2","false","0.0","a1WWD000002V3982AC","","Structural Steel","","8.0","","","0.0","0.0","","0.0","","","a234W00000RiQyMQAV","CLA-BD-0002970"
"a1UWD000005gDNY2A2","false","0.0","a1WWD000002V3982AC","","Plumbing","","25.0","","","0.0","0.0","","0.0","","","a234W00000RiQyNQAV","CLA-BD-0002971"
"a1UWD000005gDNZ2A2","false","0.0","a1WWD000002V3982AC","","Fabric Awnings","","23.0","","","0.0","0.0","","0.0","","","a234W00000RiQyOQAV","CLA-BD-0002972"
"a1UWD000005gDNa2AM","false","0.0","a1WWD000002V3982AC","","Doors/Frames/Hardware","","14.0","","","0.0","0.0","","0.0","","","a234W00000RiQyPQAV","CLA-BD-0002973"
"a1UWD000005gDNb2AM","false","0.0","a1WWD000002V3982AC","","Unit Masonry","","7.0","","","0.0","0.0","","0.0","","","a234W00000RiQyQQAV","CLA-BD-0002974"
"a1UWD000005gDNc2AM","false","0.0","a1WWD000002V3982AC","","Termite Control","","2.0","","","0.0","0.0","","0.0","","","a234W00000RiQyRQAV","CLA-BD-0002975"
"a1UWD000005gDNd2AM","false","0.0","a1WWD000002V3982AC","","Fire Protection","","26.0","","","0.0","0.0","","0.0","","","a234W00000RiQySQAV","CLA-BD-0002976"
"a1UWD000005gDNe2AM","false","0.0","a1WWD000002V3982AC","","Joint Sealers","","13.0","","","0.0","0.0","","0.0","","","a234W00000RiQyTQAV","CLA-BD-0002977"
"a1UWD000005gDNf2AM","false","0.0","a1WWD000002V3982AC","","Resilient and Carpet Flooring","","20.0","","","0.0","0.0","","0.0","","","a234W00000RiQyUQAV","CLA-BD-0002978"
"a1UWD000005gDNg2AM","false","0.0","a1WWD000002V3982AC","","Building Excavator","","4.0","","","0.0","0.0","","0.0","","","a234W00000RiQyVQAV","CLA-BD-0002979"
"a1UWD000005gDNh2AM","false","0.0","a1WWD000002V3982AC","","Painting","","21.0","","","0.0","0.0","","0.0","","","a234W00000RiQyWQAV","CLA-BD-0002980"
"a1UWD000005gDNi2AM","false","0.0","a1WWD000002V3982AC","","Sitework","","1.0","","","0.0","0.0","","0.0","","","a234W00000RiQyXQAV","CLA-BD-0002981"
"a1UWD000005gDNj2AM","false","0.0","a1WWD000002V3982AC","","Misc. Specialities","","22.0","","","0.0","0.0","","0.0","","","a234W00000RiQyYQAV","CLA-BD-0002982"
"a1UWD000005gDNk2AM","false","0.0","a1WWD000002V3982AC","","Electrical","","28.0","","","0.0","0.0","","0.0","","","a234W00000RiQyZQAV","CLA-BD-0002983"
"a1UWD000005gDNl2AM","false","0.0","a1WWD000002V3982AC","","Ceramic Tile","","17.0","","","0.0","0.0","","0.0","","","a234W00000RiQyaQAF","CLA-BD-0002984"
"a1UWD000005gDNm2AM","false","0.0","a1WWD000002V3982AC","","Cast in Place Concrete","","5.0","","","0.0","0.0","","0.0","","","a234W00000RiQybQAF","CLA-BD-0002985"
"a1UWD000005gDNn2AM","false","0.0","a1WWD000002V3982AC","","Roofing &Sheetmetal Flashing","","12.0","","","0.0","0.0","","0.0","","","a234W00000RiQycQAF","CLA-BD-0002986"
"a1UWD000005gDNo2AM","false","0.0","a1WWD000002V3982AC","","Studs/Drywall/EIFS","","16.0","","","0.0","0.0","","0.0","","","a234W00000RiQydQAF","CLA-BD-0002987"
"a1UWD000005gDNp2AM","false","0.0","a1WWD000002V3982AC","","Tilt-Up Precast Concrete","","6.0","","","0.0","0.0","","0.0","","","a234W00000RiQyeQAF","CLA-BD-0002988"
"a1UWD000005gDNq2AM","false","0.0","a1WWD000002V3982AC","","Change Orders","","36.0","","","0.0","0.0","","0.0","","","a234W00000RiQyfQAF","CLA-BD-0002989"
"a1UWD000005gDNr2AM","false","0.0","a1WWD000002V3982AC","","Allowance - Precast Concrete Pane","","35.0","","","0.0","0.0","","0.0","","","a234W00000RiQygQAF","CLA-BD-0002990"
"a1UWD000005gDNs2AM","false","0.0","a1WWD000002V3982AC","","Allowance - Drywall Support/Finishing","","34.0","","","0.0","0.0","","0.0","","","a234W00000RiQyhQAF","CLA-BD-0002991"
"a1UWD000005gDNt2AM","false","0.0","a1WWD000002V3982AC","","Fee","","31.0","","","0.0","0.0","","0.0","","","a234W00000RiQyiQAF","CLA-BD-0002992"
"a1UWD000005gDNu2AM","false","0.0","a1WWD000002V3982AC","","Allowance - Add'l Steel Support","","33.0","","","0.0","0.0","","0.0","","","a234W00000RiQyjQAF","CLA-BD-0002993"
"a1UWD000005gDNv2AM","false","0.0","a1WWD000002V3982AC","","Allowance - Mis Paving Earthwork","","32.0","","","0.0","0.0","","0.0","","","a234W00000RiQykQAF","CLA-BD-0002994"
"a1UWD000005gDNw2AM","false","0.0","a1WWD000002V39J2AS","","Exterior Glass (7xS450)","","21.0","","","0.0","0.0","","0.0","","","a234W00000RiQylQAF","CLA-BD-0002995"
"a1UWD000005gDNx2AM","false","0.0","a1WWD000002V39J2AS","","General Conditions","","22.0","","","0.0","0.0","","0.0","","","a234W00000RiQymQAF","CLA-BD-0002996"
"a1UWD000005gDNy2AM","false","0.0","a1WWD000002V39J2AS","","O&P","","23.0","","","0.0","0.0","","0.0","","","a234W00000RiQynQAF","CLA-BD-0002997"
"a1UWD000005gDNz2AM","false","0.0","a1WWD000002V39J2AS","","Insurance","","24.0","","","0.0","0.0","","0.0","","","a234W00000RiQyoQAF","CLA-BD-0002998"
"a1UWD000005gDO02AM","false","0.0","a1WWD000002V39J2AS","","Millwork","","14.0","","","0.0","0.0","","0.0","","","a234W00000RiQypQAF","CLA-BD-0002999"
"a1UWD000005gDO12AM","false","0.0","a1WWD000002V39J2AS","","Structural ( Entry Feature)","","15.0","","","0.0","0.0","","0.0","","","a234W00000RiQyqQAF","CLA-BD-0003000"
"a1UWD000005gDO22AM","false","0.0","a1WWD000002V39J2AS","","Concrete Fill In Plumbing Trenches","","16.0","","","0.0","0.0","","0.0","","","a234W00000RiQyrQAF","CLA-BD-0003001"
"a1UWD000005gDO32AM","false","0.0","a1WWD000002V39J2AS","","Site Stripping (ADA)","","17.0","","","0.0","0.0","","0.0","","","a234W00000RiQysQAF","CLA-BD-0003002"
"a1UWD000005gDO42AM","false","0.0","a1WWD000002V39J2AS","","Roof Structure (Trusses, Sheeting, Labor)","","18.0","","","0.0","0.0","","0.0","","","a234W00000RiQytQAF","CLA-BD-0003003"
"a1UWD000005gDO52AM","false","0.0","a1WWD000002V39J2AS","","Roofing","","19.0","","","0.0","0.0","","0.0","","","a234W00000RiQyuQAF","CLA-BD-0003004"
"a1UWD000005gDO62AM","false","0.0","a1WWD000002V39J2AS","","Lights - LED","","20.0","","","0.0","0.0","","0.0","","","a234W00000RiQyvQAF","CLA-BD-0003005"
"a1UWD000005gDO72AM","false","0.0","a1WWD000002V39J2AS","","Electrical and Low Voltage","","1.0","","","0.0","0.0","","0.0","","","a234W00000RiQywQAF","CLA-BD-0003006"
"a1UWD000005gDO82AM","false","0.0","a1WWD000002V39J2AS","","Mechanical","","2.0","","","0.0","0.0","","0.0","","","a234W00000RiQyxQAF","CLA-BD-0003007"
"a1UWD000005gDO92AM","false","0.0","a1WWD000002V39J2AS","","Plumbing","","3.0","","","0.0","0.0","","0.0","","","a234W00000RiQyyQAF","CLA-BD-0003008"
"a1UWD000005gDOA2A2","false","0.0","a1WWD000002V39J2AS","","Painting (Interior and Exterior)","","4.0","","","0.0","0.0","","0.0","","","a234W00000RiQyzQAF","CLA-BD-0003009"
"a1UWD000005gDOB2A2","false","0.0","a1WWD000002V39J2AS","","Flooring","","5.0","","","0.0","0.0","","0.0","","","a234W00000RiQz0QAF","CLA-BD-0003010"
"a1UWD000005gDOC2A2","false","0.0","a1WWD000002V39J2AS","","Ceiling","","6.0","","","0.0","0.0","","0.0","","","a234W00000RiQz1QAF","CLA-BD-0003011"
"a1UWD000005gDOD2A2","false","0.0","a1WWD000002V39J2AS","","Drywall and Framing","","7.0","","","0.0","0.0","","0.0","","","a234W00000RiQz2QAF","CLA-BD-0003012"
"a1UWD000005gDOE2A2","false","0.0","a1WWD000002V39J2AS","","Doors & Hardware (SC w/ Metal Frame)","","8.0","","","0.0","0.0","","0.0","","","a234W00000RiQz3QAF","CLA-BD-0003013"
"a1UWD000005gDOF2A2","false","0.0","a1WWD000002V39J2AS","","Demo","","9.0","","","0.0","0.0","","0.0","","","a234W00000RiQz4QAF","CLA-BD-0003014"
"a1UWD000005gDOG2A2","false","0.0","a1WWD000002V39J2AS","","CMU - Stucco","","11.0","","","0.0","0.0","","0.0","","","a234W00000RiQz5QAF","CLA-BD-0003015"
"a1UWD000005gDOH2A2","false","0.0","a1WWD000002V38s2AC","","Cabinets / Millwork","","88.0","","","0.0","0.0","","0.0","","","a234W00000RiQz6QAF","CLA-BD-0003016"
"a1UWD000005gDOI2A2","false","0.0","a1WWD000002V38s2AC","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","","0.0","","","a234W00000RiQz7QAF","CLA-BD-0003017"
"a1UWD000005gDOJ2A2","false","0.0","a1WWD000002V38s2AC","","Lighting Fixtures","","85.0","","","0.0","0.0","","0.0","","","a234W00000RiQz8QAF","CLA-BD-0003018"
"a1UWD000005gDOK2A2","false","0.0","a1WWD000002V38s2AC","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","","0.0","","","a234W00000RiQz9QAF","CLA-BD-0003019"
"a1UWD000005gDOL2A2","false","0.0","a1WWD000002V38s2AC","","100 ft secondary service","","84.0","","","0.0","0.0","","0.0","","","a234W00000RiQzAQAV","CLA-BD-0003020"
"a1UWD000005gDOM2A2","false","0.0","a1WWD000002V38s2AC","","Fire Extinguishers","","87.0","","","0.0","0.0","","0.0","","","a234W00000RiQzBQAV","CLA-BD-0003021"
"a1UWD000005gDON2A2","false","0.0","a1WWD000002V38s2AC","","Caulking","","91.0","","","0.0","0.0","","0.0","","","a234W00000RiQzCQAV","CLA-BD-0003022"
"a1UWD000005gDOO2A2","false","0.0","a1WWD000002V38s2AC","","Toilet Partitions","","89.0","","","0.0","0.0","","0.0","","","a234W00000RiQzDQAV","CLA-BD-0003023"
"a1UWD000005gDOP2A2","false","0.0","a1WWD000002V38s2AC","","Roofing","","59.0","","","0.0","0.0","","0.0","","","a234W00000RiQzEQAV","CLA-BD-0003024"
"a1UWD000005gDOQ2A2","false","0.0","a1WWD000002V38s2AC","","Finish Carpentry Labor","","60.0","","","0.0","0.0","","0.0","","","a234W00000RiQzFQAV","CLA-BD-0003025"
"a1UWD000005gDOR2A2","false","0.0","a1WWD000002V38s2AC","","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","a234W00000RiQzGQAV","CLA-BD-0003026"
"a1UWD000005gDOS2A2","false","0.0","a1WWD000002V38s2AC","","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","a234W00000RiQzHQAV","CLA-BD-0003027"
"a1UWD000005gDOT2A2","false","0.0","a1WWD000002V38s2AC","","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","a234W00000RiQzIQAV","CLA-BD-0003028"
"a1UWD000005gDOU2A2","false","0.0","a1WWD000002V38s2AC","","Insulation","","64.0","","","0.0","0.0","","0.0","","","a234W00000RiQzJQAV","CLA-BD-0003029"
"a1UWD000005gDOV2A2","false","0.0","a1WWD000002V38s2AC","","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","a234W00000RiQzKQAV","CLA-BD-0003030"
"a1UWD000005gDOW2A2","false","0.0","a1WWD000002V38s2AC","","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","a234W00000RiQzLQAV","CLA-BD-0003031"
"a1UWD000005gDOX2A2","false","0.0","a1WWD000002V38s2AC","","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","a234W00000RiQzMQAV","CLA-BD-0003032"
"a1UWD000005gDOY2A2","false","0.0","a1WWD000002V38s2AC","","Painting","","68.0","","","0.0","0.0","","0.0","","","a234W00000RiQzNQAV","CLA-BD-0003033"
"a1UWD000005gDOZ2A2","false","0.0","a1WWD000002V38s2AC","","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","a234W00000RiQzOQAV","CLA-BD-0003034"
"a1UWD000005gDOa2AM","false","0.0","a1WWD000002V38s2AC","","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","","0.0","","","a234W00000RiQzPQAV","CLA-BD-0003035"
"a1UWD000005gDOb2AM","false","0.0","a1WWD000002V38s2AC","","Misc. S.S.","","71.0","","","0.0","0.0","","0.0","","","a234W00000RiQzQQAV","CLA-BD-0003036"
"a1UWD000005gDOc2AM","false","0.0","a1WWD000002V38s2AC","","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","a234W00000RiQzRQAV","CLA-BD-0003037"
"a1UWD000005gDOd2AM","false","0.0","a1WWD000002V38s2AC","","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","a234W00000RiQzSQAV","CLA-BD-0003038"
"a1UWD000005gDOe2AM","false","0.0","a1WWD000002V38s2AC","","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","a234W00000RiQzTQAV","CLA-BD-0003039"
"a1UWD000005gDOf2AM","false","0.0","a1WWD000002V38s2AC","","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","","0.0","","","a234W00000RiQzUQAV","CLA-BD-0003040"
"a1UWD000005gDOg2AM","false","0.0","a1WWD000002V38s2AC","","Plumbing","","76.0","","","0.0","0.0","","0.0","","","a234W00000RiQzVQAV","CLA-BD-0003041"
"a1UWD000005gDOh2AM","false","0.0","a1WWD000002V38s2AC","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a234W00000RiQzWQAV","CLA-BD-0003042"
"a1UWD000005gDOi2AM","false","0.0","a1WWD000002V38s2AC","","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a234W00000RiQzXQAV","CLA-BD-0003043"
"a1UWD000005gDOj2AM","false","0.0","a1WWD000002V38s2AC","","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a234W00000RiQzYQAV","CLA-BD-0003044"
"a1UWD000005gDOk2AM","false","0.0","a1WWD000002V38s2AC","","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a234W00000RiQzZQAV","CLA-BD-0003045"
"a1UWD000005gDOl2AM","false","0.0","a1WWD000002V38s2AC","","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a234W00000RiQzaQAF","CLA-BD-0003046"
"a1UWD000005gDOm2AM","false","0.0","a1WWD000002V38s2AC","","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a234W00000RiQzbQAF","CLA-BD-0003047"
"a1UWD000005gDOn2AM","false","0.0","a1WWD000002V38s2AC","","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a234W00000RiQzcQAF","CLA-BD-0003048"
"a1UWD000005gDOo2AM","false","0.0","a1WWD000002V38s2AC","","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a234W00000RiQzdQAF","CLA-BD-0003049"
"a1UWD000005gDOp2AM","false","0.0","a1WWD000002V38s2AC","","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a234W00000RiQzeQAF","CLA-BD-0003050"
"a1UWD000005gDOq2AM","false","0.0","a1WWD000002V38s2AC","","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a234W00000RiQzfQAF","CLA-BD-0003051"
"a1UWD000005gDOr2AM","false","0.0","a1WWD000002V38s2AC","","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a234W00000RiQzgQAF","CLA-BD-0003052"
"a1UWD000005gDOs2AM","false","0.0","a1WWD000002V38s2AC","","New electric service","","4.0","","","0.0","0.0","","0.0","","","a234W00000RiQzhQAF","CLA-BD-0003053"
"a1UWD000005gDOt2AM","false","0.0","a1WWD000002V38s2AC","","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a234W00000RiQziQAF","CLA-BD-0003054"
"a1UWD000005gDOu2AM","false","0.0","a1WWD000002V38s2AC","","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a234W00000RiQzjQAF","CLA-BD-0003055"
"a1UWD000005gDOv2AM","false","0.0","a1WWD000002V38s2AC","","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a234W00000RiQzkQAF","CLA-BD-0003056"
"a1UWD000005gDOw2AM","false","0.0","a1WWD000002V38s2AC","","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a234W00000RiQzlQAF","CLA-BD-0003057"
"a1UWD000005gDOx2AM","false","0.0","a1WWD000002V38s2AC","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a234W00000RiQzmQAF","CLA-BD-0003058"
"a1UWD000005gDOy2AM","false","0.0","a1WWD000002V38s2AC","","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a234W00000RiQznQAF","CLA-BD-0003059"
"a1UWD000005gDOz2AM","false","0.0","a1WWD000002V38s2AC","","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a234W00000RiQzoQAF","CLA-BD-0003060"
"a1UWD000005gDP02AM","false","0.0","a1WWD000002V38s2AC","","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a234W00000RiQzpQAF","CLA-BD-0003061"
"a1UWD000005gDP12AM","false","0.0","a1WWD000002V38s2AC","","New approaches","","13.0","","","0.0","0.0","","0.0","","","a234W00000RiQzqQAF","CLA-BD-0003062"
"a1UWD000005gDP22AM","false","0.0","a1WWD000002V38s2AC","","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a234W00000RiQzrQAF","CLA-BD-0003063"
"a1UWD000005gDP32AM","false","0.0","a1WWD000002V38s2AC","","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a234W00000RiQzsQAF","CLA-BD-0003064"
