"Id","IsDeleted","Name","ConnectionReceivedId","ConnectionSentId","LLC_BI__Data_Source__c","LLC_BI__External_Name__c","LLC_BI__Sort_Order__c","LLC_BI__lookupKey__c","LLC_BI__Data_Source_Section__c"
"a4L4x0000019nglEAA","","6965cbf8-fbba-4b2f-b563-57fa2660f6e9","","","a4N4x0000017jP7EAI","","71.0","b91cb488-3658-4a54-ab79-19a1ff105966",""
"a4L4x0000019nh1EAA","","42614441029456822","","","a4N4x0000017jP8EAI","","79.0","b95d0849-b680-4f86-a2cd-b9dbcf8fe101",""
"a4L4x0000019nfNEAQ","","553fcc49-3097-45b0-bb5d-cd60bdd3c560","","","a4N4x0000017jP7EAI","","73.0","bae37700-7a82-46df-80b3-719a64835279",""
"a4L4x0000019nbqEAA","","4297453053258168","","","a4N4x0000017jP9EAI","","14.0","bb413eca-69e7-4b8d-a63d-1d232d55a007",""
"a4L4x0000019nj6EAA","","42784883507584851","","","a4N4x0000017jP8EAI","","151.0","bc97d2d1-b737-49c0-bd7b-da27195fcfc0",""
"a4L4x0000019nc7EAA","","42185491065232095","","","a4N4x0000017jP9EAI","","50.0","bca39933-792b-43fd-9d18-a5eb0869b3a6",""
"a4L4x0000019nc0EAA","","42543653357933113","","","a4N4x0000017jP9EAI","","24.0","bda61bb8-7a9d-4fff-930b-7a9814ab3933",""
"a4L4x0000019nbPEAQ","","42263202359170022","","","a4N4x0000017jP9EAI","","180.0","bdd44779-1c88-4aa0-8646-7a2de70132e2",""
"a4L4x0000019ncoEAA","","42746241147753951","","","a4N4x0000017jP9EAI","","11.0","be5031c9-46f4-4c60-b581-fa0c7ce52d7a",""
"a4L4x0000019niOEAQ","","42586351270890720","","","a4N4x0000017jP8EAI","","136.0","bed8bceb-6579-48be-a7c2-2f706e7b80c5",""
"a4L4x0000019nbjEAA","","4253324795997157","","","a4N4x0000017jP9EAI","","223.0","bf4cabe3-9d24-404b-af6a-97f98c14e1ce",""
"a4L4x0000019ncQEAQ","","42501660157454304","","","a4N4x0000017jP9EAI","","227.0","bfc5a302-30fc-4b03-be7d-c325e8bb7d2a",""
"a4L4x0000019nbdEAA","","42701595825802026","","","a4N4x0000017jP9EAI","","217.0","bfe0484c-546c-458e-ba27-976cf65bec32",""
"a4L4x0000019ngBEAQ","","ec5567f9-99a2-4b6c-bc73-fb12b9483c28","","","a4N4x0000017jP7EAI","","105.0","bffe101e-7bb2-4606-978a-e49889532c1f",""
"a4L4x0000019nheEAA","","42488711974902114","","","a4N4x0000017jP8EAI","","109.0","c02723b3-cd80-4588-96df-419674bdc5c7",""
"a4L4x0000019nbXEAQ","","42082577125463605","","","a4N4x0000017jP9EAI","","188.0","c0e4c035-3bfc-48ae-97f6-9e1c29dbbe83",""
"a4L4x0000019ncFEAQ","","42734009807011014","","","a4N4x0000017jP9EAI","","61.0","c2b6a5d0-5398-416f-8083-6da9ee483062",""
"a4L4x0000019neqEAA","","42863180415623915","","","a4N4x0000017jP9EAI","","42.0","c429c08c-c495-4ac7-928b-b10fdf521695",""
"a4L4x0000019nhFEAQ","","42230634407256105","","","a4N4x0000017jP8EAI","","84.0","c452f557-f3c1-468e-b392-ce0b36f1b6a0",""
"a4L4x0000019nisEAA","","42321339462820913","","","a4N4x0000017jP8EAI","","44.0","c4a1df6a-89d0-4996-b79f-a0a97ca5c6f5",""
"a4L4x0000019nhsEAA","","42801630460161367","","","a4N4x0000017jP8EAI","","17.0","c50bc5ef-77eb-4a11-b693-05fd2e4d76cc",""
"a4L4x0000019ne9EAA","","42347039038600902","","","a4N4x0000017jP9EAI","","101.0","c53b5fa7-9c7b-4806-a50a-88dddf94e302",""
"a4L4x0000019ng4EAA","","42099843151156612","","","a4N4x0000017jP7EAI","","21.0","c650141e-8612-43eb-8ebb-924d467d6fae",""
"a4L4x0000019ndvEAA","","42599361023905198","","","a4N4x0000017jP9EAI","","192.0","c69f46f4-1365-430e-b784-9e5600182f2b",""
"a4L4x0000019nbxEAA","","42028200026846157","","","a4N4x0000017jP9EAI","","21.0","c6fd51a1-c39b-4e76-a135-12398d20ddf6",""
"a4L4x0000019ngnEAA","","42313091331914300","","","a4N4x0000017jP8EAI","","60.0","c73ad120-f371-448c-93e5-179f3321a53a",""
"a4L4x0000019nfjEAA","","42321963330154512","","","a4N4x0000017jP7EAI","","95.0","c761adae-535a-486a-86f9-544f47a0e8e0",""
"a4L4x0000019ncuEAA","","42373249540954675","","","a4N4x0000017jP9EAI","","126.0","c7b9006b-b93b-47f1-ab61-2eb0e6b68f05",""
"a4L4x0000019nh0EAA","","42979638578978006","","","a4N4x0000017jP8EAI","","78.0","c7e9dea8-1dd3-4fc1-b62c-0fca29db4c42",""
"a4L4x0000019ng9EAA","","4836d27a-2d0e-4e6b-9784-c0dffc0f2ffa","","","a4N4x0000017jP7EAI","","103.0","c94115b8-54e4-4dfd-a0d9-9dbda9a5b793",""
"a4L4x0000019niSEAQ","","42599514389705426","","","a4N4x0000017jP8EAI","","141.0","c98962b7-1af4-46df-814f-0aa6b805281d",""
"a4L4x0000019nhUEAQ","","42310540403620741","","","a4N4x0000017jP8EAI","","99.0","ca1e7c46-f884-49fe-9852-7921e3aa2245",""
"a4L4x0000019nfxEAA","","42882216581664029","","","a4N4x0000017jP7EAI","","14.0","ca4d47a8-6dec-4f14-95b5-c0a15cf47b60",""
"a4L4x0000019ncfEAA","","42195832044612259","","","a4N4x0000017jP9EAI","","74.0","cabeb0cb-f991-4502-a48e-666787e60ea2",""
"a4L4x0000019ngWEAQ","","580096ef-2c51-4bbb-a76d-3e25b1e2544e","","","a4N4x0000017jP7EAI","","56.0","cb77595b-23d4-4337-b0f2-ea135c2a8ab5",""
"a4L4x0000019nhCEAQ","","42208919588360530","","","a4N4x0000017jP8EAI","","74.0","cbdbb9ad-67ad-4e10-b3a8-5f4bf605438e",""
"a4L4x0000019nhmEAA","","42786835530954560","","","a4N4x0000017jP8EAI","","11.0","cbeeb1ce-164f-4e15-b9e4-921b01146695",""
"a4L4x0000019ncnEAA","","42970500583233726","","","a4N4x0000017jP9EAI","","10.0","cc04e093-bdc5-4f72-bf5e-d41914b28e12",""
"a4L4x0000019netEAA","","42417709351366591","","","a4N4x0000017jP9EAI","","117.0","cc81ad10-25f2-433d-bcbd-ffba6eaf6580",""
"a4L4x0000019ncLEAQ","","42473682362824820","","","a4N4x0000017jP9EAI","","56.0","cce7252a-671f-4520-8c4b-48b960229e3d",""
"a4L4x0000019nbkEAA","","42753572000064605","","","a4N4x0000017jP9EAI","","224.0","cdc3627e-dee2-4a01-911d-e3c6483d34b2",""
"a4L4x0000019nc2EAA","","42652131014916734","","","a4N4x0000017jP9EAI","","45.0","cfa94b4f-11e7-421b-bfe2-2cc9a2465e04",""
"a4L4x0000019nfLEAQ","","bc0f7825-cbf9-4d8d-bd7f-3b8f12accc64","","","a4N4x0000017jP7EAI","","52.0","d07aaa62-e2d8-462b-9967-82b03fcdb3ee",""
"a4L4x0000019ncsEAA","","42539921420151130","","","a4N4x0000017jP9EAI","","124.0","d1735855-898e-4127-b83d-51eeb9ff299a",""
"a4L4x0000019ndQEAQ","","42587777728964863","","","a4N4x0000017jP9EAI","","76.0","d217a86f-08fb-4550-a722-824587c8600a",""
"a4L4x0000019neREAQ","","42376665636210850","","","a4N4x0000017jP9EAI","","204.0","d24b26b0-b6a7-40a7-bd45-1befe54eb8c4",""
"a4L4x0000019njGEAQ","","42410634435164363","","","a4N4x0000017jP8EAI","","58.0","d29306c6-e875-4f1e-bcb9-03562955c08c",""
"a4L4x0000019ndaEAA","","42399468178872085","","","a4N4x0000017jP9EAI","","86.0","d2fab307-a0a7-476b-8ae4-ed01a354239a",""
"a4L4x0000019nj4EAA","","42276029005831244","","","a4N4x0000017jP8EAI","","149.0","d3ccf9a8-d6d0-4917-aa57-6bae35f39548",""
"a4L4x0000019nd4EAA","","42175934761437643","","","a4N4x0000017jP9EAI","","136.0","d401319f-16df-4c2a-ab6e-f69465fdf2eb",""
"a4L4x0000019niqEAA","","42160056054508861","","","a4N4x0000017jP8EAI","","42.0","d57a28ab-5661-4618-8dad-4eaac9838f61",""
"a4L4x0000019nejEAA","","42660194892344759","","","a4N4x0000017jP9EAI","","32.0","d5919c8e-573a-4f57-988f-24da2d41b7b6",""
"a4L4x0000019ncOEAQ","","42494194397338704","","","a4N4x0000017jP9EAI","","151.0","d5b85a80-7afe-45ad-8883-ac366212cac2",""
"a4L4x0000019ncZEAQ","","42775426887084207","","","a4N4x0000017jP9EAI","","68.0","d5b94973-e924-4bb6-a7cc-cd59c38f363e",""
"a4L4x0000019niHEAQ","","4248776709831898","","","a4N4x0000017jP8EAI","","129.0","d5f1ee05-9688-4dfd-aebc-e835e7f824a6",""
"a4L4x0000019nd0EAA","","42112032546528809","","","a4N4x0000017jP9EAI","","132.0","d62c09d9-78c8-4851-90cd-b3e082888ffe",""
"a4L4x0000019neMEAQ","","42059058651503240","","","a4N4x0000017jP9EAI","","158.0","d68216aa-0c8c-45fe-a804-a85d221cc250",""
"a4L4x0000019niDEAQ","","42626761369036092","","","a4N4x0000017jP8EAI","","125.0","d69bd16f-c319-407f-a01c-f72b6331e1d3",""
"a4L4x0000019nhkEAA","","42606806852965734","","","a4N4x0000017jP8EAI","","9.0","d70d082e-e0cf-4bfb-b481-f93a20e4a0ca",""
"a4L4x0000019nizEAA","","42427346094710938","","","a4N4x0000017jP8EAI","","23.0","d810b918-95f9-483c-bd94-6415602077ce",""
"a4L4x0000019nfHEAQ","","df436d4d-c2c4-42b4-8964-98a6a1ef6bca","","","a4N4x0000017jP7EAI","","48.0","d918655a-b7f0-40f0-800d-f3d272e74cb3",""
"a4L4x0000019nhcEAA","","42741156782956072","","","a4N4x0000017jP8EAI","","107.0","da08e9ef-a353-4325-bd89-785947077ae3",""
"a4L4x0000019ndoEAA","","42655588375837211","","","a4N4x0000017jP9EAI","","111.0","da3e7f53-7ddd-413f-977e-c72043d249a6",""
"a4L4x0000019njEEAQ","","42088746141310453","","","a4N4x0000017jP8EAI","","56.0","da4a9794-0e1e-49f8-8137-b8b23665e425",""
"a4L4x0000019ndAEAQ","","42407885902315294","","","a4N4x0000017jP9EAI","","142.0","dae55510-52a0-459f-a34a-7541e3af78c4",""
"a4L4x0000019nj2EAA","","42158935663574134","","","a4N4x0000017jP8EAI","","147.0","db1264b4-3be4-4683-a881-f24b5c428f1e",""
"a4L4x0000019neaEAA","","42680454167061108","","","a4N4x0000017jP9EAI","","163.0","db669824-a8d1-4ada-ba39-06afccbe2d53",""
"a4L4x0000019ng8EAA","","5dc1c8f7-a44f-4825-bdae-91d49aba35b6","","","a4N4x0000017jP7EAI","","102.0","dc7c7665-cede-4fc5-981f-3e904338fade",""
"a4L4x0000019ncrEAA","","42690855518569701","","","a4N4x0000017jP9EAI","","123.0","dca3d62f-533d-42ac-90f8-5b59f586547f",""
"a4L4x0000019nikEAA","","42494911127039633","","","a4N4x0000017jP8EAI","","36.0","dca47e25-3b3e-41fb-a9fd-455c65245210",""
"a4L4x0000019nhMEAQ","","42861286167027391","","","a4N4x0000017jP8EAI","","91.0","ddaa1b25-d688-41a2-ac93-608da79ee75e",""
"a4L4x0000019ncHEAQ","","42672057037707133","","","a4N4x0000017jP9EAI","","63.0","de0fd8b5-c458-4fd9-a69c-2e92d7ee9495",""
"a4L4x0000019ndMEAQ","","42506614307587366","","","a4N4x0000017jP9EAI","","29.0","de450641-505a-40d8-a223-310cf5e728b4",""
"a4L4x0000019nerEAA","","42678998684011409","","","a4N4x0000017jP9EAI","","115.0","de5d9bea-e3bc-414b-890d-d9dccbfef9bb",""
"a4L4x0000019nfVEAQ","","9b5815c9-1947-4f9b-a5f5-fea4f254e186","","","a4N4x0000017jP7EAI","","79.0","de80618d-7eaa-4af9-ac48-45b3d0850f30",""
"a4L4x0000019nf3EAA","","42027408853771065","","","a4N4x0000017jP7EAI","","4.0","de98cbdb-007a-482e-8141-06553a592aac",""
"a4L4x0000019nhBEAQ","","42256568972226813","","","a4N4x0000017jP8EAI","","73.0","dea15e61-9255-4a20-8942-9230d6ce4d66",""
"a4L4x0000019ncwEAA","","42056790325307153","","","a4N4x0000017jP9EAI","","128.0","e09e28a1-48cb-490d-8efd-d3b1a124bf76",""
"a4L4x0000019ndnEAA","","42038668249367383","","","a4N4x0000017jP9EAI","","110.0","e0b809f2-5b9c-488a-b4c8-57d55088ddda",""
"a4L4x0000019nfIEAQ","","b0d8b567-8a6b-4b2f-8cf2-eb18a5116b8e","","","a4N4x0000017jP7EAI","","49.0","e28e12fd-41c9-4b1f-8397-f39f65eb8de0",""
"a4L4x0000019ni0EAA","","42307235244375893","","","a4N4x0000017jP8EAI","","112.0","e2df9af9-0c6d-49d3-aa8d-f4eedf05e971",""
"a4L4x0000019ncPEAQ","","42287361752833808","","","a4N4x0000017jP9EAI","","152.0","e38d57a2-02f6-41d6-955a-aa10279eb53d",""
"a4L4x0000019njCEAQ","","42341506254858555","","","a4N4x0000017jP8EAI","","55.0","e3c9d81e-6c8c-45b6-83e9-bcecb7ef87fd",""
"a4L4x0000019ne2EAA","","42399515991151549","","","a4N4x0000017jP9EAI","","199.0","e4144ec7-c570-4b11-9491-839be54bba02",""
"a4L4x0000019ncmEAA","","42299039942375614","","","a4N4x0000017jP9EAI","","9.0","e5884a76-9c78-42c5-a850-8dfc76fa6859",""
"a4L4x0000019ngSEAQ","","42886229880534333","","","a4N4x0000017jP7EAI","","39.0","e61ce8d1-dd72-431b-b6d9-c261a6ac524a",""
"a4L4x0000019nfTEAQ","","2214de99-201d-498b-9523-134a0cefa378","","","a4N4x0000017jP7EAI","","77.0","e7035619-2d20-4e32-ab22-d45c91f36b91",""
"a4L4x0000019nddEAA","","42481345777496200","","","a4N4x0000017jP9EAI","","89.0","e79ccd06-99f8-4406-a472-c97ad15f7393",""
"a4L4x0000019ne1EAA","","42279409127397734","","","a4N4x0000017jP9EAI","","198.0","e80c43dc-4fa7-47f6-9f47-42c5c8282940",""
"a4L4x0000019nhKEAQ","","42900450523220758","","","a4N4x0000017jP8EAI","","89.0","e8b67c5f-a2d1-4ee1-8c1f-bb39cb5de67b",""
"a4L4x0000019nbpEAA","","42593155269951251","","","a4N4x0000017jP9EAI","","2.0","e8c79bd8-f454-418f-8ffb-924fb08cb8e0",""
"a4L4x0000019nhbEAA","","42399229091046420","","","a4N4x0000017jP8EAI","","106.0","e8f53da9-0f93-426c-b927-514388e2069b",""
"a4L4x0000019nhnEAA","","42440953174935359","","","a4N4x0000017jP8EAI","","12.0","e9fef967-623f-49b4-a174-4ed509b5ba01",""
"a4L4x0000019ncIEAQ","","42842822101105693","","","a4N4x0000017jP9EAI","","64.0","ea459456-4ccf-47f3-bb7c-4dd6ffe4250a",""
"a4L4x0000019nfBEAQ","","42583454855157823","","","a4N4x0000017jP7EAI","","42.0","eaead552-b099-49df-94d6-9a85b2763101",""
"a4L4x0000019nd8EAA","","42242176435207468","","","a4N4x0000017jP9EAI","","140.0","eb10c3aa-4e44-451f-aae3-19c9d8d8edf3",""
"a4L4x0000019nfDEAQ","","42726398036877534","","","a4N4x0000017jP7EAI","","44.0","ec08e041-78f8-4cd2-a6fa-108b5f3172ab",""
"a4L4x0000019ngzEAA","","42186927498458348","","","a4N4x0000017jP8EAI","","77.0","ec0ccd2d-eafb-4c72-a0ea-66e8e4ff262b",""
"a4L4x0000019nhQEAQ","","42640658912425790","","","a4N4x0000017jP8EAI","","95.0","ec75b64a-b93d-4e38-9d53-ae21bfc7d2fa",""
"a4L4x0000019nfcEAA","","b65264de-4288-46e0-a00c-f3f9b7f25f9e","","","a4N4x0000017jP7EAI","","88.0","ed716d3a-581d-4964-b9e9-a992d7582799",""
"a4L4x0000019nj5EAA","","42304043455010438","","","a4N4x0000017jP8EAI","","150.0","edad075d-8416-43ab-9b74-84786507e326",""
"a4L4x0000019nfbEAA","","687df10d-f821-446a-a089-3443696e662e","","","a4N4x0000017jP7EAI","","87.0","ee1360e9-dc37-4452-b50b-27bbf6404b5c",""
"a4L4x0000019nh5EAA","","42195577030986646","","","a4N4x0000017jP8EAI","","67.0","ee415681-9b53-4368-b099-4d0e6ec6b52e",""
"a4L4x0000019ngsEAA","","42832108065085980","","","a4N4x0000017jP8EAI","","65.0","ee90cb7f-78ed-4ed1-a334-7aa46ab27dd1",""
"a4L4x0000019ngOEAQ","","42934451958237242","","","a4N4x0000017jP7EAI","","35.0","ee98bc08-af66-4ca0-97d8-ffcfe8834539",""
"a4L4x0000019ndXEAQ","","42580129092570601","","","a4N4x0000017jP9EAI","","83.0","ef914012-a3e1-4d07-8820-a16e700e623a",""
"a4L4x0000019ncyEAA","","42710392527067712","","","a4N4x0000017jP9EAI","","130.0","eff06030-fb52-459a-a692-7520e45e0dd8",""
"a4L4x0000019ngaEAA","","ddf43a49-741b-4279-8560-f8547eca1687","","","a4N4x0000017jP7EAI","","60.0","f0a9e32a-c4f8-4ee9-9d7c-412bf4328184",""
"a4L4x0000019ndDEAQ","","42500025649344652","","","a4N4x0000017jP9EAI","","145.0","f1029a0b-fc9a-403a-92d8-8f3b225bb197",""
"a4L4x0000019nekEAA","","42175817042170240","","","a4N4x0000017jP9EAI","","36.0","f108e3d0-31ec-4071-baae-30e7723acd7a",""
"a4L4x0000019nhzEAA","","42024107253178046","","","a4N4x0000017jP8EAI","","111.0","f1372d97-19c9-45f9-9964-c9b6e7a06c3c",""
"a4L4x0000019ndHEAQ","","42236930207880339","","","a4N4x0000017jP9EAI","","149.0","f20b1d77-6869-48fe-bc97-539aae4c7c2f",""
"a4L4x0000019ndPEAQ","","42678678992666094","","","a4N4x0000017jP9EAI","","75.0","f23092ad-2166-405d-98d2-3971793c2b95",""
"a4L4x0000019nenEAA","","42138603397209047","","","a4N4x0000017jP9EAI","","39.0","f3c27bac-2fe8-4eb7-8d75-7695da482a3f",""
"a4L4x0000019nj8EAA","","42704517016276755","","","a4N4x0000017jP8EAI","","153.0","f441e064-77b8-4580-8a8c-770405f64e43",""
"a4L4x0000019nhxEAA","","42063815131738847","","","a4N4x0000017jP8EAI","","22.0","f48fb576-2d74-4abc-bcd7-88f5f6192c85",""
"a4L4x0000019nfwEAA","","42403775751225486","","","a4N4x0000017jP7EAI","","13.0","f4cf13fd-e8b0-44eb-abdc-b16bf0a11dd6",""
"a4L4x0000019nhSEAQ","","42018610331645230","","","a4N4x0000017jP8EAI","","97.0","f52c9f33-f71e-4541-9e40-79d08eb43eba",""
"a4L4x0000019nfhEAA","","42947104971166965","","","a4N4x0000017jP7EAI","","93.0","f55a5f41-8c66-43c2-a7e7-ff1d148676b9",""
"a4L4x0000019nd3EAA","","42999641547027032","","","a4N4x0000017jP9EAI","","135.0","f5795dc5-7d6e-4e1a-a0de-be29e973f87a",""
"a4L4x0000019ncNEAQ","","42403738294076395","","","a4N4x0000017jP9EAI","","150.0","f5e501e7-4ee9-4daa-a3ae-80e57737bd7b",""
"a4L4x0000019nicEAA","","42742500408809984","","","a4N4x0000017jP8EAI","","28.0","f6c8114c-ea16-4f3e-b01c-dca1ddc64b0c",""
"a4L4x0000019nbrEAA","","42719957014268927","","","a4N4x0000017jP9EAI","","15.0","f75829f9-20db-4a77-ba8f-d9f223935826",""
"a4L4x0000019niQEAQ","","42880198018682095","","","a4N4x0000017jP8EAI","","138.0","f7a90010-65dd-4d6b-b352-62efd6c8e348",""
"a4L4x0000019ndiEAA","","42066185088758435","","","a4N4x0000017jP9EAI","","94.0","f8118bbe-e585-4deb-82da-ff8207273a89",""
"a4L4x0000019ngbEAA","","3a91c168-99bd-476f-93b5-7f64b1c566e4","","","a4N4x0000017jP7EAI","","61.0","f81b5b9b-1300-421c-83e4-a1d0a045dbbe",""
"a4L4x0000019nhZEAQ","","42938732721519176","","","a4N4x0000017jP8EAI","","100.0","f845891f-c8ef-4a1f-a259-4df5c0e07491",""
"a4L4x0000019ngQEAQ","","42425829867362818","","","a4N4x0000017jP7EAI","","37.0","f890941c-a211-43a5-98f0-b3aea57debe9",""
"a4L4x0000019nfzEAA","","42480767008465875","","","a4N4x0000017jP7EAI","","16.0","f9205273-cca9-4a50-bf93-5ba50dff31c8",""
"a4L4x0000019ndeEAA","","42583146828954304","","","a4N4x0000017jP9EAI","","90.0","f93a82b1-cc30-4725-b199-943981bf29a1",""
"a4L4x0000019niwEAA","","42105386840982639","","","a4N4x0000017jP8EAI","","48.0","f9a574a7-86fd-4c2e-b46a-3cbb7406dd87",""
"a4L4x0000019nfEEAQ","","42635919719944849","","","a4N4x0000017jP7EAI","","45.0","fa45f468-9b95-47a0-b84f-04a02f25949a",""
"a4L4x0000019nhWEAQ","","42465674570752929","","","a4N4x0000017jP8EAI","","102.0","facbdf8e-4f43-41fa-9e7a-587f97e05016",""
"a4L4x0000019ndzEAA","","42157300911625004","","","a4N4x0000017jP9EAI","","196.0","fb5ae1ed-1554-446f-bbf9-1fc734b12336",""
"a4L4x0000019ngeEAA","","40772bcb-b4ea-4ecd-8c60-35c02fb5d709","","","a4N4x0000017jP7EAI","","64.0","fb83951b-2bda-45c0-bb5b-70b8bd9c0aba",""
"a4L4x0000019nitEAA","","42983320407180865","","","a4N4x0000017jP8EAI","","45.0","fbe405ef-07ed-43d6-9310-ae7a6761c100",""
"a4L4x0000019nbuEAA","","42949572094020220","","","a4N4x0000017jP9EAI","","18.0","fbf19c41-1345-400a-85ff-a53671e20b69",""
"a4L4x0000019nhVEAQ","","42275710443048503","","","a4N4x0000017jP8EAI","","101.0","fcc6106a-bc2a-44b6-b9b1-98533581ba37",""
"a4L4x0000019ngkEAA","","d6b2ed9e-52e6-4b07-a510-9705f1a9c915","","","a4N4x0000017jP7EAI","","70.0","fd0a499e-9601-4c00-a7f0-077d2dec65fe",""
"a4L4x0000019niREAQ","","42740006071139194","","","a4N4x0000017jP8EAI","","139.0","fe6104db-29c1-4ecf-a9c1-77e537d1406b",""
"a4L4x0000019nckEAA","","42253608284597170","","","a4N4x0000017jP9EAI","","7.0","fed06ece-198f-47d8-97c0-5e08deb791bc",""
"a4L4x0000019ndFEAQ","","4293081758392705","","","a4N4x0000017jP9EAI","","147.0","ff217458-1f13-455f-b706-64dce461c06a",""
"a4L4x0000019nfAEAQ","","42606351205461766","","","a4N4x0000017jP7EAI","","41.0","ff28136b-aee1-4b20-9393-e32dbe22104d",""
