"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Data__c","nFORCE__Icon__c","nFORCE__Parameters__c","nFORCE__Script_Resource_Eight__c","nFORCE__Script_Resource_Eleven__c","nFORCE__Script_Resource_Fifteen__c","nFORCE__Script_Resource_Five__c","nFORCE__Script_Resource_Four__c","nFORCE__Script_Resource_Fourteen__c","nFORCE__Script_Resource_Nine__c","nFORCE__Script_Resource_One__c","nFORCE__Script_Resource_Seven__c","nFORCE__Script_Resource_Six__c","nFORCE__Script_Resource_Ten__c","nFORCE__Script_Resource_Thirteen__c","nFORCE__Script_Resource_Three__c","nFORCE__Script_Resource_Twelve__c","nFORCE__Script_Resource_Two__c","nFORCE__Stylesheet_Resource_Eight__c","nFORCE__Stylesheet_Resource_Five__c","nFORCE__Stylesheet_Resource_Four__c","nFORCE__Stylesheet_Resource_Nine__c","nFORCE__Stylesheet_Resource_One__c","nFORCE__Stylesheet_Resource_Seven__c","nFORCE__Stylesheet_Resource_Six__c","nFORCE__Stylesheet_Resource_Ten__c","nFORCE__Stylesheet_Resource_Three__c","nFORCE__Stylesheet_Resource_Two__c","nFORCE__Type__c","nFORCE__View__c","nFORCE__lookupKey__c","nFORCE__Is_Angular__c","nFORCE__Is_Knockout__c","nFORCE__Is_Narrative__c"
"a17WE00006w0TfnYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC40QAG","false","true","true"
"a17WE00006w0TfoYAE","005al00000RVcKvAAL","false","LifeCycle.Spread_Base","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a054W00000dTC41QAG","false","true","false"
"a17WE00006w0TfpYAE","005al00000RVcKvAAL","false","LifeCycle.Default_Widget","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","LLC_BI__default_widget_app","","","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","a054W00000dTC42QAG","false","true","false"
"a17WE00006w0TfqYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC43QAG","false","true","true"
"a17WE00006w0TfrYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC44QAG","false","true","true"
"a17WE00006w0TfsYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC45QAG","false","true","true"
"a17WE00006w0TftYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC46QAG","false","true","true"
"a17WE00006w0TfuYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC47QAG","false","true","true"
"a17WE00006w0TfvYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC48QAG","false","true","true"
"a17WE00006w0TfwYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC49QAG","false","true","true"
"a17WE00006w0TfxYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4AQAW","false","true","true"
"a17WE00006w0TfyYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4BQAW","false","true","true"
"a17WE00006w0TfzYAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4CQAW","false","true","true"
"a17WE00006w0Tg0YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4DQAW","false","true","true"
"a17WE00006w0Tg1YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4EQAW","false","true","true"
"a17WE00006w0Tg2YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4FQAW","false","true","true"
"a17WE00006w0Tg3YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4GQAW","false","true","true"
"a17WE00006w0Tg4YAE","005al00000RVcKvAAL","false","LifeCycle.Spread_Base","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","","a054W00000dTC4HQAW","false","true","false"
"a17WE00006w0Tg5YAE","005al00000RVcKvAAL","false","LifeCycle.Default_Widget","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","LLC_BI__default_widget_app","","","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt; &lt;tr&gt; &lt;th&gt;Date&lt;/th&gt; &lt;th&gt;Assigned To&lt;/th&gt; &lt;th&gt;Actual Approver&lt;/th&gt; &lt;th&gt;Status&lt;/th&gt; &lt;th&gt;Comments&lt;/th&gt; &lt;/tr&gt; &lt;!-- ko foreach: approvalHistory --&gt; &lt;!-- ko foreach: steps --&gt; &lt;tr&gt; &lt;td data-bind=&quot;dateText: theDate&quot; /&gt; &lt;td&gt; &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt; &lt;/td&gt; &lt;td&gt; &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt; &lt;/td&gt; &lt;td data-bind=&quot;text: status&quot; /&gt; &lt;td data-bind=&quot;text: comments&quot; /&gt; &lt;/tr&gt; &lt;!-- /ko --&gt; &lt;!-- /ko --&gt; &lt;/table&gt;","a054W00000dTC4IQAW","false","true","false"
"a17WE00006w0Tg6YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4JQAW","false","true","true"
"a17WE00006w0Tg7YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4KQAW","false","true","true"
"a17WE00006w0Tg8YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4LQAW","false","true","true"
"a17WE00006w0Tg9YAE","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4MQAW","false","true","true"
"a17WE00006w0TgAYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4NQAW","false","true","true"
"a17WE00006w0TgBYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4OQAW","false","true","true"
"a17WE00006w0TgCYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4PQAW","false","true","true"
"a17WE00006w0TgDYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4QQAW","false","true","true"
"a17WE00006w0TgEYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4RQAW","false","true","true"
"a17WE00006w0TgFYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4SQAW","false","true","true"
"a17WE00006w0TgGYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4TQAW","false","true","true"
"a17WE00006w0TgHYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4UQAW","false","true","true"
"a17WE00006w0TgIYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4VQAW","false","true","true"
"a17WE00006w0TgJYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000dTC4WQAW","false","true","true"
"a17WE00006w0TgKYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYWQA0","false","true","true"
"a17WE00006w0TgLYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYXQA0","false","true","true"
"a17WE00006w0TgMYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYYQA0","false","true","true"
"a17WE00006w0TgNYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYZQA0","false","true","true"
"a17WE00006w0TgOYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYaQAK","false","true","true"
"a17WE00006w0TgPYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYbQAK","false","true","true"
"a17WE00006w0TgQYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYcQAK","false","true","true"
"a17WE00006w0TgRYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeYdQAK","false","true","true"
"a17WE00006w0TgSYAU","005al00000RVcKvAAL","false","LifeCycle.DebtSchedule","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","LLC_BI__keymaster","","","LLC_BI__debt_schedule_app","","","","","LLC_BI__debt_schedule_models","","LLC_BI__debt_schedule_viewModel","","","","","","","","","","","Knockout","","a054W00000hHeYeQAK","false","true","false"
"a17WE00006w0TgTYAU","005al00000RVcKvAAL","false","LifeCycle.GlobalAnalysis","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;globalAnalysisPrintTemplate&#39; }&quot; /&gt;","a054W00000hHeYiQAK","false","true","false"
"a17WE00006w0TgUYAU","005al00000RVcKvAAL","false","LifeCycle.Default_Widget","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","LLC_BI__default_widget_app","","","","","","","LLC_BI__default_widget_viewModel","","","","","","","","","","","Knockout","&lt;table class=&quot;table&quot;&gt;     &lt;tr&gt;         &lt;th&gt;Date&lt;/th&gt;         &lt;th&gt;Assigned To&lt;/th&gt;         &lt;th&gt;Actual Approver&lt;/th&gt;         &lt;th&gt;Status&lt;/th&gt;         &lt;th&gt;Comments&lt;/th&gt;     &lt;/tr&gt;     &lt;!-- ko foreach: approvalHistory --&gt;      &lt;!-- ko foreach: steps --&gt;       &lt;tr&gt;           &lt;td data-bind=&quot;dateText: theDate&quot; /&gt;           &lt;td&gt;      &lt;span data-bind=&quot;text: originalActor.name&quot; /&gt;           &lt;/td&gt;           &lt;td&gt;      &lt;span data-bind=&quot;text: assignedActor.name&quot; /&gt;            &lt;/td&gt;           &lt;td data-bind=&quot;text: status&quot; /&gt;           &lt;td data-bind=&quot;text: comments&quot; /&gt;       &lt;/tr&gt;      &lt;!-- /ko --&gt;     &lt;!-- /ko --&gt; &lt;/table&gt;","a054W00000hHeYjQAK","false","true","false"
"a17WE00006w0TgVYAU","005al00000RVcKvAAL","false","LifeCycle.KO_Narrative","2026-07-16T08:56:25.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","005al00000RVcKvAAL","2026-08-24T08:33:13.000Z","","","","","","","","","","","nFORCE__ko_narrative_app","","","","","nFORCE__ko_narrative_viewModel","","nFORCE__screen_models","","","","","","","","","","","Knockout","&lt;div data-bind=&quot;template: { name: &#39;narrative-template&#39; }&quot;&gt;&lt;/div&gt;","a054W00000hHeZ3QAK","false","true","true"
