"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Category__c"
"a238c0000054ItfAAE","false","CLA-BD-0008876","a258c000004VBDWAA4","0.0","Rough Carpentry Labor","","61.0","","","0.0","0.0","","0.0","","","a235f000000ZYoIAAW",""
"a238c0000054ItgAAE","false","CLA-BD-0008877","a258c000004VBDWAA4","0.0","Rough Carpentry Material","","62.0","","","0.0","0.0","","0.0","","","a235f000000ZYoJAAW",""
"a238c0000054IthAAE","false","CLA-BD-0008878","a258c000004VBDWAA4","0.0","Sheet Metal","","63.0","","","0.0","0.0","","0.0","","","a235f000000ZYoKAAW",""
"a238c0000054ItiAAE","false","CLA-BD-0008879","a258c000004VBDWAA4","0.0","Insulation","","64.0","","","0.0","0.0","","0.0","","","a235f000000ZYoLAAW",""
"a238c0000054ItjAAE","false","CLA-BD-0008880","a258c000004VBDWAA4","0.0","Glass & Glazing","","65.0","","","0.0","0.0","","0.0","","","a235f000000ZYoMAAW",""
"a238c0000054ItkAAE","false","CLA-BD-0008881","a258c000004VBDWAA4","0.0","Drywall & Metal Studs","","66.0","","","0.0","0.0","","0.0","","","a235f000000ZYoNAAW",""
"a238c0000054ItlAAE","false","CLA-BD-0008882","a258c000004VBDWAA4","0.0","Acoustic Tile","","67.0","","","0.0","0.0","","0.0","","","a235f000000ZYoOAAW",""
"a238c0000054ItmAAE","false","CLA-BD-0008883","a258c000004VBDWAA4","0.0","Painting","","68.0","","","0.0","0.0","","0.0","","","a235f000000ZYoPAAW",""
"a238c0000054ItnAAE","false","CLA-BD-0008884","a258c000004VBDWAA4","0.0","Ceramic tile","","69.0","","","0.0","0.0","","0.0","","","a235f000000ZYoQAAW",""
"a238c0000054ItoAAE","false","CLA-BD-0008885","a258c000004VBDWAA4","0.0","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","","0.0","","","a235f000000ZYoRAAW",""
"a238c0000054ItpAAE","false","CLA-BD-0008886","a258c000004VBDWAA4","0.0","Misc. S.S.","","71.0","","","0.0","0.0","","0.0","","","a235f000000ZYoSAAW",""
"a238c0000054ItqAAE","false","CLA-BD-0008887","a258c000004VBDWAA4","0.0","Toilet accessories","","72.0","","","0.0","0.0","","0.0","","","a235f000000ZYoTAAW",""
"a238c0000054ItrAAE","false","CLA-BD-0008888","a258c000004VBDWAA4","0.0","GC Installed Items","","73.0","","","0.0","0.0","","0.0","","","a235f000000ZYoUAAW",""
"a238c0000054ItsAAE","false","CLA-BD-0008889","a258c000004VBDWAA4","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","","0.0","","","a235f000000ZYoVAAW",""
"a238c0000054IttAAE","false","CLA-BD-0008890","a258c000004VBDWAA4","0.0","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","","0.0","","","a235f000000ZYoWAAW",""
"a238c0000054ItuAAE","false","CLA-BD-0008891","a258c000004VBDWAA4","0.0","Plumbing","","76.0","","","0.0","0.0","","0.0","","","a235f000000ZYoXAAW",""
"a238c0000054ItvAAE","false","CLA-BD-0008892","a258c000004VBDWAA4","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","","0.0","","","a235f000000ZYoYAAW",""
"a238c0000054ItwAAE","false","CLA-BD-0008893","a258c000004VBDWAA4","0.0","Metal Fab","","78.0","","","0.0","0.0","","0.0","","","a235f000000ZYoZAAW",""
"a238c0000054ItxAAE","false","CLA-BD-0008894","a258c000004VBDWAA4","0.0","Cedar brackets","","79.0","","","0.0","0.0","","0.0","","","a235f000000ZYoaAAG",""
"a238c0000054ItyAAE","false","CLA-BD-0008895","a258c000004VBDWAA4","0.0","Termite Treat","","80.0","","","0.0","0.0","","0.0","","","a235f000000ZYobAAG",""
"a238c0000054ItzAAE","false","CLA-BD-0008896","a258c000004VBDWAA4","0.0","Electrical Labor","","81.0","","","0.0","0.0","","0.0","","","a235f000000ZYocAAG",""
"a238c0000054Iu0AAE","false","CLA-BD-0008897","a258c000004VBDWAA4","0.0","Electrical Material","","82.0","","","0.0","0.0","","0.0","","","a235f000000ZYodAAG",""
"a238c0000054Iu1AAE","false","CLA-BD-0008898","a258c000004VBDWAA4","0.0","Power Management System","","83.0","","","0.0","0.0","","0.0","","","a235f000000ZYoeAAG",""
"a238c0000054Iu2AAE","false","CLA-BD-0008899","a258c000004VBDWAA4","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","","0.0","","","a235f000000ZYofAAG",""
"a238c0000054Iu3AAE","false","CLA-BD-0008900","a258c000004VBDWAA4","0.0","Gas to Property Line","","1.0","","","0.0","0.0","","0.0","","","a235f000000ZYogAAG",""
"a238c0000054Iu4AAE","false","CLA-BD-0008901","a258c000004VBDWAA4","0.0","Water to Property line","","2.0","","","0.0","0.0","","0.0","","","a235f000000ZYohAAG",""
"a238c0000054Iu5AAE","false","CLA-BD-0008902","a258c000004VBDWAA4","0.0","Sewer to Property Line","","3.0","","","0.0","0.0","","0.0","","","a235f000000ZYoiAAG",""
"a238c0000054Iu6AAE","false","CLA-BD-0008903","a258c000004VBDWAA4","0.0","New electric service","","4.0","","","0.0","0.0","","0.0","","","a235f000000ZYojAAG",""
"a238c0000054Iu7AAE","false","CLA-BD-0008904","a258c000004VBDWAA4","0.0","Power pole - new or relocate","","5.0","","","0.0","0.0","","0.0","","","a235f000000ZYokAAG",""
"a238c0000054Iu8AAE","false","CLA-BD-0008905","a258c000004VBDWAA4","0.0","Street light - new or relocate","","6.0","","","0.0","0.0","","0.0","","","a235f000000ZYolAAG",""
"a238c0000054Iu9AAE","false","CLA-BD-0008906","a258c000004VBDWAA4","0.0","Telephone Pole","","7.0","","","0.0","0.0","","0.0","","","a235f000000ZYomAAG",""
"a238c0000054IuAAAU","false","CLA-BD-0008907","a258c000004VBDWAA4","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","","0.0","","","a235f000000ZYonAAG",""
"a238c0000054IuBAAU","false","CLA-BD-0008908","a258c000004VBDWAA4","0.0","Traffic signals - new or relocate","","9.0","","","0.0","0.0","","0.0","","","a235f000000ZYooAAG",""
"a238c0000054IuCAAU","false","CLA-BD-0008909","a258c000004VBDWAA4","0.0","Offsite Demolition","","10.0","","","0.0","0.0","","0.0","","","a235f000000ZYopAAG",""
"a238c0000054IuDAAU","false","CLA-BD-0008910","a258c000004VBDWAA4","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","","0.0","","","a235f000000ZYoqAAG",""
"a238c0000054IuEAAU","false","CLA-BD-0008911","a258c000004VBDWAA4","0.0","New sidewalk","","12.0","","","0.0","0.0","","0.0","","","a235f000000ZYorAAG",""
"a238c0000054IuFAAU","false","CLA-BD-0008912","a258c000004VBDWAA4","0.0","New approaches","","13.0","","","0.0","0.0","","0.0","","","a235f000000ZYosAAG",""
"a238c0000054IuGAAU","false","CLA-BD-0008913","a258c000004VBDWAA4","0.0","Street paving and markings","","14.0","","","0.0","0.0","","0.0","","","a235f000000ZYotAAG",""
"a238c0000054IuHAAU","false","CLA-BD-0008914","a258c000004VBDWAA4","0.0","Temp sidewalk","","15.0","","","0.0","0.0","","0.0","","","a235f000000ZYouAAG",""
"a238c0000054IuIAAU","false","CLA-BD-0008915","a258c000004VBDWAA4","0.0","Storm Drain","","16.0","","","0.0","0.0","","0.0","","","a235f000000ZYovAAG",""
"a238c0000054IuJAAU","false","CLA-BD-0008916","a258c000004VBDWAA4","0.0","Relocate Transformer","","17.0","","","0.0","0.0","","0.0","","","a235f000000ZYowAAG",""
"a238c0000054IuKAAU","false","CLA-BD-0008917","a258c000004VBDWAA4","0.0","Survey","","18.0","","","0.0","0.0","","0.0","","","a235f000000ZYoxAAG",""
"a238c0000054IuLAAU","false","CLA-BD-0008918","a258c000004VBDWAA4","0.0","Soils","","20.0","","","0.0","0.0","","0.0","","","a235f000000ZYoyAAG",""
"a238c0000054IuMAAU","false","CLA-BD-0008919","a258c000004VBDWAA4","0.0","Grade fill / cut","","21.0","","","0.0","0.0","","0.0","","","a235f000000ZYozAAG",""
"a238c0000054IuNAAU","false","CLA-BD-0008920","a258c000004VBDWAA4","0.0","Site Demolition","","22.0","","","0.0","0.0","","0.0","","","a235f000000ZYp0AAG",""
"a238c0000054IuOAAU","false","CLA-BD-0008921","a258c000004VBDWAA4","0.0","Retaining wall","","23.0","","","0.0","0.0","","0.0","","","a235f000000ZYp1AAG",""
"a238c0000054IuPAAU","false","CLA-BD-0008922","a258c000004VBDWAA4","0.0","Trash Enclosure","","24.0","","","0.0","0.0","","0.0","","","a235f000000ZYp2AAG",""
"a238c0000054IuQAAU","false","CLA-BD-0008923","a258c000004VBDWAA4","0.0","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","","0.0","","","a235f000000ZYp3AAG",""
"a238c0000054IuRAAU","false","CLA-BD-0008924","a258c000004VBDWAA4","0.0","Storm Drain","","26.0","","","0.0","0.0","","0.0","","","a235f000000ZYp4AAG",""
"a238c0000054IuSAAU","false","CLA-BD-0008925","a258c000004VBDWAA4","0.0","Concrete Sidewalks","","27.0","","","0.0","0.0","","0.0","","","a235f000000ZYp5AAG",""
"a238c0000054IuTAAU","false","CLA-BD-0008926","a258c000004VBDWAA4","0.0","Concrete light bases","","28.0","","","0.0","0.0","","0.0","","","a235f000000ZYp6AAG",""
"a238c0000054IuUAAU","false","CLA-BD-0008927","a258c000004VBDWAA4","0.0","Electrical site work/labor","","29.0","","","0.0","0.0","","0.0","","","a235f000000ZYp7AAG",""
"a238c0000054IuVAAU","false","CLA-BD-0008928","a258c000004VBDWAA4","0.0","Site Lighting Material","","30.0","","","0.0","0.0","","0.0","","","a235f000000ZYp8AAG",""
"a238c0000054IuWAAU","false","CLA-BD-0008929","a258c000004VBDWAA4","0.0","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","","0.0","","","a235f000000ZYp9AAG",""
"a238c0000054IuXAAU","false","CLA-BD-0008930","a258c000004VBDWAA4","0.0","Plumbing sit work","","32.0","","","0.0","0.0","","0.0","","","a235f000000ZYpAAAW",""
"a238c0000054IuYAAU","false","CLA-BD-0008931","a258c000004VBDWAA4","0.0","Telephone Underground","","33.0","","","0.0","0.0","","0.0","","","a235f000000ZYpBAAW",""
"a238c0000054IuZAAU","false","CLA-BD-0008932","a258c000004VBDWAA4","0.0","Concrete paving","","34.0","","","0.0","0.0","","0.0","","","a235f000000ZYpCAAW",""
"a238c0000054IuaAAE","false","CLA-BD-0008933","a258c000004VBDWAA4","0.0","Asphalt paving & striping","","35.0","","","0.0","0.0","","0.0","","","a235f000000ZYpDAAW",""
"a238c0000054IubAAE","false","CLA-BD-0008934","a258c000004VBDWAA4","0.0","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","","0.0","","","a235f000000ZYpEAAW",""
"a238c0000054IucAAE","false","CLA-BD-0008935","a258c000004VBDWAA4","0.0","Bollard w/ Covers","","37.0","","","0.0","0.0","","0.0","","","a235f000000ZYpFAAW",""
"a238c0000054IudAAE","false","CLA-BD-0008936","a258c000004VBDWAA4","0.0","Fire Sprinkler Service","","38.0","","","0.0","0.0","","0.0","","","a235f000000ZYpGAAW",""
"a238c0000054IueAAE","false","CLA-BD-0008937","a258c000004VBDWAA4","0.0","Erosion & Dust Control","","39.0","","","0.0","0.0","","0.0","","","a235f000000ZYpHAAW",""
"a238c0000054IufAAE","false","CLA-BD-0008938","a258c000004VBDWAA4","0.0","Fire Hydrant","","40.0","","","0.0","0.0","","0.0","","","a235f000000ZYpIAAW",""
"a238c0000054IugAAE","false","CLA-BD-0008939","a258c000004VBDWAA4","0.0","Dumpster Approach","","41.0","","","0.0","0.0","","0.0","","","a235f000000ZYpJAAW",""
"a238c0000054IuhAAE","false","CLA-BD-0008940","a258c000004VBDWAA4","0.0","Wheel stops","","42.0","","","0.0","0.0","","0.0","","","a235f000000ZYpKAAW",""
"a238c0000054IuiAAE","false","CLA-BD-0008941","a258c000004VBDWAA4","0.0","Preasure Washing","","43.0","","","0.0","0.0","","0.0","","","a235f000000ZYpLAAW",""
"a238c0000054IujAAE","false","CLA-BD-0008942","a258c000004VBDWAA4","0.0","Service Yard Conc/CMU","","44.0","","","0.0","0.0","","0.0","","","a235f000000ZYpMAAW",""
"a238c0000054IukAAE","false","CLA-BD-0008943","a258c000004VBDWAA4","0.0","Barricades/Signs","","45.0","","","0.0","0.0","","0.0","","","a235f000000ZYpNAAW",""
"a238c0000054IulAAE","false","CLA-BD-0008944","a258c000004VBDWAA4","0.0","Signage","","46.0","","","0.0","0.0","","0.0","","","a235f000000ZYpOAAW",""
"a238c0000054IumAAE","false","CLA-BD-0008945","a258c000004VBDWAA4","0.0","Misc.","","47.0","","","0.0","0.0","","0.0","","","a235f000000ZYpPAAW",""
"a238c0000054IunAAE","false","CLA-BD-0008946","a258c000004VBDWAA4","0.0","Building Demolition","","48.0","","","0.0","0.0","","0.0","","","a235f000000ZYpQAAW",""
"a238c0000054IuoAAE","false","CLA-BD-0008947","a258c000004VBDWAA4","0.0","Building Concrete Material","","49.0","","","0.0","0.0","","0.0","","","a235f000000ZYpRAAW",""
"a238c0000054IupAAE","false","CLA-BD-0008948","a258c000004VBDWAA4","0.0","Building Concrete Labor","","50.0","","","0.0","0.0","","0.0","","","a235f000000ZYpSAAW",""
"a238c0000054IuqAAE","false","CLA-BD-0008949","a258c000004VBDWAA4","0.0","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","","0.0","","","a235f000000ZYpTAAW",""
"a238c0000054IurAAE","false","CLA-BD-0008950","a258c000004VBDWAA4","0.0","Masonry/Building","","52.0","","","0.0","0.0","","0.0","","","a235f000000ZYpUAAW",""
"a238c0000054IusAAE","false","CLA-BD-0008951","a258c000004VBDWAA4","0.0","Structural Steel","","53.0","","","0.0","0.0","","0.0","","","a235f000000ZYpVAAW",""
"a238c0000054IutAAE","false","CLA-BD-0008952","a258c000004VBDWAA4","0.0","Finish Lumber & Doors","","54.0","","","0.0","0.0","","0.0","","","a235f000000ZYpWAAW",""
"a238c0000054IuuAAE","false","CLA-BD-0008953","a258c000004VBDWAA4","0.0","Metal Doors & Frames","","55.0","","","0.0","0.0","","0.0","","","a235f000000ZYpXAAW",""
"a238c0000054IuvAAE","false","CLA-BD-0008954","a258c000004VBDWAA4","0.0","Wood Doors","","56.0","","","0.0","0.0","","0.0","","","a235f000000ZYpYAAW",""
"a238c0000054IuwAAE","false","CLA-BD-0008955","a258c000004VBDWAA4","0.0","Finish Hardware","","57.0","","","0.0","0.0","","0.0","","","a235f000000ZYpZAAW",""
"a238c0000054IuxAAE","false","CLA-BD-0008956","a258c000004VBDWAA4","0.0","Framing Labor","","58.0","","","0.0","0.0","","0.0","","","a235f000000ZYpaAAG",""
"a238c0000054IuyAAE","false","CLA-BD-0008957","a258c000004VBDWAA4","0.0","Misc.","","92.0","","","0.0","0.0","","0.0","","","a235f000000ZYpbAAG",""
"a238c0000054J4PAAU","false","CLA-BD-0009331","a258c000004VBKNAA4","0.0","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfOAAQ",""
"a238c0000054J4QAAU","false","CLA-BD-0009332","a258c000004VBKNAA4","0.0","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfPAAQ",""
"a238c0000054J4RAAU","false","CLA-BD-0009333","a258c000004VBKNAA4","0.0","Lighting Fixtures","","85.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfQAAQ",""
"a238c0000054J4SAAU","false","CLA-BD-0009334","a258c000004VBKNAA4","0.0","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfRAAQ",""
"a238c0000054J4TAAU","false","CLA-BD-0009335","a258c000004VBKNAA4","0.0","100 ft secondary service","","84.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfSAAQ",""
"a238c0000054J4UAAU","false","CLA-BD-0009336","a258c000004VBKNAA4","0.0","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfTAAQ",""
"a238c0000054J4VAAU","false","CLA-BD-0009337","a258c000004VBKNAA4","0.0","Caulking","","91.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfUAAQ",""
"a238c0000054J4WAAU","false","CLA-BD-0009338","a258c000004VBKNAA4","0.0","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfVAAQ",""
"a238c0000054J4XAAU","false","CLA-BD-0009339","a258c000004VBKNAA4","0.0","Roofing","","59.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfWAAQ",""
"a238c0000054J4YAAU","false","CLA-BD-0009340","a258c000004VBKNAA4","0.0","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfXAAQ",""
"a238c0000054J4ZAAU","false","CLA-BD-0009341","a258c000004VBKNAA4","0.0","Rough Carpentry Labor","","61.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfYAAQ",""
"a238c0000054J4aAAE","false","CLA-BD-0009342","a258c000004VBKNAA4","0.0","Rough Carpentry Material","","62.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfZAAQ",""
"a238c0000054J4bAAE","false","CLA-BD-0009343","a258c000004VBKNAA4","0.0","Sheet Metal","","63.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfaAAA",""
"a238c0000054J4cAAE","false","CLA-BD-0009344","a258c000004VBKNAA4","0.0","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfbAAA",""
"a238c0000054J4dAAE","false","CLA-BD-0009345","a258c000004VBKNAA4","0.0","Glass & Glazing","","65.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfcAAA",""
"a238c0000054J4eAAE","false","CLA-BD-0009346","a258c000004VBKNAA4","0.0","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfdAAA",""
"a238c0000054J4fAAE","false","CLA-BD-0009347","a258c000004VBKNAA4","0.0","Acoustic Tile","","67.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfeAAA",""
"a238c0000054J4gAAE","false","CLA-BD-0009348","a258c000004VBKNAA4","0.0","Painting","","68.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkffAAA",""
"a238c0000054J4hAAE","false","CLA-BD-0009349","a258c000004VBKNAA4","0.0","Ceramic tile","","69.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfgAAA",""
"a238c0000054J4iAAE","false","CLA-BD-0009350","a258c000004VBKNAA4","0.0","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfhAAA",""
"a238c0000054J4jAAE","false","CLA-BD-0009351","a258c000004VBKNAA4","0.0","Misc. S.S.","","71.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfiAAA",""
"a238c0000054J4kAAE","false","CLA-BD-0009352","a258c000004VBKNAA4","0.0","Toilet accessories","","72.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfjAAA",""
"a238c0000054J4lAAE","false","CLA-BD-0009353","a258c000004VBKNAA4","0.0","GC Installed Items","","73.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfkAAA",""
"a238c0000054J4mAAE","false","CLA-BD-0009354","a258c000004VBKNAA4","0.0","H.V.A.C. System","","74.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkflAAA",""
"a238c0000054J4nAAE","false","CLA-BD-0009355","a258c000004VBKNAA4","0.0","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfmAAA",""
"a238c0000054J4oAAE","false","CLA-BD-0009356","a258c000004VBKNAA4","0.0","Plumbing","","76.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfnAAA",""
"a238c0000054J4pAAE","false","CLA-BD-0009357","a258c000004VBKNAA4","0.0","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfoAAA",""
"a238c0000054J4qAAE","false","CLA-BD-0009358","a258c000004VBKNAA4","0.0","Metal Fab","","78.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfpAAA",""
"a238c0000054J4rAAE","false","CLA-BD-0009359","a258c000004VBKNAA4","0.0","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfqAAA",""
"a238c0000054J4sAAE","false","CLA-BD-0009360","a258c000004VBKNAA4","0.0","Termite Treat","","80.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfrAAA",""
"a238c0000054J4tAAE","false","CLA-BD-0009361","a258c000004VBKNAA4","0.0","Electrical Labor","","81.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfsAAA",""
"a238c0000054J4uAAE","false","CLA-BD-0009362","a258c000004VBKNAA4","0.0","Electrical Material","","82.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkftAAA",""
"a238c0000054J4vAAE","false","CLA-BD-0009363","a258c000004VBKNAA4","0.0","Power Management System","","83.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfuAAA",""
"a238c0000054J4wAAE","false","CLA-BD-0009364","a258c000004VBKNAA4","0.0","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfvAAA",""
"a238c0000054J4xAAE","false","CLA-BD-0009365","a258c000004VBKNAA4","0.0","Gas to Property Line","","1.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfwAAA",""
"a238c0000054J4yAAE","false","CLA-BD-0009366","a258c000004VBKNAA4","0.0","Water to Property line","","2.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfxAAA",""
"a238c0000054J4zAAE","false","CLA-BD-0009367","a258c000004VBKNAA4","0.0","Sewer to Property Line","","3.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfyAAA",""
"a238c0000054J50AAE","false","CLA-BD-0009368","a258c000004VBKNAA4","0.0","New electric service","","4.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkfzAAA",""
"a238c0000054J51AAE","false","CLA-BD-0009369","a258c000004VBKNAA4","0.0","Power pole - new or relocate","","5.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg0AAA",""
"a238c0000054J52AAE","false","CLA-BD-0009370","a258c000004VBKNAA4","0.0","Street light - new or relocate","","6.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg1AAA",""
"a238c0000054J53AAE","false","CLA-BD-0009371","a258c000004VBKNAA4","0.0","Telephone Pole","","7.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg2AAA",""
"a238c0000054J54AAE","false","CLA-BD-0009372","a258c000004VBKNAA4","0.0","Off site fire hydrant","","8.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg3AAA",""
"a238c0000054J55AAE","false","CLA-BD-0009373","a258c000004VBKNAA4","0.0","Traffic signals - new or relocate","","9.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg4AAA",""
"a238c0000054J56AAE","false","CLA-BD-0009374","a258c000004VBKNAA4","0.0","Offsite Demolition","","10.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg5AAA",""
"a238c0000054J57AAE","false","CLA-BD-0009375","a258c000004VBKNAA4","0.0","New Curb & Gutter","","11.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg6AAA",""
"a238c0000054J58AAE","false","CLA-BD-0009376","a258c000004VBKNAA4","0.0","New sidewalk","","12.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg7AAA",""
"a238c0000054J59AAE","false","CLA-BD-0009377","a258c000004VBKNAA4","0.0","New approaches","","13.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg8AAA",""
"a238c0000054J5AAAU","false","CLA-BD-0009378","a258c000004VBKNAA4","0.0","Street paving and markings","","14.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkg9AAA",""
"a238c0000054J5BAAU","false","CLA-BD-0009379","a258c000004VBKNAA4","0.0","Temp sidewalk","","15.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgAAAQ",""
"a238c0000054J5CAAU","false","CLA-BD-0009380","a258c000004VBKNAA4","0.0","Storm Drain","","16.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgBAAQ",""
"a238c0000054J5DAAU","false","CLA-BD-0009381","a258c000004VBKNAA4","0.0","Relocate Transformer","","17.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgCAAQ",""
"a238c0000054J5EAAU","false","CLA-BD-0009382","a258c000004VBKNAA4","0.0","Survey","","18.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgDAAQ",""
"a238c0000054J5FAAU","false","CLA-BD-0009383","a258c000004VBKNAA4","0.0","Soils","","20.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgEAAQ",""
"a238c0000054J5GAAU","false","CLA-BD-0009384","a258c000004VBKNAA4","0.0","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgFAAQ",""
"a238c0000054J5HAAU","false","CLA-BD-0009385","a258c000004VBKNAA4","0.0","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgGAAQ",""
"a238c0000054J5IAAU","false","CLA-BD-0009386","a258c000004VBKNAA4","0.0","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgHAAQ",""
"a238c0000054J5JAAU","false","CLA-BD-0009387","a258c000004VBKNAA4","0.0","Erosion & Dust Control","","39.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgIAAQ",""
"a238c0000054J5KAAU","false","CLA-BD-0009388","a258c000004VBKNAA4","0.0","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgJAAQ",""
"a238c0000054J5LAAU","false","CLA-BD-0009389","a258c000004VBKNAA4","0.0","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgKAAQ",""
"a238c0000054J5MAAU","false","CLA-BD-0009390","a258c000004VBKNAA4","0.0","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgLAAQ",""
"a238c0000054J5NAAU","false","CLA-BD-0009391","a258c000004VBKNAA4","0.0","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgMAAQ",""
"a238c0000054J5OAAU","false","CLA-BD-0009392","a258c000004VBKNAA4","0.0","Service Yard Conc/CMU","","44.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgNAAQ",""
"a238c0000054J5PAAU","false","CLA-BD-0009393","a258c000004VBKNAA4","0.0","Barricades/Signs","","45.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgOAAQ",""
"a238c0000054J5QAAU","false","CLA-BD-0009394","a258c000004VBKNAA4","0.0","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgPAAQ",""
"a238c0000054J5RAAU","false","CLA-BD-0009395","a258c000004VBKNAA4","0.0","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgQAAQ",""
"a238c0000054J5SAAU","false","CLA-BD-0009396","a258c000004VBKNAA4","0.0","Building Demolition","","48.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgRAAQ",""
"a238c0000054J5TAAU","false","CLA-BD-0009397","a258c000004VBKNAA4","0.0","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","a238c000005kkgSAAQ",""
