"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","AutorabitExtId__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EKU0000004p6s2AA","0058c00000BxeO9AAJ","false","Participations","lob-loan-post-participations-lob-pwc","nforce__korelatedlist","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIoEAK","","","","",""
"a2EKU0000004p582AA","0058c00000BxeO9AAJ","false","Adverse Action","action-post-adverse-action-lob-pwc","c:adverseActionForm","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIqEAK","","","","Lightning Web Component",""
"a2EKU0000004p8B2AQ","0058c00000BxeO9AAJ","false","Loan Team","loan-post-loan-team-lob-pwc","nforce__ncrelatedlist","","n-icon-team","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIrEAK","","","","",""
"a2EKU0000004p6v2AA","0058c00000BxeO9AAJ","false","Credit Memo","tool-lob-loan-post-credit-memo-lob-pwc","llc_bi__creditmemoui","","n-icon-credit_memo","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nFORCE__Topbar","a2E3k00000lQgIsEAK","","","","",""
"a2EKU0000004p4I2AQ","0058c00000BxeO9AAJ","false","Add Entity","loan-post-add-entity-lob-pwc","LLC_BI__BorrowingStructure","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgItEAK","","","","",""
"a2EKU0000004p622AA","0058c00000BxeO9AAJ","false","Change Product","action-lob-loan-post-change-product-lob-pwc","llc_bi__loanproducts","","n-icon-counter_offer","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIuEAK","","","","",""
"a2EKU0000004p8D2AQ","0058c00000BxeO9AAJ","false","Copy Loan","action-lob-loan-post-copy-loan-lob-pwc","llc_bi__loanproducts","","n-icon-copy_loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIvEAK","","","","",""
"a2EKU0000004p5C2AQ","0058c00000BxeO9AAJ","false","Renew/Modify","action-lob-loan-post-renew-modify-lob-pwc","llc_bi__loan_renewal_page","","n-icon-link_out","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgIxEAK","","","","",""
"a2EKU0000004p782AA","0058c00000BxeO9AAJ","false","Booked Information","lob-loan-post-booked-information-lob-pwc","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgJ0EAK","","","","",""
"a2EKU0000004p772AA","0058c00000BxeO9AAJ","false","Collateral","loan-post-collateral2-lob-pwc","nforce__korelatedlist","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgJ1EAK","","","","",""
"a2EKU0000004p4z2AA","0058c00000BxeO9AAJ","false","CRA Reporting","lob-loan-post-cra-reporting-lob-pwc","llc_bi__cra_reporting","","n-icon-treasury_management","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E3k00000lQgJ2EAK","","","","",""
