"Id","OwnerId","IsDeleted","Name","nFORCE__Group__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Route__c","nFORCE__lookupKey__c","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Primary_Button_Text__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Question_Group__c","nFORCE__Visibility_Criteria__c","Route_App_Name__c","Route_Screen__c","nFORCE__Conditional_Display_Criteria__c","AutorabitExtId__c"
"a2DKU0000000X6k2AE","0058c00000BxeO9AAJ","false","183515","a2BKU0000009wuj2AA","false","17000.0","","a2EKU0000004oi62AA","a2D4W00000BrULLUA3","","","false","false","false","","","stage-history","<a href=""/a2GKU0000004W9u"" target=""_blank"">Stage History</a>","",""
"a2DKU0000000X6l2AE","0058c00000BxeO9AAJ","false","183516","a2BKU0000009wum2AA","false","17000.0","","a2EKU0000004oi62AA","a2D4W00000BrULMUA3","","","false","false","false","","","stage-history","<a href=""/a2GKU0000004W9u"" target=""_blank"">Stage History</a>","",""
"a2DKU0000000X6m2AE","0058c00000BxeO9AAJ","false","183517","a2BKU0000009wui2AA","false","8600020.0","","a2EKU0000004ohd2AA","a2D4W00000BrULNUA3","","","false","false","false","","","sba-document-generate-status-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6n2AE","0058c00000BxeO9AAJ","false","183518","a2BKU0000009wun2AA","true","1.000006E7","","a2EKU0000004oiK2AQ","a2D4W00000BrULOUA3","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6o2AE","0058c00000BxeO9AAJ","false","183519","a2BKU0000009wul2AA","false","9500110.0","","a2EKU0000004oiK2AQ","a2D4W00000BrULPUA3","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6p2AE","0058c00000BxeO9AAJ","false","183520","a2BKU0000009wuj2AA","false","9000070.0","","a2EKU0000004oiK2AQ","a2D4W00000BrULRUA3","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6q2AE","0058c00000BxeO9AAJ","false","183521","a2BKU0000009wum2AA","false","9000070.0","","a2EKU0000004oiK2AQ","a2D4W00000BrULSUA3","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6r2AE","0058c00000BxeO9AAJ","false","183522","a2BKU0000009wuh2AA","false","0.0","","a2EKU0000004ohV2AQ","a2D4W00000BrULTUA3","","","false","false","false","","","relationship-treasury","<a href=""/a2GKU0000004WBw"" target=""_blank"">Treasury</a>","",""
"a2DKU0000000X6s2AE","0058c00000BxeO9AAJ","false","183523","a2BKU0000009wug2AA","false","0.0","","a2EKU0000004ohV2AQ","a2D4W00000BrULUUA3","","","false","false","false","","","relationship-treasury","<a href=""/a2GKU0000004WBw"" target=""_blank"">Treasury</a>","",""
"a2DKU0000000X6t2AE","0058c00000BxeO9AAJ","false","183524","a2BKU0000009wuh2AA","false","3.0","","a2EKU0000004ohV2AQ","a2D4W00000BrULVUA3","","","false","false","false","","","relationship-treasury","<a href=""/a2GKU0000004WBw"" target=""_blank"">Treasury</a>","",""
"a2DKU0000000X6u2AE","0058c00000BxeO9AAJ","false","183525","a2BKU0000009wug2AA","false","3.0","","a2EKU0000004ohV2AQ","a2D4W00000BrULWUA3","","","false","false","false","","","relationship-treasury","<a href=""/a2GKU0000004WBw"" target=""_blank"">Treasury</a>","",""
"a2DKU0000000X6v2AE","0058c00000BxeO9AAJ","false","183526","a2BKU0000009wuh2AA","false","3.0","","a2EKU0000004oiB2AQ","a2D4W00000BrULXUA3","","","false","false","false","","","tool-relationship-spreads","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6w2AE","0058c00000BxeO9AAJ","false","183527","a2BKU0000009wug2AA","false","3.0","","a2EKU0000004oiB2AQ","a2D4W00000BrULYUA3","","","false","false","false","","","tool-relationship-spreads","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6x2AE","0058c00000BxeO9AAJ","false","183528","a2BKU0000009wul2AA","false","9000020.0","","a2EKU0000004oie2AA","a2D4W00000BrULZUA3","","","false","false","false","","","tool-spreads-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6y2AE","0058c00000BxeO9AAJ","false","183529","a2BKU0000009wuj2AA","false","9000020.0","","a2EKU0000004oie2AA","a2D4W00000BrULbUAN","","","false","false","false","","","tool-spreads-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X6z2AE","0058c00000BxeO9AAJ","false","183530","a2BKU0000009wum2AA","false","9000020.0","","a2EKU0000004oie2AA","a2D4W00000BrULcUAN","","","false","false","false","","","tool-spreads-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X702AE","0058c00000BxeO9AAJ","false","183531","a2BKU0000009wui2AA","false","8400010.0","","a2EKU0000004oi52AA","a2D4W00000BrULdUAN","","","false","false","false","","","sba-use-of-proceeds","<a href=""/a2GKU0000004WCM"" target=""_blank"">Use of Proceeds</a>","",""
"a2DKU0000000X712AE","0058c00000BxeO9AAJ","false","183532","a2BKU0000009wui2AA","false","8400000.0","","a2EKU0000004oi52AA","a2D4W00000BrULeUAN","","","false","false","false","","","sba-use-of-proceeds","<a href=""/a2GKU0000004WCM"" target=""_blank"">Use of Proceeds</a>","",""
"a2DKU0000000X722AE","0058c00000BxeO9AAJ","false","183533","a2BKU0000009wul2AA","false","9500090.0","","a2EKU0000004ogt2AA","a2D4W00000BrULfUAN","","","false","false","false","","","action-borrowing-tree","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X732AE","0058c00000BxeO9AAJ","false","183534","a2BKU0000009wuj2AA","false","9500080.0","","a2EKU0000004ogt2AA","a2D4W00000BrULhUAN","","","false","false","false","","","action-borrowing-tree","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X742AE","0058c00000BxeO9AAJ","false","183535","a2BKU0000009wuh2AA","false","1.0","","a2EKU0000004oiD2AQ","a2D4W00000BrULiUAN","","","false","false","false","","","tool-watchlist-report","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X752AE","0058c00000BxeO9AAJ","false","183536","a2BKU0000009wug2AA","false","1.0","","a2EKU0000004oiD2AQ","a2D4W00000BrULjUAN","","","false","false","false","","","tool-watchlist-report","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X762AE","0058c00000BxeO9AAJ","false","183537","a2BKU0000009wui2AA","false","9500020.0","","a2EKU0000004oiE2AQ","a2D4W00000BrULkUAN","","","false","false","false","","","add-entity-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X772AE","0058c00000BxeO9AAJ","false","183538","a2BKU0000009wui2AA","false","1050.0","","a2EKU0000004oiL2AQ","a2D4W00000BrULlUAN","","","false","false","false","","","balance-information-m","<a href=""/a2GKU0000004W9w"" target=""_blank"">Balance Details</a>","",""
"a2DKU0000000X782AE","0058c00000BxeO9AAJ","false","183539","a2BKU0000009wui2AA","false","10.0","","a2EKU0000004oif2AA","a2D4W00000BrULmUAN","","","false","false","false","","","borrowing-structure-m","<a href=""/a2GKU0000004W8q"" target=""_blank"">Borrowing Structure Information</a>","",""
"a2DKU0000000X792AE","0058c00000BxeO9AAJ","false","183540","a2BKU0000009wui2AA","false","0.0","","a2EKU0000004oif2AA","a2D4W00000BrULnUAN","","","false","false","false","","","borrowing-structure-m","<a href=""/a2GKU0000004W8q"" target=""_blank"">Borrowing Structure Information</a>","",""
"a2DKU0000000X7A2AU","0058c00000BxeO9AAJ","false","183541","a2BKU0000009wui2AA","false","9500000.0","","a2EKU0000004oiF2AQ","a2D4W00000BrULoUAN","","","false","false","false","","","action-change-product-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7B2AU","0058c00000BxeO9AAJ","false","183542","a2BKU0000009wui2AA","false","9000070.0","","a2EKU0000004oiK2AQ","a2D4W00000BrULpUAN","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7C2AU","0058c00000BxeO9AAJ","false","183543","a2BKU0000009wui2AA","false","9500040.0","","a2EKU0000004oiI2AQ","a2D4W00000BrULqUAN","","","false","false","false","","","action-form-gen-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7D2AU","0058c00000BxeO9AAJ","false","183544","a2BKU0000009wue2AA","false","9500040.0","","a2EKU0000004oiI2AQ","a2D4W00000BrULrUAN","","","false","false","false","","","action-form-gen-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7E2AU","0058c00000BxeO9AAJ","false","183545","a2BKU0000009wue2AA","false","9000070.0","","a2EKU0000004oiK2AQ","a2D4W00000BrULsUAN","","","false","false","false","","","action-submit-approval-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7F2AU","0058c00000BxeO9AAJ","false","183546","a2BKU0000009wui2AA","false","9500030.0","","a2EKU0000004oiJ2AQ","a2D4W00000BrULtUAN","","","false","false","false","","","action-renew-modify-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7G2AU","0058c00000BxeO9AAJ","false","183547","a2BKU0000009wue2AA","false","9500030.0","","a2EKU0000004oiJ2AQ","a2D4W00000BrULuUAN","","","false","false","false","","","action-renew-modify-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7H2AU","0058c00000BxeO9AAJ","false","183548","a2BKU0000009wui2AA","false","9500080.0","","a2EKU0000004oiH2AQ","a2D4W00000BrULvUAN","","","false","false","false","","","action-decline-loan","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7I2AU","0058c00000BxeO9AAJ","false","183549","a2BKU0000009wui2AA","false","9500010.0","","a2EKU0000004oiG2AQ","a2D4W00000BrULwUAN","","","false","false","false","","","action-copy-loan-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7J2AU","0058c00000BxeO9AAJ","false","183550","a2BKU0000009wue2AA","false","9500010.0","","a2EKU0000004oiG2AQ","a2D4W00000BrULxUAN","","","false","false","false","","","action-copy-loan-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7K2AU","0058c00000BxeO9AAJ","false","183551","a2BKU0000009wue2AA","false","9500020.0","","a2EKU0000004oiE2AQ","a2D4W00000BrULyUAN","","","false","false","false","","","add-entity-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7L2AU","0058c00000BxeO9AAJ","false","183552","a2BKU0000009wue2AA","false","9500000.0","","a2EKU0000004oiF2AQ","a2D4W00000BrULzUAN","","","false","false","false","","","action-change-product-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7M2AU","0058c00000BxeO9AAJ","false","183553","a2BKU0000009wui2AA","false","9000010.0","","a2EKU0000004oid2AA","a2D4W00000BrUM0UAN","","","false","false","false","","","tool-docman-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7N2AU","0058c00000BxeO9AAJ","false","183554","a2BKU0000009wue2AA","false","9000010.0","","a2EKU0000004oid2AA","a2D4W00000BrUM1UAN","","","false","false","false","","","tool-docman-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7O2AU","0058c00000BxeO9AAJ","false","183555","a2BKU0000009wue2AA","false","9000020.0","","a2EKU0000004oie2AA","a2D4W00000BrUM2UAN","","","false","false","false","","","tool-spreads-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7P2AU","0058c00000BxeO9AAJ","false","183556","a2BKU0000009wue2AA","false","8500020.0","","a2EKU0000004oiW2AQ","a2D4W00000BrUM3UAN","","","false","false","false","","","hmda-loan-information","<a href=""/a2GKU0000004WA0"" target=""_blank"">HMDA Screen 2</a>","",""
"a2DKU0000000X7Q2AU","0058c00000BxeO9AAJ","false","183557","a2BKU0000009wue2AA","false","1050.0","","a2EKU0000004oiL2AQ","a2D4W00000BrUM4UAN","","","false","false","false","","","balance-information-m","<a href=""/a2GKU0000004W9w"" target=""_blank"">Balance Details</a>","",""
"a2DKU0000000X7R2AU","0058c00000BxeO9AAJ","false","183558","a2BKU0000009wue2AA","false","1120.0","","a2EKU0000004oiM2AQ","a2D4W00000BrUM5UAN","","","false","false","false","","","booked-information-m","<a href=""/a2GKU0000004W9x"" target=""_blank"">Booked Information</a>","",""
"a2DKU0000000X7S2AU","0058c00000BxeO9AAJ","false","183559","a2BKU0000009wue2AA","false","10.0","","a2EKU0000004oif2AA","a2D4W00000BrUM6UAN","","","false","false","false","","","borrowing-structure-m","<a href=""/a2GKU0000004W8q"" target=""_blank"">Borrowing Structure Information</a>","",""
"a2DKU0000000X7T2AU","0058c00000BxeO9AAJ","false","183560","a2BKU0000009wue2AA","false","0.0","","a2EKU0000004oif2AA","a2D4W00000BrUM7UAN","","","false","false","false","","","borrowing-structure-m","<a href=""/a2GKU0000004W8q"" target=""_blank"">Borrowing Structure Information</a>","",""
"a2DKU0000000X7U2AU","0058c00000BxeO9AAJ","false","183561","a2BKU0000009wue2AA","false","0.0","","a2EKU0000004oiN2AQ","a2D4W00000BrUM8UAN","","","false","false","false","","","collateral1","<a href=""/a2GKU0000004W8g"" target=""_blank"">Collateral2</a>","",""
"a2DKU0000000X7V2AU","0058c00000BxeO9AAJ","false","183562","a2BKU0000009wue2AA","false","3.0","","a2EKU0000004oiN2AQ","a2D4W00000BrUM9UAN","","","false","false","false","","","collateral1","<a href=""/a2GKU0000004W8g"" target=""_blank"">Collateral2</a>","",""
"a2DKU0000000X7W2AU","0058c00000BxeO9AAJ","false","183563","a2BKU0000009wup2AA","false","48.0","","a2EKU0000004ohd2AA","a2D4W00000BrUMAUA3","","","false","false","false","","","sba-document-generate-status-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7X2AU","0058c00000BxeO9AAJ","false","183564","a2BKU0000009wuf2AA","false","48.0","","a2EKU0000004ohd2AA","a2D4W00000BrUMBUA3","","","false","false","false","","","sba-document-generate-status-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7Y2AU","0058c00000BxeO9AAJ","false","183565","a2BKU0000009wui2AA","false","1070.0","","a2EKU0000004oiZ2AQ","a2D4W00000BrUMCUA3","","","false","false","false","","","referral-information-m","<a href=""/a2GKU0000004WA2"" target=""_blank"">Referral</a>","",""
"a2DKU0000000X7Z2AU","0058c00000BxeO9AAJ","false","183566","a2BKU0000009wue2AA","false","1070.0","","a2EKU0000004oiZ2AQ","a2D4W00000BrUMDUA3","","","false","false","false","","","referral-information-m","<a href=""/a2GKU0000004WA2"" target=""_blank"">Referral</a>","",""
"a2DKU0000000X7a2AE","0058c00000BxeO9AAJ","false","183567","a2BKU0000009wud2AA","false","1.0","","a2EKU0000004oic2AA","a2D4W00000BrUMEUA3","","","false","false","false","","","relationship-new-loan","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7b2AE","0058c00000BxeO9AAJ","false","183568","a2BKU0000009wug2AA","false","2.0","","a2EKU0000004ogk2AA","a2D4W00000BrUMFUA3","","","false","false","false","","","relationship-new-involvement-default","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7c2AE","0058c00000BxeO9AAJ","false","183569","a2BKU0000009wuh2AA","false","2.0","","a2EKU0000004ogk2AA","a2D4W00000BrUMGUA3","","","false","false","false","","","relationship-new-involvement-default","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7d2AE","0058c00000BxeO9AAJ","false","183570","a2BKU0000009wud2AA","true","1.0","","a2EKU0000004oib2AA","a2D4W00000BrUMHUA3","","","false","false","false","","","relationship-new-deposit","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7e2AE","0058c00000BxeO9AAJ","false","183571","a2BKU0000009wui2AA","false","8600040.0","","a2EKU0000004oiU2AQ","a2D4W00000BrUMIUA3","","","false","false","false","","","document-return","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7f2AE","0058c00000BxeO9AAJ","false","183572","a2BKU0000009wuf2AA","false","0.0","","a2EKU0000004oiU2AQ","a2D4W00000BrUMJUA3","","","false","false","false","","","document-return","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7g2AE","0058c00000BxeO9AAJ","false","183573","a2BKU0000009wug2AA","false","2.0","","a2EKU0000004ohN2AQ","a2D4W00000BrUMKUA3","","","false","false","false","","","relationship-other-business","<a href=""/a2GKU0000004WBq"" target=""_blank"">Other Information</a>","",""
"a2DKU0000000X7h2AE","0058c00000BxeO9AAJ","false","183574","a2BKU0000009wue2AA","false","10020.0","","a2EKU0000004oiP2AQ","a2D4W00000BrUMLUA3","","","false","false","false","","","covenant-management-m","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7i2AE","0058c00000BxeO9AAJ","false","183575","a2BKU0000009wuh2AA","false","1.0","","a2EKU0000004ogj2AA","a2D4W00000BrUMMUA3","","","false","false","false","","","relationship-loan-products-default","<a href=""/a2GKU0000004W9j"" target=""_blank"">Loan Products</a>","",""
"a2DKU0000000X7j2AE","0058c00000BxeO9AAJ","false","183576","a2BKU0000009wuh2AA","false","0.0","","a2EKU0000004ogj2AA","a2D4W00000BrUMNUA3","","","false","false","false","","","relationship-loan-products-default","<a href=""/a2GKU0000004W9j"" target=""_blank"">Loan Products</a>","",""
"a2DKU0000000X7k2AE","0058c00000BxeO9AAJ","false","183577","a2BKU0000009wug2AA","false","1.0","","a2EKU0000004ogj2AA","a2D4W00000BrUMOUA3","","","false","false","false","","","relationship-loan-products-default","<a href=""/a2GKU0000004W9j"" target=""_blank"">Loan Products</a>","",""
"a2DKU0000000X7l2AE","0058c00000BxeO9AAJ","false","183578","a2BKU0000009wug2AA","false","0.0","","a2EKU0000004ogj2AA","a2D4W00000BrUMPUA3","","","false","false","false","","","relationship-loan-products-default","<a href=""/a2GKU0000004W9j"" target=""_blank"">Loan Products</a>","",""
"a2DKU0000000X7m2AE","0058c00000BxeO9AAJ","false","183579","a2BKU0000009wup2AA","false","2.0","","a2EKU0000004ogr2AA","a2D4W00000BrUMQUA3","","","false","false","false","","","document-generate-default","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7n2AE","0058c00000BxeO9AAJ","false","183580","a2BKU0000009wup2AA","false","0.0","","a2EKU0000004oiU2AQ","a2D4W00000BrUMRUA3","","","false","false","false","","","document-return","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7o2AE","0058c00000BxeO9AAJ","false","183581","a2BKU0000009wuj2AA","false","1.0","","a2EKU0000004ojc2AA","a2D4W00000BrUMTUA3","","","false","false","true","","","manage-budget","<a href=""/a2GKU0000004WAG"" target=""_blank"">Manage Budget Screen</a>","",""
"a2DKU0000000X7p2AE","0058c00000BxeO9AAJ","false","183582","a2BKU0000009wuj2AA","false","1600.0","","a2EKU0000004ojf2AA","a2D4W00000BrUMUUA3","","","false","false","false","","","draw-disbursements","<a href=""/a2GKU0000004WAI"" target=""_blank"">Draw History Screen</a>","",""
"a2DKU0000000X7q2AE","0058c00000BxeO9AAJ","false","183583","a2BKU0000009wuj2AA","false","13.0","","a2EKU0000004ojd2AA","a2D4W00000BrUMVUA3","","","false","true","false","","","draw","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7r2AE","0058c00000BxeO9AAJ","false","183584","a2BKU0000009wuj2AA","false","0.0","","a2EKU0000004oje2AA","a2D4W00000BrUMWUA3","","","false","true","false","","","draw-overview","<a href=""/a2GKU0000004WAH"" target=""_blank"">Draw Overview Screen</a>","",""
"a2DKU0000000X7s2AE","0058c00000BxeO9AAJ","false","183585","a2BKU0000009wuj2AA","false","","","a2EKU0000004oig2AA","a2D4W00000BrUMXUA3","","","false","true","false","","","budget-detail_locked","<a href=""/a2GKU0000004WA4"" target=""_blank"">Budget Details</a>","",""
"a2DKU0000000X7t2AE","0058c00000BxeO9AAJ","false","183586","a2BKU0000009wuj2AA","false","","","a2EKU0000004oih2AA","a2D4W00000BrUMYUA3","","","false","true","false","","","manage-budget_locked","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7u2AE","0058c00000BxeO9AAJ","false","183587","a2BKU0000009wuV2AQ","false","0.0","","a2EKU0000004ojb2AA","a2D4W00000BrUMcUAN","","","false","true","false","","","budget-detail","<a href=""/a2GKU0000004WA4"" target=""_blank"">Budget Details</a>","",""
"a2DKU0000000X7v2AE","0058c00000BxeO9AAJ","false","183588","a2BKU0000009wuZ2AQ","false","0.0","","a2EKU0000004ojk2AA","a2D4W00000BrUMdUAN","","","false","true","true","","","pm-account-structure-and-roles","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7w2AE","0058c00000BxeO9AAJ","false","183589","a2BKU0000009wuV2AQ","false","13.0","","a2EKU0000004ojd2AA","a2D4W00000BrUMfUAN","","","false","false","false","","","draw","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7x2AE","0058c00000BxeO9AAJ","false","183590","a2BKU0000009wuZ2AQ","false","0.0","","a2EKU0000004ojk2AA","a2D4W00000BrUMgUAN","","","false","true","true","","","pm-account-structure-and-roles","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000X7y2AE","0058c00000BxeO9AAJ","false","183591","a2BKU0000009wuZ2AQ","false","0.0","","a2EKU0000004ojk2AA","a2D4W00000BrUMhUAN","","","false","true","true","","","pm-account-structure-and-roles","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000XO92AM","0058c00000BxeO9AAJ","false","184594","a2BKU0000009wxX2AQ","false","20505.0","","a2EKU0000004ozQ2AQ","a2D750000009TMIE2E","","","false","false","false","","","loan-stage-undw","<a href=""/"" target=""_blank""> </a>","{{IF=""((A AND B AND C AND D) AND ((E OR F OR G OR H) AND I)) OR ((1 OR 2 OR 3 OR 4 OR 5) AND 6)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" NOT=""CSS""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Lillian Teer""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Kristie Falcioni""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" NOT=""Jan Roughton""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Post Closing QA Reviewer""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Nicole Craven""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Kimberly Collins""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Anna Webb""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Funding & Booking""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Underwriter Manager""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Underwriter""}}{{COND=""3"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closing team manager""}}{{COND=""4"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Closer""}}{{COND=""5"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Customer Retention Loan Analyst""}}{{COND=""6"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Funding & Booking""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000XOA2A2","0058c00000BxeO9AAJ","false","184595","a2BKU0000009wxY2AQ","false","20360.0","","a2EKU0000004ozR2AQ","a2D750000009TwzEAL","","","false","false","false","","","lookupkey-generator","<a href=""/"" target=""_blank""> </a>","{{IF=""A AND (B OR C OR D OR E OR F OR G OR H OR I)""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.Partner_True__c"" IS=""FALSE""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""CSS""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.LOB_LoggedInUserRole__c"" IS=""Post Closing QA Reviewer""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Lillian Teer""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Kristie Falcioni""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Jan Roughton""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Nicole Craven""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Kimberly Collins""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Package__r.Logged_in_user_Name__c"" IS=""Anna Webb""}}{{SHOW_ROUTE}}{{ENDIF}}",""
"a2DKU0000000YFV2A2","0058c00000BxeO9AAJ","false","187902","a2BKU0000009wu92AA","false","0.0","","a2EKU0000004oav2AA","a2D8c000001e8JcEAI","","","false","false","false","","","ptl-dashboard","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFW2A2","0058c00000BxeO9AAJ","false","187903","a2BKU0000009wu92AA","false","2.0","","a2EKU0000004oaw2AA","a2D8c000001e8JdEAI","","","false","false","false","","","ptl-explorer","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFX2A2","0058c00000BxeO9AAJ","false","187904","a2BKU0000009wuV2AQ","false","0.0","","a2EKU0000004oax2AA","a2D8c000001e8JeEAI","","","false","false","false","","","tool-portal-access","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFY2A2","0058c00000BxeO9AAJ","false","187905","a2BKU0000009wut2AA","false","10.0","a2EKU0000004oay2AA","a2EKU0000004oaz2AA","a2D8c000001e8JfEAI","","","false","false","false","","","layout-editor","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFf2AM","0058c00000BxeO9AAJ","false","187912","a2BKU0000009wut2AA","false","5.0","a2EKU0000004obw2AA","a2EKU0000004ob62AA","a2D8c000001e8JmEAI","","","false","false","false","","","treasury-maintenance-configuration","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFg2AM","0058c00000BxeO9AAJ","false","187913","a2BKU0000009wut2AA","false","20.0","","a2EKU0000004ob72AA","a2D8c000001e8JnEAI","","","false","false","false","","","total-exposure-admin","<a href=""/"" target=""_blank""> </a>","",""
"a2DKU0000000YFh2AM","0058c00000BxeO9AAJ","false","187914","a2BKU0000009wuA2AQ","false","0.0","","a2EKU0000004ob82AA","a2D8c000001e8JoEAI","","","false","true","false","","","counterparty-report","<a href=""/a2GKU0000004W8H"" target=""_blank"">Counterparty Report</a>","",""
