"Id","IsDeleted","LLC_BI__Classification__c","LLC_BI__Spread_Statement_Record__c","LLC_BI__lookupKey__c","Name"
"a3fDV000001T9PYYA0","false","a3YDV000000vWfa2AE","a18DV0000033qi3YAA","42449949123795177","a3jbn000000ldxv"
"a3fDV000001T9T5YAK","false","a3YDV000000vXDz2AM","a18DV0000033qNrYAI","42450458571066155","a5xbn000000JoqN"
"a3fDV000001T9lbYAC","false","a3YDV000000vWeu2AE","a18DV0000033qxxYAA","42450725017312440","a9Ibn000001OAiG"
"a3fDV000001T9xjYAC","false","a3YDV000000vWf52AE","a18DV0000033bilYAA","42450911356899160","a5xbn000000JovU"
"a3fDV000001T9kgYAC","false","a3YDV000000vXEQ2A2","a18DV0000033qrvYAA","42451005535750179","a5xbn000000JomM"
"a3fDV000001T9OnYAK","false","a3YDV000000vXId2AM","a18DV0000033qPeYAI","42451110750946020","a5xbn000000JouD"
"a3fDV000001T9TnYAK","false","a3YDV000000vXDz2AM","a18DV0000033qO3YAI","42451554635756894","a5xbn000000Joqy"
"a3fDV000001T9RfYAK","false","a3YDV000000vXJR2A2","a18DV0000033qzbYAA","42451748520426089","a5xbn000000Jous"
"a3fDV000001T9zJYAS","false","a3YDV000000vXGu2AM","a18DV0000033qQSYAY","42452116834059727","a3fbn000000fu1z"
"a3fDV000001T9YxYAK","false","a3YDV000000vWf02AE","a18DV0000033qVUYAY","42453041035930937","a3jbn000000le0C"
"a3fDV000001T9TlYAK","false","a3YDV000000vXDz2AM","a18DV0000033qNyYAI","42453876563404564","a5xbn000000Joqw"
"a3fDV000001T9FoYAK","false","a3YDV000000vWf22AE","a18DV0000033bLAYAY","42454938056245505","a3f8c000000BtOi"
"a3fDV000001T98iYAC","false","a3YDV000000vWf82AE","a18DV0000033ayKYAQ","42455198754080845","a4T8c000000RKgB"
"a3fDV000001T9YIYA0","false","a3YDV000000vWeu2AE","a18DV0000033qVIYAY","42455335982512404","a3jbn000000ldzm"
"a3fDV000001T9JsYAK","false","a3YDV000000vXGY2A2","a18DV0000033qeaYAA","42455561494093843","a5xbn000000Jp0k"
"a3fDV000001T9pBYAS","false","a3YDV000000vWeu2AE","a18DV0000033qp9YAA","42456493954660494","a9Ibn000001OBEu"
"a3fDV000001T9HMYA0","false","a3YDV000000vWet2AE","a18DV0000033bQdYAI","42456583155285105","a5x8c0000019SXV"
"a3fDV000001T9AbYAK","false","a3YDV000000vWf12AE","a18DV0000033b1CYAQ","42457219513183129","a5x8c0000019SW9"
"a3fDV000001T9qCYAS","false","a3YDV000000vXDz2AM","a18DV0000033balYAA","42457413872108341","a5xbn000000Jomi"
"a3fDV000001T9AmYAK","false","a3YDV000000vWf12AE","a18DV0000033b1NYAQ","42457676793969851","a5x8c0000019SWB"
"a3fDV000001T9KSYA0","false","a3YDV000000vXGk2AM","a18DV0000033qUJYAY","42457745461962848","a3fbn000000fu3k"
"a3fDV000001T9mrYAC","false","a3YDV000000vXGD2A2","a18DV0000033qskYAA","42457772382200983","a5xbn000000Jown"
"a3fDV000001T9GUYA0","false","a3YDV000000vWfG2AU","a18DV0000033bPeYAI","42457847605220357","a5x8c0000019SWg"
"a3fDV000001T9ZhYAK","false","a3YDV000000vWf22AE","a18DV0000033qViYAI","42457852448950487","a3jbn000000le0M"
"a3fDV000001T9R4YAK","false","a3YDV000000vWew2AE","a18DV0000033qzQYAQ","42457978975366846","a9Ibn000001OBEv"
"a3fDV000001T9VNYA0","false","a3YDV000000vXFM2A2","a18DV0000033bYsYAI","42458790308893287","a3fbn000000fu4A"
"a3fDV000001T9mlYAC","false","a3YDV000000vXGD2A2","a18DV0000033qsyYAA","42458866169359551","a5xbn000000Jowg"
"a3fDV000001T9NnYAK","false","a3YDV000000vXE92AM","a18DV0000033r2CYAQ","42458982456431683","a6Qbn000000HYOk"
"a3fDV000001T9b1YAC","false","a3YDV000000vXDz2AM","a18DV0000033r0FYAQ","42459105645543922","a5xbn000000Jov4"
"a3fDV000001T9k2YAC","false","a3YDV000000vWfG2AU","a18DV0000033qZ4YAI","42459541733923158","a3jbn000000ldwT"
"a3fDV000001T9zMYAS","false","a3YDV000000vXFd2AM","a18DV0000033qYKYAY","42459582567309495","a5xbn000000Jotu"
"a3fDV000001T9ScYAK","false","a3YDV000000vXDz2AM","a18DV0000033r8ZYAQ","42459609955932065","a5xbn000000Jopz"
"a3fDV000001T9IOYA0","false","a3YDV000000vXEp2AM","a18DV0000033qeVYAQ","42460014516886650","a5xbn000000Jp0H"
"a3fDV000001T9jrYAC","false","a3YDV000000vXHw2AM","a18DV0000033qZ0YAI","42460101115730263","a5xbn000000JotG"
"a3fDV000001T9UJYA0","false","a3YDV000000vXDz2AM","a18DV0000033r8AYAQ","42460426485663921","a5xbn000000JorQ"
"a3fDV000001T9SwYAK","false","a3YDV000000vXGe2AM","a18DV0000033qNiYAI","42460449951751732","a5xbn000000JoqE"
"a3fDV000001T9BYYA0","false","a3YDV000000vWfG2AU","a18DV0000033b2PYAQ","42461041524085376","a5x8c0000019SWj"
"a3fDV000001T9iYYAS","false","a3YDV000000vWf62AE","a18DV0000033qORYAY","42461086028669831","a3fbn000000fu1B"
"a3fDV000001T9uXYAS","false","a3YDV000000vXI72AM","a18DV0000033qZkYAI","42461177488840122","a3fbn000000fu1d"
"a3fDV000001T9z0YAC","false","a3YDV000000vWet2AE","a18DV0000033qP5YAI","42461183667648424","a3fbn000000fu1u"
"a3fDV000001T98aYAC","false","a3YDV000000vWfM2AU","a18DV0000033ayuYAA","42461728729724970","a4T8c000000RKg5"
"a3fDV000001T9RbYAK","false","a3YDV000000vXHe2AM","a18DV0000033qyeYAA","42462089272471596","CFAvailtoServiceDebt"
"a3fDV000001T9FBYA0","false","a3YDV000000vWfG2AU","a18DV0000033bKHYAY","42462325203795555","a5x8c0000019SVu"
"a3fDV000001T9DTYA0","false","a3YDV000000vWet2AE","a18DV0000033bHxYAI","42462557203292986","a4T8c000000RKg4"
"a3fDV000001T9MeYAK","false","a3YDV000000vWfR2AU","a18DV0000033quFYAQ","42462564979806243","a3fbn000000fu0t"
"a3fDV000001T98TYAS","false","a3YDV000000vWet2AE","a18DV0000033ay9YAA","42462950165950228","a4T8c000000RKg3"
"a3fDV000001T9pcYAC","false","a3YDV000000vXDz2AM","a18DV0000033qQeYAI","42463130184876609","a5xbn000000Joul"
"a3fDV000001T9pbYAC","false","a3YDV000000vWet2AE","a18DV0000033bZJYAY","42463359367617321","a9Ibn000001OBFd"
"a3fDV000001T9krYAC","false","a3YDV000000vWer2AE","a18DV0000033qnlYAA","42463364836987373","a9Ibn000001OBEp"
"a3fDV000001T9QEYA0","false","a3YDV000000vXDz2AM","a18DV0000033qq3YAA","42464562977692386","a3jbn000000ldyI"
"a3fDV000001T9hzYAC","false","a3YDV000000vXG32AM","a18DV0000033r7ZYAQ","42464568325451931","a5xbn000000JosU"
"a3fDV000001T9nFYAS","false","a3YDV000000vXJk2AM","a18DV0000033qtGYAQ","42464580710512082","a5xbn000000JoxA"
"a3fDV000001T999YAC","false","a3YDV000000vWfJ2AU","a18DV0000033azXYAQ","42464867973977778","a4T8c000000RKgP"
"a3fDV000001T9MpYAK","false","a3YDV000000vXFl2AM","a18DV0000033r1PYAQ","42464927823432229","a3fbn000000fu0x"
"a3fDV000001T9xOYAS","false","a3YDV000000vXDz2AM","a18DV0000033qhDYAQ","42465512119300359","a5xbn000000Jp45"
"a3fDV000001T9xpYAC","false","a3YDV000000vWf82AE","a18DV0000033bioYAA","42466268495682120","a5xbn000000Jp4F"
"a3fDV000001T9b6YAC","false","a3YDV000000vXDz2AM","a18DV0000033qqUYAQ","42466434687479127","a5xbn000000Jov9"
"a3fDV000001T9z5YAC","false","a3YDV000000vXEG2A2","a18DV0000033qYEYAY","42466468995038164","a3jbn000000ldx7"
"a3fDV000001T9bRYAS","false","a3YDV000000vWf82AE","a18DV0000033r6DYAQ","42466569732381664","a5xbn000000JovS"
"a3fDV000001T9O1YAK","false","a3YDV000000vXGA2A2","a18DV0000033r2dYAA","42467008683297481","a3jbn000000ldvn"
"a3fDV000001T9xHYAS","false","a3YDV000000vXHH2A2","a18DV0000033qLsYAI","42467107037374013","a5xbn000000Jp5C"
"a3fDV000001T9NbYAK","false","a3YDV000000vWfG2AU","a18DV0000033r2yYAA","42467471002416342","a4Wbn000000hSHG"
"a3fDV000001T9E8YAK","false","a3YDV000000vWfI2AU","a18DV0000033bJ5YAI","42467707803918751","a4T8c000000RKgN"
"a3fDV000001T9dLYAS","false","a3YDV000000vWf92AE","a18DV0000033qxmYAA","42467841049940564","a5xbn000000Jovf"
"a3fDV000001T9EKYA0","false","a3YDV000000vWfB2AU","a18DV0000033bJIYAY","42468057741516615","a3f8c000000BtOS"
"a3fDV000001T9fzYAC","false","a3YDV000000vXDw2AM","a18DV0000033qMQYAY","42468738272662484","a5xbn000000Jolw"
"a3fDV000001T9nNYAS","false","a3YDV000000vXGE2A2","a18DV0000033qsdYAA","42468780868534687","a5xbn000000JoxI"
"a3fDV000001T9AwYAK","false","a3YDV000000vWf22AE","a18DV0000033ayWYAQ","42468877266483166","a4T8c000000RKhH"
"a3fDV000001T9AeYAK","false","a3YDV000000vWf12AE","a18DV0000033b1FYAQ","42468940200386096","a4T8c000000RKh5"
"a3fDV000001T9BdYAK","false","a3YDV000000vWf12AE","a18DV0000033b2UYAQ","42468969685418590","a5x8c0000019SWo"
"a3fDV000001T9XVYA0","false","a3YDV000000vXEi2AM","a18DV0000033qRuYAI","42469868419068766","a5xbn000000Jp5f"
"a3fDV000001T9mEYAS","false","a3YDV000000vXE22AM","a18DV0000033qmKYAQ","42469916159025838","M1 3 Expenses"
"a3fDV000001T9LQYA0","false","a3YDV000000vXFm2AM","a18DV0000033qVHYAY","42470502852675432","a5xbn000000Jp1F"
"a3fDV000001T9vFYAS","false","a3YDV000000vXDv2AM","a18DV0000033qY9YAI","42470565873428755","a5xbn000000Jots"
"a3fDV000001T9gjYAC","false","a3YDV000000vXGh2AM","a18DV0000033qhfYAA","42470887540249248","a5xbn000000Jp2c"
"a3fDV000001T9Q1YAK","false","a3YDV000000vXJ52AM","a18DV0000033qpmYAA","42471244589052328","a3fbn000000fu2k"
"a3fDV000001T9g0YAC","false","a3YDV000000vWfB2AU","a18DV0000033qMQYAY","42471584998507989","a5xbn000000Jolx"
"a3fDV000001T9KjYAK","false","a3YDV000000vXK62AM","a18DV0000033qelYAA","42471972815926856","a3jbn000000ldzY"
"a3fDV000001T9pQYAS","false","a3YDV000000vXGW2A2","a18DV0000033bYnYAI","42472129250774675","a5xbn000000Jp6I"
"a3fDV000001T9AWYA0","false","a3YDV000000vWf02AE","a18DV0000033b17YAA","42473231998089587","a4T8c000000RKh0"
"a3fDV000001T9d6YAC","false","a3YDV000000vXFM2A2","a18DV0000033qxgYAA","42473370358276154","a5xbn000000JovT"
"a3fDV000001T9vlYAC","false","a3YDV000000vXGl2AM","a18DV0000033qMBYAY","42473455107111662","a5xbn000000Jouu"
"a3fDV000001T9LzYAK","false","a3YDV000000vXFP2A2","a18DV0000033qrKYAQ","42473779965229297","a5xbn000000Jonu"
"a3fDV000001T9qxYAC","false","a3YDV000000vXGU2A2","a18DV0000033qtJYAQ","42474066280461663","a5xbn000000Joxd"
"a3fDV000001T9uEYAS","false","a3YDV000000vXEV2A2","a18DV0000033qOoYAI","42474265102627214","a5xbn000000JotW"
"a3fDV000001T9b4YAC","false","a3YDV000000vXDz2AM","a18DV0000033qqVYAQ","42474641112056205","a5xbn000000Jov7"
"a3fDV000001T985YAC","false","a3YDV000000vWeu2AE","a18DV0000033axdYAA","42474871523590383","a4T8c000000RKft"
"a3fDV000001T9ctYAC","false","a3YDV000000vXDz2AM","a18DV0000033qlRYAQ","42475410282628477","a5xbn000000JovP"
"a3fDV000001T9NwYAK","false","a3YDV000000vXG92AM","a18DV0000033r2YYAQ","42475599223717548","a3jbn000000ldvi"
"a3fDV000001T9PlYAK","false","a3YDV000000vXIv2AM","a18DV0000033qi9YAA","42476007802556334","a3jbn000000ldy7"
"a3fDV000001T9oiYAC","false","a3YDV000000vXEG2A2","a18DV0000033qpJYAQ","42476056222893105","a5xbn000000Jp5A"
"a3fDV000001T9m0YAC","false","a3YDV000000vXDz2AM","a18DV0000033qxKYAQ","42476250572844576","a5xbn000000Jov5"
"a3fDV000001T9BbYAK","false","a3YDV000000vWf02AE","a18DV0000033b2SYAQ","42477593894947584","a5x8c0000019SWm"
"a3fDV000001T9trYAC","false","a3YDV000000vWer2AE","a18DV0000033qUcYAI","42477801129201328","a3jbn000000ldyp"
"a3fDV000001T9kiYAC","false","a3YDV000000vXER2A2","a18DV0000033qrxYAA","42478667218914219","a5xbn000000JomN"
"a3fDV000001T9grYAC","false","a3YDV000000vXDz2AM","a18DV0000033bivYAA","42478873814620241","a5xbn000000Jov6"
"a3fDV000001T9wlYAC","false","a3YDV000000vXHf2AM","a18DV0000033qL6YAI","42479155577862278","a5xbn000000JowX"
"a3fDV000001T9lYYAS","false","a3YDV000000vWeu2AE","a18DV0000033qxwYAA","42480166545520355","a9Ibn000001OBEy"
"a3fDV000001T9IlYAK","false","a3YDV000000vXJP2A2","a18DV0000033qUzYAI","42480959242739509","a5xbn000000Jp0S"
"a3fDV000001T9KAYA0","false","a3YDV000000vXDx2AM","a18DV0000033qdIYAQ","42481630264690430","a3fbn000000fu3e"
"a3fDV000001T9ZmYAK","false","a3YDV000000vXHK2A2","a18DV0000033qVlYAI","42482160129762599","a5xbn000000Jp1g"
"a3fDV000001T9BTYA0","false","a3YDV000000vWfH2AU","a18DV0000033b2KYAQ","42482478100736202","a5x8c0000019SWe"
"a3fDV000001T9ORYA0","false","a3YDV000000vXG82AM","a18DV0000033r7BYAQ","42483005578489046","a5xbn000000Jop8"
"a3fDV000001T9dXYAS","false","a3YDV000000vWet2AE","a18DV0000033qnpYAA","42483045317410825","a9Ibn000001OBEr"
"a3fDV000001T9MTYA0","false","a3YDV000000vXDz2AM","a18DV0000033qu7YAA","42483314735039676","a5xbn000000Joo8"
"a3fDV000001T9iZYAS","false","a3YDV000000vXHV2A2","a18DV0000033qOSYAY","42483393255126335","a3fbn000000fu1C"
"a3fDV000001T9SZYA0","false","a3YDV000000vXDz2AM","a18DV0000033r8WYAQ","42483900485880626","a5xbn000000Jopw"
"a3fDV000001T9OdYAK","false","a3YDV000000vXGK2A2","a18DV0000033r3VYAQ","42484169365298302","a5xbn000000JopJ"
"a3fDV000001T9KuYAK","false","a3YDV000000vXDz2AM","a18DV0000033r4BYAQ","42484615543168632","a5xbn000000JowW"
"a3fDV000001T9JYYA0","false","a3YDV000000vWet2AE","a18DV0000033qUfYAI","42484742993228697","a3jbn000000ldx3"
"a3fDV000001T9OfYAK","false","a3YDV000000vWf82AE","a18DV0000033qPQYAY","42484933927449457","a3jbn000000ldxW"
"a3fDV000001T97wYAC","false","a3YDV000000vWeu2AE","a18DV0000033axUYAQ","42485055044818896","a4T8c000000RKfl"
"a3fDV000001T9slYAC","false","a3YDV000000vXDz2AM","a18DV0000033qSuYAI","42485184189680639","a5xbn000000Joz6"
"a3fDV000001T9NNYA0","false","a3YDV000000vXFz2AM","a18DV0000033qitYAA","42485214581065319","a3fbn000000fu13"
"a3fDV000001T9HYYA0","false","a3YDV000000vWet2AE","a18DV0000033bQuYAI","42485698540084668","a5x8c0000019SXi"
"a3fDV000001T9hjYAC","false","a3YDV000000vWey2AE","a18DV0000033r92YAA","42486486034111638","a4Wbn000000hSHh"
"a3fDV000001T9RhYAK","false","a3YDV000000vWf42AE","a18DV0000033r6AYAQ","42486576598881032","a5xbn000000Jour"
"a3fDV000001T9baYAC","false","a3YDV000000vWf52AE","a18DV0000033r6GYAQ","42486862074281090","a5xbn000000Jovb"
"a3fDV000001T9UpYAK","false","a3YDV000000vWfG2AU","a18DV0000033r7pYAA","42486959169106490","a4Wbn000000hSHM"
"a3fDV000001T9IqYAK","false","a3YDV000000vXEQ2A2","a18DV0000033qcvYAA","42487313177823651","priorperiodnetprofit"
"a3fDV000001T9SoYAK","false","a3YDV000000vXGa2AM","a18DV0000033r7SYAQ","42487704325308089","a5xbn000000Joq8"
"a3fDV000001T9ztYAC","false","a3YDV000000vWfJ2AU","a18DV0000033qXoYAI","42487846797966163","a3fbn000000fu2H"
"a3fDV000001T9YiYAK","false","a3YDV000000vWet2AE","a18DV0000033qX2YAI","42487919958461103","a3fbn000000fu3o"
"a3fDV000001T9dQYAS","false","a3YDV000000vXHN2A2","a18DV0000033qxpYAA","42488424965456249","a5xbn000000Jovk"
"a3fDV000001T9STYA0","false","a3YDV000000vXDz2AM","a18DV0000033qNfYAI","42489025003418296","a5xbn000000Jops"
"a3fDV000001T9umYAC","false","a3YDV000000vWfG2AU","a18DV0000033qZ8YAI","42489154838547907","a3jbn000000ldwS"
"a3fDV000001T9MoYAK","false","a3YDV000000vXFk2AM","a18DV0000033r1OYAQ","42489285180749831","a3fbn000000fu0w"
"a3fDV000001T9PkYAK","false","a3YDV000000vXIu2AM","a18DV0000033qi8YAA","42489434942770704","a3jbn000000ldy6"
"a3fDV000001T9cLYAS","false","a3YDV000000vXJb2AM","a18DV0000033qfcYAA","42489659692541246","a5xbn000000JowD"
"a3fDV000001T9WlYAK","false","a3YDV000000vXIL2A2","a18DV0000033bYlYAI","42490039686621362","a5xbn000000Jp5p"
"a3fDV000001T9dgYAC","false","a3YDV000000vXDz2AM","a18DV0000033qmnYAA","42490384417236012","a5xbn000000JovF"
"a3fDV000001T9giYAC","false","a3YDV000000vXHd2AM","a18DV0000033qheYAA","42490574473722228","a5xbn000000Jp2b"
"a3fDV000001T9pJYAS","false","a3YDV000000vWeu2AE","a18DV0000033bYdYAI","42490958148122391","a9Ibn000001OBFY"
"a3fDV000001T9iXYAS","false","a3YDV000000vXGp2AM","a18DV0000033qORYAY","42491920950563247","a3fbn000000fu1A"
"a3fDV000001T9QKYA0","false","a3YDV000000vXDz2AM","a18DV0000033qa8YAA","42491976483407448","a3jbn000000ldyR"
"a3fDV000001T9EHYA0","false","a3YDV000000vWfB2AU","a18DV0000033bJFYAY","42492187308924396","a4T8c000000RKgX"
"a3fDV000001T9FnYAK","false","a3YDV000000vWf22AE","a18DV0000033bL9YAI","42492798075676959","a4T8c000000RKhB"
"a3fDV000001T9FwYAK","false","a3YDV000000vWf22AE","a18DV0000033bLIYAY","42492885876122493","a4T8c000000RKhI"
"a3fDV000001T9rwYAC","false","a3YDV000000vXDz2AM","a18DV0000033qTmYAI","42492965026158717","a5xbn000000JoyS"
"a3fDV000001T9zpYAC","false","a3YDV000000vWfJ2AU","a18DV0000033qXmYAI","42493298383692566","a3fbn000000fu2D"
"a3fDV000001T9d7YAC","false","a3YDV000000vWf52AE","a18DV0000033qxgYAA","42493527276354582","a5xbn000000JovU"
"a3fDV000001T9zeYAC","false","a3YDV000000vWet2AE","a18DV0000033qZuYAI","42493596175073172","a3fbn000000fu27"
"a3fDV000001T9pPYAS","false","a3YDV000000vXDx2AM","a18DV0000033r5iYAA","42493672286362677","a5xbn000000Jp6H"
"a3fDV000001T9oRYAS","false","a3YDV000000vWf82AE","a18DV0000033qoUYAQ","42493999169398164","a3jbn000000le44"
"a3fDV000001T9kYYAS","false","a3YDV000000vXDz2AM","a18DV0000033qrhYAA","42494156086174381","a5xbn000000JomE"
"a3fDV000001T9DmYAK","false","a3YDV000000vWf82AE","a18DV0000033bIcYAI","42494380519448819","a3f8c000000BtON"
"a3fDV000001T9LkYAK","false","a3YDV000000vXFC2A2","a18DV0000033qkDYAQ","42494439506326610","a5xbn000000Jono"
"a3fDV000001T9m1YAC","false","a3YDV000000vXDz2AM","a18DV0000033qxLYAQ","42494557521008622","a5xbn000000Jov6"
"a3fDV000001T9iNYAS","false","a3YDV000000vWfG2AU","a18DV0000033r7lYAA","42494617826890187","a4Wbn000000hSHr"
"a3fDV000001T9ZFYA0","false","a3YDV000000vXIR2A2","a18DV0000033qX8YAI","42495166033700122","a3fbn000000fu3w"
"a3fDV000001T9GGYA0","false","a3YDV000000vWfA2AU","a18DV0000033bPOYAY","42495300934668982","a5x8c0000019SWS"
"a3fDV000001T9LiYAK","false","a3YDV000000vXFA2A2","a18DV0000033qk8YAA","42495327402918303","a5xbn000000Jonm"
"a3fDV000001T9ymYAC","false","a3YDV000000vXDx2AM","a18DV0000033qgCYAQ","42495634161566492","a3fbn000000fu4l"
"a3fDV000001T9r5YAC","false","a3YDV000000vXDz2AM","a18DV0000033qTgYAI","4249618692486966","a5xbn000000Joxk"
"a3fDV000001T9woYAC","false","a3YDV000000vXDz2AM","a18DV0000033qL9YAI","42496590281977227","a5xbn000000Jouy"
"a3fDV000001T98xYAC","false","a3YDV000000vWf82AE","a18DV0000033azEYAQ","42496967348500315","a3f8c000000BtOP"
"a3fDV000001T9SUYA0","false","a3YDV000000vXDz2AM","a18DV0000033qNgYAI","42497103403848375","a5xbn000000Jopt"
"a3fDV000001T9yqYAC","false","a3YDV000000vXGm2AM","a18DV0000033qMhYAI","42497345227305659","a5xbn000000Jp4f"
"a3fDV000001T9dJYAS","false","a3YDV000000vWfI2AU","a18DV0000033qxlYAA","42497463357453060","a5xbn000000Jovd"
"a3fDV000001T9glYAC","false","a3YDV000000vXDz2AM","a18DV0000033bikYAA","42498314061609153","a5xbn000000Jov2"
"a3fDV000001T9FtYAK","false","a3YDV000000vWf22AE","a18DV0000033bLFYAY","42498554746709274","a4T8c000000RKhF"
"a3fDV000001T9aOYAS","false","a3YDV000000vWf22AE","a18DV0000033qXWYAY","42498568961234156","a3jbn000000le0T"
"a3fDV000001T9QaYAK","false","a3YDV000000vXGy2AM","a18DV0000033qyLYAQ","42500513427473373","a5xbn000000JouR"
"a3fDV000001T9ySYAS","false","a3YDV000000vXHA2A2","a18DV0000033qWHYAY","42500603221146647","a5xbn000000Jp4W"
"a3fDV000001T9uvYAC","false","a3YDV000000vWf12AE","a18DV0000033qXhYAI","42500824083104680","a3jbn000000ldwi"
"a3fDV000001T9w0YAC","false","a3YDV000000vXEp2AM","a18DV0000033qhPYAQ","42501502336973631","a5xbn000000Jomv"
"a3fDV000001T9uwYAC","false","a3YDV000000vXIB2A2","a18DV0000033qXiYAI","42502660293356603","a5xbn000000Jotk"
"a3fDV000001T9i5YAC","false","a3YDV000000vXHP2A2","a18DV0000033r7cYAA","42503302299265136","a5xbn000000Josa"
"a3fDV000001T9kuYAC","false","a3YDV000000vWes2AE","a18DV0000033qnmYAA","42504018576732578","a9Ibn000001OBEq"
"a3fDV000001T9WcYAK","false","a3YDV000000vXH82AM","a18DV0000033qasYAA","42504235121789652","a3fbn000000fu4U"
"a3fDV000001T9nBYAS","false","a3YDV000000vXJk2AM","a18DV0000033qtCYAQ","42504452302085086","a5xbn000000Jox6"
"a3fDV000001T9PwYAK","false","a3YDV000000vXJ02AM","a18DV0000033qpgYAA","42504703819823198","a3fbn000000fu2f"
"a3fDV000001T9OAYA0","false","a3YDV000000vXGB2A2","a18DV0000033r2mYAA","42504709772766549","a3jbn000000ldvw"
"a3fDV000001T9igYAC","false","a3YDV000000vWf62AE","a18DV0000033qOVYAY","42505432600357208","a3fbn000000fu1B"
"a3fDV000001T9mfYAC","false","a3YDV000000vXGD2A2","a18DV0000033qssYAA","42505493580893190","a5xbn000000Jowa"
"a3fDV000001T9leYAC","false","a3YDV000000vWew2AE","a18DV0000033qxtYAA","42505675990790720","a6Qbn000000HYOu"
"a3fDV000001T9thYAC","false","a3YDV000000vXEm2AM","a18DV0000033qeYYAQ","42505904146308783","a5xbn000000Jozt"
"a3fDV000001T9ooYAC","false","a3YDV000000vWes2AE","a18DV0000033qcTYAQ","42506275415974609","a9Ibn000001OBF1"
"a3fDV000001T9IrYAK","false","a3YDV000000vXEP2A2","a18DV0000033qcwYAA","42506612564998779","priorperiodoperatingprofit"
"a3fDV000001T9A3YAK","false","a3YDV000000vWfG2AU","a18DV0000033b0ZYAQ","42506806797996364","a4T8c000000RKgn"
"a3fDV000001T9vyYAC","false","a3YDV000000vXEo2AM","a18DV0000033qhOYAQ","42507446003243994","a5xbn000000Jomq"
"a3fDV000001T9vbYAC","false","a3YDV000000vWf12AE","a18DV0000033qYDYAY","42508592706247515","a3jbn000000ldx1"
"a3fDV000001T9DIYA0","false","a3YDV000000vWet2AE","a18DV0000033bHgYAI","42508707809345812","a4S8c0000015yqK"
"a3fDV000001T9lxYAC","false","a3YDV000000vXDz2AM","a18DV0000033qxHYAQ","42508803619048828","a5xbn000000Jov1"
"a3fDV000001T9dtYAC","false","a3YDV000000vWfF2AU","a18DV0000033qo8YAA","42509122893119670","a4Wbn000000hSHB"
"a3fDV000001T9PMYA0","false","a3YDV000000vWfa2AE","a18DV0000033qhxYAA","42509542733915326","a5xbn000000JouJ"
"a3fDV000001T9eZYAS","false","a3YDV000000vWf52AE","a18DV0000033qgdYAA","42509633496135126","a3fbn000000fu46"
"a3fDV000001T9KDYA0","false","a3YDV000000vWf92AE","a18DV0000033qdJYAQ","42509698945941900","a3fbn000000fu3g"
"a3fDV000001T9KxYAK","false","a3YDV000000vXDz2AM","a18DV0000033r4EYAQ","42510194813834518","a5xbn000000JowY"
"a3fDV000001T9ZKYA0","false","a3YDV000000vWf12AE","a18DV0000033qVWYAY","42510287266558244","a3jbn000000le0D"
"a3fDV000001T9f8YAC","false","a3YDV000000vXHq2AM","a18DV0000033quUYAQ","42510604475555510","a5xbn000000Jp21"
"a3fDV000001T9s6YAC","false","a3YDV000000vXFn2AM","a18DV0000033qU0YAI","42510851046136226","a5xbn000000Joyb"
"a3fDV000001T9ihYAC","false","a3YDV000000vXHY2A2","a18DV0000033qPAYAY","42510872935162110","a3fbn000000fu1F"
"a3fDV000001T9mqYAC","false","a3YDV000000vXGD2A2","a18DV0000033qtHYAQ","42511016038543730","a5xbn000000Jowl"
"a3fDV000001T9NBYA0","false","a3YDV000000vXFs2AM","a18DV0000033qiJYAQ","42511088918406322","a5xbn000000JooX"
"a3fDV000001T9feYAC","false","a3YDV000000vXFv2AM","a18DV0000033qLNYAY","42511348520460848","a5xbn000000Jp2I"
"a3fDV000001T9fvYAC","false","a3YDV000000vXDv2AM","a18DV0000033qMOYAY","42511689511012360","a5xbn000000Jolu"
"a3fDV000001T98DYAS","false","a3YDV000000vWex2AE","a18DV0000033axnYAA","42511780530036349","a4T8c000000RKfz"
"a3fDV000001T9G9YAK","false","a3YDV000000vWf82AE","a18DV0000033bPHYAY","42512393830389081","a5x8c0000019SWL"
"a3fDV000001T9DYYA0","false","a3YDV000000vWf72AE","a18DV0000033bIOYAY","42513034258160270","a3f8c000000BtOJ"
"a3fDV000001T9BQYA0","false","a3YDV000000vWfG2AU","a18DV0000033b2HYAQ","42513223729678277","a5x8c0000019SWb"
"a3fDV000001T9hqYAC","false","a3YDV000000vXG52AM","a18DV0000033r96YAA","42513602848236714","a5xbn000000JosM"
"a3fDV000001T9MlYAK","false","a3YDV000000vXFj2AM","a18DV0000033quOYAQ","42513715219830610","a5xbn000000JooC"
"a3fDV000001T9o9YAC","false","a3YDV000000vXI82AM","a18DV0000033bY8YAI","42513955457382885","a5xbn000000Jp68"
"a3fDV000001T9JiYAK","false","a3YDV000000vXHK2A2","a18DV0000033qdMYAQ","42514873848664948","a5xbn000000Jp0h"
"a3fDV000001T9OJYA0","false","a3YDV000000vXGD2A2","a18DV0000033r3kYAA","42515578842272736","a5xbn000000Jooz"
"a3fDV000001T9qWYAS","false","a3YDV000000vWeu2AE","a18DV0000033bYfYAI","42515594542823104","a9Ibn000001OBFi"
"a3fDV000001T9iyYAC","false","a3YDV000000vXGj2AM","a18DV0000033qQBYAY","42516537519216165","templatechangeinre"
