"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","LLC_BI__Budget_Template_Id__c","LLC_BI__Budget_Template__c","LLC_BI__Description__c","LLC_BI__Is_Initially_Editable__c","LLC_BI__Is_Template__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Allocated__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_Remaining__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Total_Allocated__c","LLC_BI__Total_Budget_Amount__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__Total_Remaining__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Hard_Costs__c","LLC_BI__Percent_Other_Costs__c","LLC_BI__Percent_Soft_Costs__c","LLC_BI__Total_Hard_Costs__c","LLC_BI__Total_Other_Costs__c","LLC_BI__Total_Soft_Costs__c","AutorabitExtId__c","YM_ExternalIDDestination__c","YM_ExternalIDSource__c"
"a258c000004VBJwAAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42522583177688671","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJxAAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42542914142876583","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJyAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42618541838166399","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBJzAAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42658567736529257","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK0AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42663125339013752","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK2AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42733685110282543","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK3AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","42940878705367836","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK5AAO","0058c00000BxeO9AAJ","false","Swimming Pool Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","96gcetgjg69r55mb72","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK7AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254S0000006XjeQAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK8AAO","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254S0000006XjfQAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBK9AAO","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254S0000006XjgQAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKBAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002ZgNzQAK","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKCAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002ZgO0QAK","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKDAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002ZgO1QAK","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKFAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002i4CoQAI","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKGAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002i4CpQAI","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKHAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a254W000002i4CqQAI","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDUAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a255f000001fQo4AAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDVAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a255f000001fQo5AAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDWAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a255f000001fQo6AAE","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKOAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a258c000003SSUUAA4","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKPAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a258c000003SSUVAA4","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKQAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a258c000003SSUWAA4","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDQAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Ho000003PYyeIAG","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDRAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Ho000003PYyfIAG","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBDSAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Ho000003PYygIAG","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKSAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Hu000005tejXIAQ","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKTAA4","0058c00000BxeO9AAJ","false","CLA Simple Budget 2 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Hu000005tejYIAQ","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKUAA4","0058c00000BxeO9AAJ","false","CLA Complex Budget 1 Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","a25Hu000005tejZIAQ","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKJAA4","0058c00000BxeO9AAJ","false","Residential Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","m47rwh80tij7dno12c","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000002D5uQAAS","0058c00000BxeO9AAJ","false","Swimming Pool Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","noumsrsw8zvk9qpfuj","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKKAA4","0058c00000BxeO9AAJ","false","Residential Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","t9fuq012tnzadfit8v","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKLAA4","0058c00000BxeO9AAJ","false","Commercial Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","x93i7svko56i9otrvj","","","","","true","0.0","0.0","0.0","","","true","","",""
"a258c000004VBKMAA4","0058c00000BxeO9AAJ","false","Commercial Construction Budget Template","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","z2hxx1clp02cxmb4ba","","","","","true","0.0","0.0","0.0","","","true","","",""
"a1WWE000004pp292AA","005al00000RVvFOAA1","false","Commercial Construction Budget Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","","Metzger is using this as a budget template_4","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","x93i7svko56i9otrvj","","","","0.0","0.0","0.0","a1WWD000002M0SG2A0","",""
"a1WWE000004pp2O2AQ","005al00000RVvFOAA1","false","Commercial Construction Budget Template","2026-05-12T13:54:24.000Z","005al00000RVcKvAAL","2026-08-13T16:59:17.000Z","005al00000RVvFOAA1","2026-08-13T16:59:17.000Z","","","","","","","true","true","0.0","","","","","0.0","0.0","0.0","0.0","0.0","z2hxx1clp02cxmb4ba","","","","0.0","0.0","0.0","a1WWD000002M0SH2A0","",""
