"Id","IsDeleted","LLC_BI__Amount_Budgeted__c","LLC_BI__Budget__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","AutorabitExtId__c"
"a238c0000054JJQAA2","false","","","","","","","","","Impact Fees","","20.0","","a258c000004VBKMAA4","900.0","Soft cost","CLA-BD-0010262","","","","","","","","",""
"a238c0000054JJRAA2","false","","","","","","","","","Furniture, Fixtures & Equipment","","9.0","","a258c000004VBKLAA4","","Soft cost","CLA-BD-0010263","","","","","","","","",""
"a238c0000054JJSAA2","false","","","","","","","","","Bonds & Insurance","","504.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010264","","","","","","","","",""
"a238c0000054Il8AAE","false","","","","","","","","","Appraisal","","4.0","","a258c000004VBCXAA4","","Soft cost","CLA-BD-0008362","","","","","","","","",""
"a238c0000054JJUAA2","false","","","","","","","","","Appraisal","","503.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0010266","","","","","","","","",""
"a238c0000054JJXAA2","false","","","","","","","","","Insurance","","330.0","","a258c000004VBKLAA4","1800.0","Soft cost","CLA-BD-0010269","","","","","","","","",""
"a238c0000054IlBAAU","false","","","","","","","","","Marketing","","10.0","","a258c000004VBCXAA4","","Soft cost","CLA-BD-0008365","","","","","","","","",""
"a238c0000054JJZAA2","false","","","","","","","","","Surveys","","501.0","","a258c000004VBKKAA4","550.0","Soft cost","CLA-BD-0010271","","","","","","","","",""
"a238c0000054JJfAAM","false","","","","","","","","","Taxes","","310.0","","a258c000004VBKMAA4","2600.0","Soft cost","CLA-BD-0010277","","","","","","","","",""
"a238c0000054IlDAAU","false","","","","","","","","","Furniture, Fixtures & Equipment","","9.0","","a258c000004VBCUAA4","50000.0","Soft cost","CLA-BD-0008367","","","","","","","","",""
"a238c0000054IlEAAU","false","","","","","","","","","Taxes","","310.0","","a258c000004VBCUAA4","2600.0","Soft cost","CLA-BD-0008368","","","","","","","","",""
"a238c0000054JJqAAM","false","","","","","","","","","Water & Sewer Inspection","","506.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010288","","","","","","","","",""
"a238c0000054JJrAAM","false","","","","","","","","","Impact Fees","","502.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0010289","","","","","","","","",""
"a238c0000054JJsAAM","false","","","","","","","","","Bonds & Insurance","","504.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0010290","","","","","","","","",""
"a238c0000054IlJAAU","false","","","","","","","","","Bonds & Insurance","","6.0","","a258c000004VBCUAA4","","Soft cost","CLA-BD-0008373","","","","","","","","",""
"a238c0000054IlLAAU","false","","","","","","","","","Impact Fees","","20.0","","a258c000004VBCUAA4","900.0","Soft cost","CLA-BD-0008375","","","","","","","","",""
"a238c0000054JK0AAM","false","","","","","","","","","Permits / Fees","","10.0","","a258c000004VBKLAA4","1200.0","Soft cost","CLA-BD-0010298","","","","","","","","",""
"a238c0000054JK1AAM","false","","","","","","","","","Furniture, Fixtures & Equipment","","508.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0010299","","","","","","","","",""
"a238c0000054JK2AAM","false","","","","","","","","","Taxes","","507.0","","a258c000004VBKKAA4","2300.0","Soft cost","CLA-BD-0010300","","","","","","","","",""
"a238c0000054IlUAAU","false","","","","","","","","","Architectural & Engineering","","2.0","","a258c000004VBCUAA4","","Soft cost","CLA-BD-0008384","","","","","","","","",""
"a238c0000054JK7AAM","false","","","","","","","","","Insurance","","330.0","","a258c000004VBKMAA4","1800.0","Soft cost","CLA-BD-0010305","","","","","","","","",""
"a238c0000054IlWAAU","false","","","","","","","","","Marketing","","10.0","","a258c000004VBCUAA4","0.0","Soft cost","CLA-BD-0008386","","","","","","","","",""
"a238c0000054IlXAAU","false","","","","","","","","","Surveys","","11.0","","a258c000004VBCXAA4","850.0","Soft cost","CLA-BD-0008387","","","","","","","","",""
"a238c0000054IlaAAE","false","","","","","","","","","Contingency - Soft Costs","","11.0","","a258c000004VBCUAA4","13000.0","Soft cost","CLA-BD-0008390","","","","","","","","",""
"a238c0000054JKGAA2","false","","","","","","","","","Legal Fees","","220.0","","a258c000004VBKJAA4","1200.0","Soft cost","CLA-BD-0010314","","","","","","","","",""
"a238c0000054JKHAA2","false","","","","","","","","","Architectural & Engineering Fees","","500.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0010315","","","","","","","","",""
"a238c0000054IlhAAE","false","","","","","","","","","Permits / Fees","","10.0","","a258c000004VBCXAA4","1200.0","Soft cost","CLA-BD-0008397","","","","","","","","",""
"a238c0000054IliAAE","false","","","","","","","","","Water & Sewer Inspection","","30.0","","a258c000004VBCUAA4","800.0","Soft cost","CLA-BD-0008398","","","","","","","","",""
"a238c0000054IlkAAE","false","","","","","","","","","Water & Sewer Inspection","","30.0","","a258c000004VBCXAA4","800.0","Soft cost","CLA-BD-0008400","","","","","","","","",""
"a238c0000054JKOAA2","false","","","","","","","","","Marketing","","511.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010322","","","","","","","","",""
"a238c0000054JKPAA2","false","","","","","","","","","Contingency - Soft Costs","","11.0","","a258c000004VBKLAA4","","Soft cost","CLA-BD-0010323","","","","","","","","",""
"a238c0000054IlpAAE","false","","","","","","","","","Architectural & Engineering","","2.0","","a258c000004VBCXAA4","100000.0","Soft cost","CLA-BD-0008405","","","","","","","","",""
"a238c0000054JKRAA2","false","","","","","","","","","Architectural & Engineering Fees","","500.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010325","","","","","","","","",""
"a238c0000054JKTAA2","false","","","","","","","","","Architectural & Engineering","","2.0","","a258c000004VBKMAA4","","Soft cost","CLA-BD-0010327","","","","","","","","",""
"a238c0000054JKUAA2","false","","","","","","","","","Legal Fees","","220.0","","a258c000004VBKKAA4","1200.0","Soft cost","CLA-BD-0010328","","","","","","","","",""
"a238c0000054IlqAAE","false","","","","","","","","","Insurance","","330.0","","a258c000004VBCXAA4","1800.0","Soft cost","CLA-BD-0008406","","","","","","","","",""
"a238c0000054JKXAA2","false","","","","","","","","","Transfer Taxes","","509.0","","a258c000004VBKJAA4","1000.0","Soft cost","CLA-BD-0010331","","","","","","","","",""
"a238c0000054JKeAAM","false","","","","","","","","","Bonds & Insurance","","6.0","","a258c000004VBKMAA4","","Soft cost","CLA-BD-0010338","","","","","","","","",""
"a238c0000054JKgAAM","false","","","","","","","","","Impact Fees","","502.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010340","","","","","","","","",""
"a238c0000054JKjAAM","false","","","","","","","","","Design Fees","","210.0","","a258c000004VBKKAA4","","Soft cost","CLA-BD-0010343","","","","","","","","",""
"a238c0000054Im6AAE","false","","","","","","","","","Contingency - Soft Costs","","11.0","","a258c000004VBCXAA4","","Soft cost","CLA-BD-0008422","","","","","","","","",""
"a238c0000054ImAAAU","false","","","","","","","","","Appraisal","","4.0","","a258c000004VBCUAA4","","Soft cost","CLA-BD-0008426","","","","","","","","",""
"a238c0000054JKrAAM","false","","","","","","","","","Contingency - Soft Costs","","11.0","","a258c000004VBKMAA4","","Soft cost","CLA-BD-0010351","","","","","","","","",""
"a238c0000054J47AAE","false","","","","","","","","","Design Fees","","210.0","","a258c000004VBKJAA4","","Soft cost","CLA-BD-0009313","","","","","","","","",""
"a238c0000054J48AAE","false","","","","","","","","","Title Insurance/Recording","","7.0","","a258c000004VBKLAA4","","Soft cost","CLA-BD-0009314","","","","","","","","",""
"a238c0000054IiWAAU","false","","","","","","","","","Furniture, Fixtures & Equipment","","9.0","","a258c000004VBCXAA4","","Soft cost","CLA-BD-0008200","","","","","","","","",""
"a238c0000054J4KAAU","false","","","","","","","","","Title Insurance/Recording","","7.0","","a258c000004VBKMAA4","","Soft cost","CLA-BD-0009326","","","","","","","","",""
"a238c0000054IieAAE","false","","","","","","","","","Surveys","","11.0","","a258c000004VBCUAA4","850.0","Soft cost","CLA-BD-0008208","","","","","","","","",""
"a238c0000054IifAAE","false","","","","","","","","","Title Insurance/Recording","","7.0","","a258c000004VBCXAA4","","Soft cost","CLA-BD-0008209","","","","","","","","",""
"a238c0000054JO4AAM","false","0.0","a258c000004VBK6AAO","","Cabinets / Millwork","","88.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFEQAY","CLA-BD-0010550","","","","","","","","",""
"a238c0000054JO5AAM","false","0.0","a258c000004VBK6AAO","","Flooring (Rubber Floor/Silica/ Res-Tek)","","90.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFFQAY","CLA-BD-0010551","","","","","","","","",""
"a238c0000054JO6AAM","false","0.0","a258c000004VBK6AAO","","Lighting Fixtures","","85.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFGQAY","CLA-BD-0010552","","","","","","","","",""
"a238c0000054JO7AAM","false","0.0","a258c000004VBK6AAO","","Corporate Decor Package Installation","","93.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFHQAY","CLA-BD-0010553","","","","","","","","",""
"a238c0000054JO8AAM","false","0.0","a258c000004VBK6AAO","","100 ft secondary service","","84.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFIQAY","CLA-BD-0010554","","","","","","","","",""
"a238c0000054JO9AAM","false","0.0","a258c000004VBK6AAO","","Fire Extinguishers","","87.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFJQAY","CLA-BD-0010555","","","","","","","","",""
"a238c0000054JOAAA2","false","0.0","a258c000004VBK6AAO","","Caulking","","91.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFKQAY","CLA-BD-0010556","","","","","","","","",""
"a238c0000054JOBAA2","false","0.0","a258c000004VBK6AAO","","Toilet Partitions","","89.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFLQAY","CLA-BD-0010557","","","","","","","","",""
"a238c0000054JOCAA2","false","0.0","a258c000004VBK6AAO","","Roofing","","59.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFMQAY","CLA-BD-0010558","","","","","","","","",""
"a238c0000054JODAA2","false","0.0","a258c000004VBK6AAO","","Finish Carpentry Labor","","60.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFNQAY","CLA-BD-0010559","","","","","","","","",""
"a238c0000054JOEAA2","false","0.0","a258c000004VBK6AAO","","Rough Carpentry Labor","","61.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFOQAY","CLA-BD-0010560","","","","","","","","",""
"a238c0000054JOFAA2","false","0.0","a258c000004VBK6AAO","","Rough Carpentry Material","","62.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFPQAY","CLA-BD-0010561","","","","","","","","",""
"a238c0000054JOGAA2","false","0.0","a258c000004VBK6AAO","","Sheet Metal","","63.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFQQAY","CLA-BD-0010562","","","","","","","","",""
"a238c0000054JOHAA2","false","0.0","a258c000004VBK6AAO","","Insulation","","64.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFRQAY","CLA-BD-0010563","","","","","","","","",""
"a238c0000054JOIAA2","false","0.0","a258c000004VBK6AAO","","Glass & Glazing","","65.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFSQAY","CLA-BD-0010564","","","","","","","","",""
"a238c0000054JOJAA2","false","0.0","a258c000004VBK6AAO","","Drywall & Metal Studs","","66.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFTQAY","CLA-BD-0010565","","","","","","","","",""
"a238c0000054JOKAA2","false","0.0","a258c000004VBK6AAO","","Acoustic Tile","","67.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFUQAY","CLA-BD-0010566","","","","","","","","",""
"a238c0000054JOLAA2","false","0.0","a258c000004VBK6AAO","","Painting","","68.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFVQAY","CLA-BD-0010567","","","","","","","","",""
"a238c0000054JOMAA2","false","0.0","a258c000004VBK6AAO","","Ceramic tile","","69.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFWQAY","CLA-BD-0010568","","","","","","","","",""
"a238c0000054JONAA2","false","0.0","a258c000004VBK6AAO","","EIFS / Lath & Plaster","","70.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFXQAY","CLA-BD-0010569","","","","","","","","",""
"a238c0000054JOOAA2","false","0.0","a258c000004VBK6AAO","","Misc. S.S.","","71.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFYQAY","CLA-BD-0010570","","","","","","","","",""
"a238c0000054JOPAA2","false","0.0","a258c000004VBK6AAO","","Toilet accessories","","72.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFZQAY","CLA-BD-0010571","","","","","","","","",""
"a238c0000054JOQAA2","false","0.0","a258c000004VBK6AAO","","GC Installed Items","","73.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFaQAI","CLA-BD-0010572","","","","","","","","",""
"a238c0000054JORAA2","false","0.0","a258c000004VBK6AAO","","H.V.A.C. System","","74.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFbQAI","CLA-BD-0010573","","","","","","","","",""
"a238c0000054JOSAA2","false","0.0","a258c000004VBK6AAO","","TABC - Air Balance (Required)","","75.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFcQAI","CLA-BD-0010574","","","","","","","","",""
"a238c0000054JOTAA2","false","0.0","a258c000004VBK6AAO","","Plumbing","","76.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFdQAI","CLA-BD-0010575","","","","","","","","",""
"a238c0000054JOUAA2","false","0.0","a258c000004VBK6AAO","","Fire Sprinkler (if required)","","77.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFeQAI","CLA-BD-0010576","","","","","","","","",""
"a238c0000054JOVAA2","false","0.0","a258c000004VBK6AAO","","Metal Fab","","78.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFfQAI","CLA-BD-0010577","","","","","","","","",""
"a238c0000054JOWAA2","false","0.0","a258c000004VBK6AAO","","Cedar brackets","","79.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFgQAI","CLA-BD-0010578","","","","","","","","",""
"a238c0000054JOXAA2","false","0.0","a258c000004VBK6AAO","","Termite Treat","","80.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFhQAI","CLA-BD-0010579","","","","","","","","",""
"a238c0000054JOYAA2","false","0.0","a258c000004VBK6AAO","","Electrical Labor","","81.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFiQAI","CLA-BD-0010580","","","","","","","","",""
"a238c0000054JOZAA2","false","0.0","a258c000004VBK6AAO","","Electrical Material","","82.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFjQAI","CLA-BD-0010581","","","","","","","","",""
"a238c0000054JOaAAM","false","0.0","a258c000004VBK6AAO","","Power Management System","","83.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFkQAI","CLA-BD-0010582","","","","","","","","",""
"a238c0000054JObAAM","false","0.0","a258c000004VBK6AAO","","F.R.P. and marlite","","86.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFlQAI","CLA-BD-0010583","","","","","","","","",""
"a238c0000054JOcAAM","false","0.0","a258c000004VBK6AAO","","Gas to Property Line","","1.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFmQAI","CLA-BD-0010584","","","","","","","","",""
"a238c0000054JOdAAM","false","0.0","a258c000004VBK6AAO","","Water to Property line","","2.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFnQAI","CLA-BD-0010585","","","","","","","","",""
"a238c0000054JOeAAM","false","0.0","a258c000004VBK6AAO","","Sewer to Property Line","","3.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFoQAI","CLA-BD-0010586","","","","","","","","",""
"a238c0000054JOfAAM","false","0.0","a258c000004VBK6AAO","","New electric service","","4.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFpQAI","CLA-BD-0010587","","","","","","","","",""
"a238c0000054JOgAAM","false","0.0","a258c000004VBK6AAO","","Power pole - new or relocate","","5.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFqQAI","CLA-BD-0010588","","","","","","","","",""
"a238c0000054JOhAAM","false","0.0","a258c000004VBK6AAO","","Street light - new or relocate","","6.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFrQAI","CLA-BD-0010589","","","","","","","","",""
"a238c0000054JOiAAM","false","0.0","a258c000004VBK6AAO","","Telephone Pole","","7.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFsQAI","CLA-BD-0010590","","","","","","","","",""
"a238c0000054JOjAAM","false","0.0","a258c000004VBK6AAO","","Off site fire hydrant","","8.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFtQAI","CLA-BD-0010591","","","","","","","","",""
"a238c0000054JOkAAM","false","0.0","a258c000004VBK6AAO","","Traffic signals - new or relocate","","9.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFuQAI","CLA-BD-0010592","","","","","","","","",""
"a238c0000054JOlAAM","false","0.0","a258c000004VBK6AAO","","Offsite Demolition","","10.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFvQAI","CLA-BD-0010593","","","","","","","","",""
"a238c0000054JOmAAM","false","0.0","a258c000004VBK6AAO","","New Curb & Gutter","","11.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFwQAI","CLA-BD-0010594","","","","","","","","",""
"a238c0000054JOnAAM","false","0.0","a258c000004VBK6AAO","","New sidewalk","","12.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFxQAI","CLA-BD-0010595","","","","","","","","",""
"a238c0000054JOoAAM","false","0.0","a258c000004VBK6AAO","","New approaches","","13.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFyQAI","CLA-BD-0010596","","","","","","","","",""
"a238c0000054JOpAAM","false","0.0","a258c000004VBK6AAO","","Street paving and markings","","14.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hFzQAI","CLA-BD-0010597","","","","","","","","",""
"a238c0000054JOqAAM","false","0.0","a258c000004VBK6AAO","","Temp sidewalk","","15.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG0QAI","CLA-BD-0010598","","","","","","","","",""
"a238c0000054JOrAAM","false","0.0","a258c000004VBK6AAO","","Storm Drain","","16.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG1QAI","CLA-BD-0010599","","","","","","","","",""
"a238c0000054JOsAAM","false","0.0","a258c000004VBK6AAO","","Relocate Transformer","","17.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG2QAI","CLA-BD-0010600","","","","","","","","",""
"a238c0000054JOtAAM","false","0.0","a258c000004VBK6AAO","","Survey","","18.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG3QAI","CLA-BD-0010601","","","","","","","","",""
"a238c0000054JOuAAM","false","0.0","a258c000004VBK6AAO","","Soils","","20.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG4QAI","CLA-BD-0010602","","","","","","","","",""
"a238c0000054JOvAAM","false","0.0","a258c000004VBK6AAO","","Landscaping w/ Irrigation (Required)","","36.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG5QAI","CLA-BD-0010603","","","","","","","","",""
"a238c0000054JOwAAM","false","0.0","a258c000004VBK6AAO","","Bollard w/ Covers","","37.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG6QAI","CLA-BD-0010604","","","","","","","","",""
"a238c0000054JOxAAM","false","0.0","a258c000004VBK6AAO","","Fire Sprinkler Service","","38.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG7QAI","CLA-BD-0010605","","","","","","","","",""
"a238c0000054JOyAAM","false","0.0","a258c000004VBK6AAO","","Erosion & Dust Control","","39.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG8QAI","CLA-BD-0010606","","","","","","","","",""
"a238c0000054JOzAAM","false","0.0","a258c000004VBK6AAO","","Fire Hydrant","","40.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hG9QAI","CLA-BD-0010607","","","","","","","","",""
"a238c0000054JP0AAM","false","0.0","a258c000004VBK6AAO","","Dumpster Approach","","41.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGAQAY","CLA-BD-0010608","","","","","","","","",""
"a238c0000054JP1AAM","false","0.0","a258c000004VBK6AAO","","Wheel stops","","42.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGBQAY","CLA-BD-0010609","","","","","","","","",""
"a238c0000054JP2AAM","false","0.0","a258c000004VBK6AAO","","Preasure Washing","","43.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGCQAY","CLA-BD-0010610","","","","","","","","",""
"a238c0000054JP3AAM","false","0.0","a258c000004VBK6AAO","","Service Yard Conc/CMU","","44.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGDQAY","CLA-BD-0010611","","","","","","","","",""
"a238c0000054JP4AAM","false","0.0","a258c000004VBK6AAO","","Barricades/Signs","","45.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGEQAY","CLA-BD-0010612","","","","","","","","",""
"a238c0000054JP5AAM","false","0.0","a258c000004VBK6AAO","","Signage","","46.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGFQAY","CLA-BD-0010613","","","","","","","","",""
"a238c0000054JP6AAM","false","0.0","a258c000004VBK6AAO","","Misc.","","47.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGGQAY","CLA-BD-0010614","","","","","","","","",""
"a238c0000054JP7AAM","false","0.0","a258c000004VBK6AAO","","Building Demolition","","48.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGHQAY","CLA-BD-0010615","","","","","","","","",""
"a238c0000054JP8AAM","false","0.0","a258c000004VBK6AAO","","Building Concrete Material","","49.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGIQAY","CLA-BD-0010616","","","","","","","","",""
"a238c0000054JP9AAM","false","0.0","a258c000004VBK6AAO","","Building Concrete Labor","","50.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGJQAY","CLA-BD-0010617","","","","","","","","",""
"a238c0000054JPAAA2","false","0.0","a258c000004VBK6AAO","","Concrete Foundation( Include building slab)","","51.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGKQAY","CLA-BD-0010618","","","","","","","","",""
"a238c0000054JPBAA2","false","0.0","a258c000004VBK6AAO","","Masonry/Building","","52.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGLQAY","CLA-BD-0010619","","","","","","","","",""
"a238c0000054JPCAA2","false","0.0","a258c000004VBK6AAO","","Structural Steel","","53.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGMQAY","CLA-BD-0010620","","","","","","","","",""
"a238c0000054JPDAA2","false","0.0","a258c000004VBK6AAO","","Finish Lumber & Doors","","54.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGNQAY","CLA-BD-0010621","","","","","","","","",""
"a238c0000054JPEAA2","false","0.0","a258c000004VBK6AAO","","Metal Doors & Frames","","55.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGOQAY","CLA-BD-0010622","","","","","","","","",""
"a238c0000054JPFAA2","false","0.0","a258c000004VBK6AAO","","Wood Doors","","56.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGPQAY","CLA-BD-0010623","","","","","","","","",""
"a238c0000054JPGAA2","false","0.0","a258c000004VBK6AAO","","Finish Hardware","","57.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGQQAY","CLA-BD-0010624","","","","","","","","",""
"a238c0000054JPHAA2","false","0.0","a258c000004VBK6AAO","","Framing Labor","","58.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGRQAY","CLA-BD-0010625","","","","","","","","",""
"a238c0000054JPIAA2","false","0.0","a258c000004VBK6AAO","","Misc.","","92.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGSQAY","CLA-BD-0010626","","","","","","","","",""
"a238c0000054JPJAA2","false","0.0","a258c000004VBK6AAO","","Grade fill / cut","","21.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGTQAY","CLA-BD-0010627","","","","","","","","",""
"a238c0000054JPKAA2","false","0.0","a258c000004VBK6AAO","","Site Demolition","","22.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGUQAY","CLA-BD-0010628","","","","","","","","",""
"a238c0000054JPLAA2","false","0.0","a258c000004VBK6AAO","","Retaining wall","","23.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGVQAY","CLA-BD-0010629","","","","","","","","",""
"a238c0000054JPMAA2","false","0.0","a258c000004VBK6AAO","","Trash Enclosure","","24.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGWQAY","CLA-BD-0010630","","","","","","","","",""
"a238c0000054JPNAA2","false","0.0","a258c000004VBK6AAO","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGXQAY","CLA-BD-0010631","","","","","","","","",""
"a238c0000054JPOAA2","false","0.0","a258c000004VBK6AAO","","Storm Drain","","26.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGYQAY","CLA-BD-0010632","","","","","","","","",""
"a238c0000054JPPAA2","false","0.0","a258c000004VBK6AAO","","Concrete Sidewalks","","27.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGZQAY","CLA-BD-0010633","","","","","","","","",""
"a238c0000054JPQAA2","false","0.0","a258c000004VBK6AAO","","Concrete light bases","","28.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGaQAI","CLA-BD-0010634","","","","","","","","",""
"a238c0000054JPRAA2","false","0.0","a258c000004VBK6AAO","","Electrical site work/labor","","29.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGbQAI","CLA-BD-0010635","","","","","","","","",""
"a238c0000054JPSAA2","false","0.0","a258c000004VBK6AAO","","Site Lighting Material","","30.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGcQAI","CLA-BD-0010636","","","","","","","","",""
"a238c0000054JPTAA2","false","0.0","a258c000004VBK6AAO","","Monument sign base construction Lang to verify if applicable","","31.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGdQAI","CLA-BD-0010637","","","","","","","","",""
"a238c0000054JPUAA2","false","0.0","a258c000004VBK6AAO","","Plumbing sit work","","32.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGeQAI","CLA-BD-0010638","","","","","","","","",""
"a238c0000054JPVAA2","false","0.0","a258c000004VBK6AAO","","Telephone Underground","","33.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGfQAI","CLA-BD-0010639","","","","","","","","",""
"a238c0000054JPWAA2","false","0.0","a258c000004VBK6AAO","","Concrete paving","","34.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGgQAI","CLA-BD-0010640","","","","","","","","",""
"a238c0000054JPXAA2","false","0.0","a258c000004VBK6AAO","","Asphalt paving & striping","","35.0","","","0.0","0.0","0.0","0.0","","","a234S0000008hGhQAI","CLA-BD-0010641","","","","","","","","",""
"a238c0000054JPYAA2","false","0.0","a258c000004VBK7AAO","","Landscaping","","3.0","","","0.0","0.0","","0.0","","","a234S0000008hGiQAI","CLA-BD-0010642","","","","","","","","",""
"a238c0000054JPZAA2","false","0.0","a258c000004VBK7AAO","","Bituminous Damproofing","","11.0","","","0.0","0.0","","0.0","","","a234S0000008hGjQAI","CLA-BD-0010643","","","","","","","","",""
