"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nFORCE__Taxonomy_Id__c","nPortal__Portal_Icon_Path__c","nFORCE__Parameters__c","nPortal__Portal_Subheader_Text__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nPortal__Search_Select_Text__c"
"a2Ebn000000CRQDEA4","005bn000003k2JdAAI","","Pricing","booked-pricing","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcgkEAA","nforce__sub_navigation","","nforce__topbar","29281620937670654","","booked-pricing","","","","","","","","","",""
"a2Ebn000000DJtcEAG","005bn000003k2JdAAI","","Documents","tool-small-business-loan-ui-documents2","NDOC__UniversalDocman","","n-icon-misc15","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","29431640791244960","","tool-retail-loan-ui-documents","","","","","","","","Visualforce Page","This productized route is the retail template for the Documents route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000ECGbEAO","005bn000003k2JdAAI","","Underwriting","retail-loan-ui-underwriting","nFORCE__Blank","","n-icon-loan","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nforce__topbar","29531600720267657","","retail-loan-ui-underwriting","","","","","","","","Visualforce Page","This productized route is the retail template for the Underwriting route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJuAEAW","005bn000003k2JdAAI","","Offers","small-business-loan-post-approval-ui-offers","llc_bi__offers","","","false","nFORCE__navigation","","","","nretail__blank","","nforce__topbar","29811663700623986","","retail-loan-ui-offers","","","","","","","","Visualforce Page","This productized route is the retail template for the Offers route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJufEAG","005bn000003k2JdAAI","","Finish","small-business-loan-online-application-finish","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","","","","","","NPORTAL__LoanTopbar","30471666029074216","","sbl-next-steps","","","","","","","","","",""
"a2Ebn000000CROxEAO","005bn000003k2JdAAI","","Pricing-Required Fields","post-approval-pricing-required-fields","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcg2EAA","nforce__sub_navigation","","nforce__topbar","30821619447513716","","post-approval-pricing-required-fields","","","","","","","","","",""
"a2Ebn000000DJtPEAW","005bn000003k2JdAAI","","Payment Calculator","tool-small-business-loan-ui-payment-calculator","llc_bi__paymentcalculator","","n-icon-misc17","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","31371640791244946","","tool-payment-calculator","","","","","","","","","",""
"a2Ebn000000DJuNEAW","005bn000003k2JdAAI","","Eligibility","small-business-loan-online-application-eligibility","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2Gbn000000kG3pEAE","","","NPORTAL__LoanTopbar","31751666029074201","Let's determine your eligibility","sbl-eligibility","standard-sprite/svg/symbols.svg#task2","","Help us determine the terms of the loan that best meet your needs","","","","","","",""
"a2Ebn000000CROzEAO","005bn000003k2JdAAI","","Policy Exceptions","post-approval-policy-exceptions","llc_bi__policyexceptions","","n-icon-exception","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","32041619447513717","","post-approval-policy-exceptions","","","","","","","","","",""
"a2Ebn000000CRQeEAO","005bn000003k2JdAAI","","Booked Information","booked-booked-information2","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcgoEAA","nforce__sub_navigation","","nforce__topbar","32361620937670670","","booked-booked-information2","","","","","","","","","",""
"a2Ebn000000CRQbEAO","005bn000003k2JdAAI","","Draws & Disbursements","booked-draws---disbursements","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","32371620937670668","","booked-draws---disbursements","","","","","","","","","",""
"a2Ebn000000DJtJEAW","005bn000003k2JdAAI","","Manual Underwriting","small-business-loan-ui-manual-underwriting","nforce__ncdatagrid","","","false","nforce__navigation","","","a2Gbn000000kG3WEAU","nforce__sub_navigation","","nforce__topbar","32701640791244940","","next-step-manual-underwriting","","","","","","","","Visualforce Page","",""
"a2Ebn000000CRHtEAO","005bn000003k2JdAAI","","Product Packages","master-relationship-product-packages","llc_bi__relationshipproductpackages","","","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","32901562008946500","","master-relationship-product-packages","","","","","","","","","",""
"a2Ebn000000CROpEAO","005bn000003k2JdAAI","","Reg W","post-approval-reg-w","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","32911619447513712","","post-approval-reg-w","","","","","","","","","",""
"a2Ebn000000CRPcEAO","005bn000003k2JdAAI","","Draws & Disbursements","post-approval-draws---disbursements2","llc_bi__draw_history_app","","","false","nforce__navigation","","","a2Gbn000000hcgREAQ","nforce__sub_navigation","","nforce__topbar","33401619447513740","","post-approval-draws---disbursements2","","","","","","","","","",""
"a2Ebn000000CRQfEAO","005bn000003k2JdAAI","","Balance Details","booked-balance-details2","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcgnEAA","nforce__sub_navigation","","nforce__topbar","33511620937670671","","booked-balance-details2","","","","","","","","","",""
"a2Ebn000000ECIpEAO","005bn000003k2JdAAI","","Book Deposit","deposit-account-origination---baseline-book-deposit","ATBK__ReviewSubmit","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","33511701790670195","","book-deposit_2023R1","","summaryRouteApp=automated-booking-summary_2023R1","","","","","","","",""
"a2Ebn000000CRQXEA4","005bn000003k2JdAAI","","Loan Compliance","booked-loan-compliance","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hcgxEAA","nforce__sub_navigation","","nforce__topbar","34311620937670666","","booked-loan-compliance","","readonly=true","","","","","","","",""
"a2Ebn000000DJtEEAW","005bn000003k2JdAAI","","Third Party","small-business-loan-ui-third-party","llc_bi__third_party_management","","n-icon-fees","false","nFORCE__navigation","","","a2Gbn000000kG3REAU","nFORCE__sub_navigation","","nforce__topbar","36211640791244935","","retail-loan-ui-third-party","","","","","","","","Visualforce Page","This productized route is the retail template for the Third Party route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000CRQUEA4","005bn000003k2JdAAI","","Budget Details L","booked-budget-details-l","llc_bi__budget_detail_app","","","false","nforce__navigation","","","a2Gbn000000hcgvEAA","nforce__sub_navigation","","nforce__topbar","36251620937670664","","booked-budget-details-l","","","","","","","","","",""
"a2Ebn000000CRIcEAO","005bn000003k2JdAAI","","Collateral","pp-sn-collateral-master","LLC_BI__ProdPkgUICollateral2Management","","","false","nforce__navigation","","","a2Gbn000000hcdbEAA","nforce__sub_navigation","","nforce__topbar","36291563816286400","","pp-sn-collateral-master","","","","","","","","","",""
"a2Ebn000000DJtNEAW","005bn000003k2JdAAI","","Adverse Actions/Counter Offers","small-business-loan-ui-adverse-actions-counter-offers","nforce__ncrelatedlist","","n-icon-reject","false","nforce__navigation","","","a2Gbn000000kG3ZEAU","nforce__sub_navigation","","nforce__topbar","36351640791244944","","adverse-action-create-table","","","","","","","","Visualforce Page","",""
"a2Ebn000000ECInEAO","005bn000003k2JdAAI","","Automated Booking","deposit-account-origination---baseline-automated-booking","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","36641701790670193","","automated-booking-parent_2023R1","","","","","","","","","",""
"a2Ebn000000DJtGEAW","005bn000003k2JdAAI","","HMDA","small-business-loan-ui-hmda","llc_bi__hmda_applicants","","n-icon-hmda","false","nFORCE__navigation","","","a2Gbn000000kG3TEAU","nFORCE__sub_navigation","","nforce__topbar","36801640791244937","","retail-loan-ui-hmda","","","","","","","","Visualforce Page","This productized route is the retail template for the HMDA route. Users clone this route to reduce configuration and implementation time.",""
"a2Ebn000000DJtHEAW","005bn000003k2JdAAI","","Credit Authorization/Joint Intent","small-business-loan-ui-credit-authorization-joint-intent","nforce__ncrelatedlist","","","false","nforce__navigation","","","a2Gbn000000kG3UEAU","nforce__sub_navigation","","nforce__topbar","36941640791244938","","credit-auth-joint-intent","","action_new_label=Please Acknowledge Credit Authorization and Joint Intent (if applicable) for each Entity Below by clicking ""Edit"" next to each name:","","","","","","Visualforce Page","",""
"a2Ebn000000ECIjEAO","005bn000003k2JdAAI","","Document Preparation","deposit-account-origination---baseline-document-preparation","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","37161701790670189","","document-preparation-parent_2023R1","","","","","","","","","",""
"a2Ebn000000CRQ9EAO","005bn000003k2JdAAI","","Approved Fees","booked-approved-fees","nforce__ncrelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2Gbn000000hcggEAA","nforce__sub_navigation","","nforce__topbar","37631620937670651","","booked-approved-fees","","readonly=true","","","","","","","",""
"a2Ebn000000CRHlEAO","005bn000003k2JdAAI","","Third Parties","m-retail-third-parties","llc_bi__third_party_management","","n-icon-loan","false","nFORCE__navigation","","","a2Gbn000000hcdBEAQ","nFORCE__sub_navigation","","nretail__summaryheadertopbar","376975854","","m-retail-third-parties","","","","","","","","","",""
"a2Ebn000000CRQBEA4","005bn000003k2JdAAI","","Approved Details","booked-approved-details","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2Gbn000000hcgiEAA","nforce__sub_navigation","","nforce__topbar","37881620937670652","","booked-approved-details","","","","","","","","","",""
"a2Ebn000000DJtgEAG","005bn000003k2JdAAI","","Approval History","small-business-loan-ui-approval-history","LLC_BI__Loan_Approval_History","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","38751640791244964","","retail-loan-approval-history","","","","","","","","Visualforce Page","",""
"a2Ebn000000DJuOEAW","005bn000003k2JdAAI","","Business Info","small-business-loan-online-application-business-info","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","50.0","","a2Gbn000000kG3qEAE","","","NPORTAL__LoanTopbar","39821666029074203","Tell us about your business","sbl-business-info","standard-sprite/svg/symbols.svg#account","","We'll use this information to verify your business and confirm your eligibility","","","","","","",""
"a2Ebn000000CRHiEAO","005bn000003kBWnAAM","","Document Preparation","m-retail-document-preparation","nfuse__docpreplandingpage","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","41001560278866600","","m-retail-document-preparation","","","","","","","","","",""
"a2Ebn000000ECGDEA4","005bn000003k2JdAAI","","Personal Info","dep-personal-bus-2","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","20.0","","a2Gbn000000mZAJEA2","","","NPORTAL__LoanTopbar","41031598381727557","Tell us about you","dep-personal-bus-2","utility-sprite/svg/symbols.svg#identity","","","","","","","Visualforce Page","",""
"a2Ebn000000CRP1EAO","005bn000003k2JdAAI","","Run Auto-Decision","action-post-approval-run-auto-decision","llc_bi__loanautodecision","","n-icon-analyze","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","41781619447513718","","action-post-approval-run-auto-decision","","","","","","","","","",""
"a2Ebn000000CROVEA4","005bn000003kBXCAA2","","Loans","unidoc-LLC_BI__Loan__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","4.0","","","nforce__sub_navigation","","nforce__topbar","42002584273745300","","unidoc-LLC_BI__Loan__c","","","","","","","","","",""
"a2Ebn000000CRGCEA4","005bn000003k2JdAAI","","Document Manager","tool-pp-document-manager","nDoc__ProductPackagePlaceholderDocumentManager","","n-icon-misc23","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42011780062134700","","tool-pp-document-manager","","","","","","","","","",""
"a2Ebn000000ECXaEAO","005bn000003k2JdAAI","","Others Involved MRF","sbl-secured-others-multi-record","NPORTAL__MultiRecordForm","","","false","NPORTAL__ApplicationNavigation","","","a2Gbn000000mZWYEA2","","","NPORTAL__LoanTopbar","42012627352037418","Borrowers & Guarantors","","utility-sprite/svg/symbols.svg#overflow","","Please add, excluding yourself, any additional guarantors and borrowers for the loan.","","","","","","",""
"a2Ebn000000CRNGEA4","005bn000003k2JdAAI","","Entity Compliance","hmda-entity-compliance-2018-m","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hcfeEAA","nforce__sub_navigation","","nforce__topbar","42015558731602400","","hmda-entity-compliance-2018-m","","","","","","","","","",""
"a2Ebn000000CRNEEA4","005bn000003k2JdAAI","","Loan Compliance","hmda-loan-compliance-2017-m","nforce__ncrelatedlist","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hcfbEAA","nforce__sub_navigation","","nforce__topbar","42016898267432200","","hmda-loan-compliance-2017-m","","","","","","","","","",""
"a2Ebn000000CRNbEAO","005bn000003k2JdAAI","","Policy Exceptions","pp-sn-policy-exception-m","llc_bi__prodpkguipolicyexceptionspage","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42019590369525900","","pp-sn-policy-exception-m","","","","","","","","","",""
"a2Ebn000000CRM1EAO","005bn000003k2JdAAI","","SBA Form 1919","sba-form-1919-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2Gbn000000hcf2EAA","nforce__sub_navigation","","nforce__topbar","42020600448643600","","sba-form-1919-m","","","","","","","","","",""
"a2Ebn000000CRNcEAO","005bn000003k2JdAAI","","Approval History","pp-sn-approval-history-m","llc_bi__productpackageapprovals","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42021850251363100","","pp-sn-approval-history-m","","","","","","","","","",""
"a2Ebn000000COFxEAO","005bn000003k2JdAAI","","Entity Compliance","hmda-entity-compliance-2018","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2Gbn000000hccrEAA","nforce__sub_navigation","","nforce__topbar","42022663692544524","","hmda-entity-compliance-2018","","","","","","","","","",""
"a2Ebn000000CRKKEA4","005bn000003k2JdAAI","","Choose a Product Line","selection","llc_bi__product_line_selection_app","","","false","nforce__blank","","","","nforce__sub_navigation","","nforce__nctopbar","42026424853476900","","selection","","","","","","","","","",""
"a2Ebn000000CRMDEA4","005bn000003k2JdAAI","","Special Programs","sba-form-19206-m","nforce__ncdatagrid","","n-icon-misc5","false","nforce__navigation","","","a2Gbn000000hcfDEAQ","nforce__sub_navigation","","nforce__topbar","42030616282930900","","sba-form-19206-m","","","","","","","","","",""
"a2Ebn000000CRMQEA4","005bn000003k2JdAAI","","Use of Proceeds","sba-use-of-proceeds","nforce__korelatedlistchild","","n-icon-entity","false","nforce__navigation","","","a2Gbn000000hcfNEAQ","nforce__sub_navigation","","nforce__topbar","42030737491153300","","sba-use-of-proceeds","","","","","","","","","",""
"a2Ebn000000CRMbEAO","005bn000003k2JdAAI","","Copy Loan","action-copy-loan-m","llc_bi__loanproducts","","n-icon-copy_loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42031728128576100","","action-copy-loan-m","","","","","","","","","",""
"a2Ebn000000CRLjEAO","005bn000003k2JdAAI","","Overview","relationship-overview-individual","llc_bi__accountindividualcontact","","n-icon-my_tasks","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42032418443087800","","relationship-overview-individual","","","","","","","","","",""
"a2Ebn000000ECGBEA4","005bn000003k2JdAAI","","Pending","dep-pending-co-owners","cm_PortalPendingCoOwners","","","false","NPORTAL__ApplicationNavigation","","","","","","NPORTAL__LoanTopbar","42036446049576016","","dep-pending-co-owners","","","","","","","","Visualforce Page","",""
"a2Ebn000000CRJdEAO","005bn000003k2JdAAI","","Finish","ind-finish","llc_bi__customer_creation_finish_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42036654046469600","","ind-finish","","","","","","","","","",""
"a2Ebn000000CRGKEA4","005bn000003kBWfAAM","","Smart Checklist Configuration","checklist-admin","","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42037437634231100","","checklist-admin","","","","","","","","","",""
"a2Ebn000000ECFxEAO","005bn000003k2JdAAI","","Options","dep-ancillary-services-business","NPORTAL__AncillaryServices","","","false","NPORTAL__ApplicationNavigation","75.0","","","","","NPORTAL__LoanTopbar","42043578100140253","Account Options","dep-ancillary-services-business","standard-sprite/svg/symbols.svg#reward","","Check out convenient additional products and services here.","","","","","","",""
"a2Ebn000000ECG7EAO","005bn000003k2JdAAI","","Interest Information","dep-interest-info","NPORTAL__PortalForm","","","false","NPORTAL__ApplicationNavigation","","","a2Gbn000000mZAIEA2","","","NPORTAL__LoanTopbar","42043800280392194","Interest Information","dep-interest-info","utility-sprite/svg/symbols.svg#moneybag","","Let us know how you would like your interest paid to you.","","","","","Visualforce Page","",""
"a2Ebn000000CRIGEA4","005bn000003k2JdAAI","","Next Steps","sbl-secured-next-steps","NPORTAL__NextSteps","","","false","NPORTAL__ApplicationNavigation","110.0","","","","","NPORTAL__LoanTopbar","42044465343190300","","sbl-secured-next-steps","","","","","","","","","",""
"a2Ebn000000COF2EAO","005bn000003k2JdAAI","","Spreads","tool-statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42045205051522300","","tool-statement-launcher","","","","","","","","","",""
"a2Ebn000000CRJfEAO","005bn000003k2JdAAI","","Relationship Type","bus-relationship-type","llc_bi__relationship_type_selection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42045590757232900","","bus-relationship-type","","","","","","","","","",""
"a2Ebn000000COF6EAO","005bn000003kBWiAAM","","Document Preparation","doc-prep-closing","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42047016914477800","","doc-prep-closing","","","","","","","","","",""
"a2Ebn000000CROFEA4","005bn000003k2JdAAI","","Quick Links","admin-quick-links","llc_bi__systemadminquicklinks","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42047793772823200","","admin-quick-links","","","","","","","","","",""
"a2Ebn000000CRJUEA4","005bn000003k2JdAAI","","Know Your Customer","ind-kyc","llc_bi__questionnaire_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42049307912831400","","ind-kyc","","","","","","","","","",""
"a2Ebn000000CRJWEA4","005bn000003k2JdAAI","","Connected Relationships","ind-add-connected-relationships","llc_bi__relationship_type_connection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42052289343318500","","ind-add-connected-relationships","","","","","","","","","",""
